game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,throwAttempts,throwaways,yardsReceived,yardsThrown
SYNTHETIC_AUDL_W2_SOL,,,2,AUDL,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0
2022-06-17-ATX-CHI,2022-06-17,2022,4,,ATX,CHI,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0
2022-06-18-ATX-MAD,2022-06-18,2022,4,,ATX,MAD,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0
2022-06-25-DAL-ATX,2022-06-25,2022,5,,DAL,ATX,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0
2022-07-02-ATX-DAL,2022-07-02,2022,6,,ATX,DAL,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0
2022-07-09-ATL-ATX,2022-07-09,2022,7,,ATL,ATX,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0
2022-07-16-DAL-ATX,2022-07-16,2022,8,,DAL,ATX,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0
2022-07-29-TB-ATX,2022-07-29,2022,10,,TB,ATX,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0
2023-05-28-ATX-DAL,2023-05-28,2023,5,,ATX,DAL,1.0,,3.0,2.0,1.0,1.0,2.0,,55.0,4.0
2023-07-01-DAL-ATX,2023-07-01,2023,10,,DAL,ATX,1.0,,6.0,4.0,,1.0,4.0,,66.0,-5.0
2023-07-07-HTX-ATX,2023-07-07,2023,11,,HTX,ATX,,,0.0,0.0,,,0.0,,0.0,0.0
