game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,throwAttempts,throwaways,yardsReceived,yardsThrown
SYNTHETIC_AUDL_W2_THUNDERBIRDS,,,2,AUDL,,,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0
SYNTHETIC_AUDL_W3_THUNDERBIRDS,,,3,AUDL,,,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0
2022-06-18-DET-PIT,2022-06-18,2022,4,,DET,PIT,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0
2022-07-02-PIT-IND,2022-07-02,2022,6,,PIT,IND,1.0,0.0,,,0.0,1.0,,,,0.0,59.0,11.0
2022-07-09-DET-PIT,2022-07-09,2022,7,,DET,PIT,0.0,0.0,,,0.0,0.0,,,,1.0,13.0,17.0
2022-07-16-CAR-PIT,2022-07-16,2022,8,,CAR,PIT,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0
2022-07-23-CHI-PIT,2022-07-23,2022,9,,CHI,PIT,0.0,0.0,,,0.0,0.0,,,,0.0,125.0,-18.0
2023-04-29-MAD-PIT,2023-04-29,2023,1,,MAD,PIT,4.0,1.0,36.0,44.0,,,3.0,2.0,44.0,,132.0,329.0
2023-05-13-PIT-DET,2023-05-13,2023,3,,PIT,DET,2.0,1.0,24.0,28.0,,2.0,,,28.0,,41.0,258.0
2023-05-20-PIT-MIN,2023-05-20,2023,4,,PIT,MIN,,1.0,21.0,30.0,,,1.0,,35.0,5.0,2.0,281.0
2023-05-27-PHI-PIT,2023-05-27,2023,5,,PHI,PIT,,,28.0,33.0,1.0,1.0,,,37.0,3.0,36.0,155.0
2023-06-11-DET-PIT,2023-06-11,2023,7,,DET,PIT,,1.0,18.0,25.0,,4.0,3.0,,26.0,1.0,64.0,224.0
2023-06-17-PIT-TOR,2023-06-17,2023,8,,PIT,TOR,1.0,1.0,26.0,30.0,,1.0,1.0,1.0,32.0,1.0,-1.0,203.0
2023-06-30-DET-PIT,2023-06-30,2023,10,,DET,PIT,1.0,1.0,24.0,32.0,,,2.0,,32.0,,-5.0,177.0
2023-07-07-CHI-PIT,2023-07-07,2023,11,,CHI,PIT,0.0,,21.0,25.0,0.0,1.0,1.0,0.0,25.0,,96.0,119.0
