game_id,date,season,week,league,away,home,receiving_yards,receptions
SYNTHETIC_USFL_2023_W9_GENERALS,,2023,9,USFL,,,17.0,2.0
SYNTHETIC_USFL_2023_W10_GENERALS,,2023,10,USFL,,,6.0,1.0
