game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,stalls,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-05-06-COL-LA,2023-05-06,2023,2,,COL,LA,1.0,2.0,12.0,8.0,,3.0,1.0,1.0,,9.0,1.0,144.0,71.0
2023-05-12-POR-LA,2023-05-12,2023,3,,POR,LA,1.0,1.0,17.0,14.0,1.0,2.0,2.0,,,15.0,1.0,173.0,87.0
2023-05-19-LA-SLC,2023-05-19,2023,4,,LA,SLC,,,14.0,12.0,1.0,1.0,,,1.0,14.0,2.0,118.0,65.0
2023-05-20-LA-COL,2023-05-20,2023,4,,LA,COL,2.0,1.0,,,,,3.0,,,,,,
2023-06-03-LA-SD,2023-06-03,2023,6,,LA,SD,1.0,,16.0,12.0,,3.0,2.0,,,13.0,1.0,287.0,70.0
2023-06-09-LA-POR,2023-06-09,2023,7,,LA,POR,1.0,1.0,34.0,30.0,1.0,2.0,1.0,2.0,,32.0,,327.0,172.0
2023-06-10-LA-SEA,2023-06-10,2023,7,,LA,SEA,,,,,,,,,,,2.0,,
2023-06-18-SEA-LA,2023-06-18,2023,8,,SEA,LA,2.0,,16.0,12.0,,3.0,1.0,,,13.0,1.0,230.0,58.0
2023-06-24-SD-LA,2023-06-24,2023,9,,SD,LA,1.0,2.0,25.0,21.0,,2.0,4.0,1.0,1.0,23.0,2.0,289.0,166.0
2023-06-30-SLC-LA,2023-06-30,2023,10,,SLC,LA,,,17.0,15.0,,1.0,,,,16.0,1.0,217.0,49.0
2023-07-15-LA-OAK,2023-07-15,2023,12,,LA,OAK,,,17.0,9.0,,6.0,1.0,,,11.0,2.0,176.0,14.0
2023-07-21-OAK-LA,2023-07-21,2023,13,,OAK,LA,,,14.0,13.0,1.0,1.0,3.0,,,13.0,,249.0,94.0
