game_id,date,season,week,league,away,home,assists,catches,completions,goals,hockeyAssists,hucksCompleted,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-05-20-BOS-MTL,2023-05-20,2023,4,,BOS,MTL,1.0,9.0,12.0,,,,14.0,2.0,40.0,52.0
2023-06-09-ATL-BOS,2023-06-09,2023,7,,ATL,BOS,,4.0,4.0,,1.0,1.0,4.0,1.0,-2.0,27.0
2023-06-11-BOS-MTL,2023-06-11,2023,7,,BOS,MTL,,,,1.0,,,,,,
2023-06-24-DC-BOS,2023-06-24,2023,9,,DC,BOS,2.0,19.0,22.0,,1.0,,23.0,,18.0,134.0
