game_id,date,season,week,league,away,home,passing_tds,passing_yards,receiving_tds,receiving_yards,receptions
SYNTHETIC_UFL_2025_W4_BRAHMAS,,2025,4,UFL,,,,,0.0,8.0,1.0
SYNTHETIC_UFL_2025_W5_BRAHMAS,,2025,5,UFL,,,,,0.0,6.0,1.0
SYNTHETIC_UFL_2025_W6_BRAHMAS,,2025,6,UFL,,,,,0.0,8.0,3.0
SYNTHETIC_UFL_2025_W7_BRAHMAS,,2025,7,UFL,,,,,1.0,46.0,5.0
SYNTHETIC_UFL_2025_W8_BRAHMAS,,2025,8,UFL,,,1.0,38.0,0.0,10.0,3.0
SYNTHETIC_UFL_2025_W10_BRAHMAS,,2025,10,UFL,,,,,0.0,8.0,2.0
SYNTHETIC_UFL_2026_W2_ORLANDOSTORM,,2026,2,UFL,,,,,0.0,8.0,2.0
SYNTHETIC_UFL_2026_W4_ORLANDOSTORM,,2026,4,UFL,,,,,0.0,8.0,1.0
SYNTHETIC_UFL_2026_W5_ORLANDOSTORM,,2026,5,UFL,,,,,0.0,0.0,0.0
