game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,hockeyAssists,throwAttempts,throwaways,yardsReceived,yardsThrown
SYNTHETIC_AUDL_W2_MECHANIX,,,2,AUDL,,,1.0,1.0,,,0.0,3.0,,,4.0,337.0,42.0
SYNTHETIC_AUDL_W3_MECHANIX,,,3,AUDL,,,0.0,0.0,,,0.0,4.0,,,0.0,312.0,42.0
2022-06-18-DET-PIT,2022-06-18,2022,4,,DET,PIT,1.0,1.0,,,0.0,3.0,,,1.0,264.0,46.0
2022-07-02-MIN-DET,2022-07-02,2022,6,,MIN,DET,2.0,0.0,,,1.0,1.0,,,2.0,124.0,58.0
2022-07-09-DET-PIT,2022-07-09,2022,7,,DET,PIT,3.0,0.0,,,0.0,0.0,,,0.0,60.0,62.0
2022-07-16-MAD-DET,2022-07-16,2022,8,,MAD,DET,3.0,0.0,,,0.0,2.0,,,1.0,251.0,122.0
2022-07-30-DET-CHI,2022-07-30,2022,10,,DET,CHI,0.0,0.0,,,0.0,0.0,,,0.0,31.0,13.0
2022-07-31-DET-MIN,2022-07-31,2022,10,,DET,MIN,0.0,0.0,,,0.0,1.0,,,0.0,100.0,19.0
2023-05-13-PIT-DET,2023-05-13,2023,3,,PIT,DET,2.0,,24.0,20.0,,3.0,,21.0,1.0,302.0,-3.0
2023-05-20-PIT-MIN,2023-05-20,2023,4,,PIT,MIN,,1.0,15.0,12.0,,,,15.0,3.0,156.0,-25.0
2023-05-27-PHI-PIT,2023-05-27,2023,5,,PHI,PIT,,1.0,1.0,,,1.0,,,,8.0,
2023-06-11-DET-PIT,2023-06-11,2023,7,,DET,PIT,,,2.0,2.0,,,1.0,2.0,,21.0,18.0
2023-06-17-PIT-TOR,2023-06-17,2023,8,,PIT,TOR,,,2.0,2.0,,,,2.0,,20.0,-15.0
2023-06-30-DET-PIT,2023-06-30,2023,10,,DET,PIT,,1.0,4.0,2.0,,2.0,,2.0,,75.0,1.0
2023-07-07-CHI-PIT,2023-07-07,2023,11,,CHI,PIT,,0.0,1.0,1.0,,,,1.0,,14.0,-3.0
2023-07-08-PIT-CHI,2023-07-08,2023,11,,PIT,CHI,,,,,,,1.0,,,,
2023-07-15-PIT-IND,2023-07-15,2023,12,,PIT,IND,,,1.0,1.0,,,,1.0,,-5.0,5.0
