game_id,date,season,week,league,away,home,interceptions_lost,passing_tds,passing_yards,rushing_tds,rushing_yards
SYNTHETIC_CFL_W1_HAM,,,1,CFL,,,2.0,1.0,222.0,0.0,1.0
SYNTHETIC_CFL_W3_HAM,,,3,CFL,,,2.0,0.0,237.0,0.0,3.0
SYNTHETIC_CFL_W4_HAM,,,4,CFL,,,2.0,1.0,197.0,0.0,39.0
SYNTHETIC_CFL_W6_HAM,,,6,CFL,,,0.0,2.0,342.0,0.0,10.0
SYNTHETIC_CFL_W7_HAM,,,7,CFL,,,1.0,1.0,297.0,0.0,24.0
SYNTHETIC_CFL_W8_HAM,,,8,CFL,,,0.0,1.0,206.0,0.0,6.0
SYNTHETIC_CFL_W9_HAM,,,9,CFL,,,1.0,1.0,303.0,0.0,10.0
SYNTHETIC_CFL_W15_HAM,,,15,CFL,,,0.0,5.0,327.0,0.0,19.0
SYNTHETIC_CFL_W16_HAM,,,16,CFL,,,0.0,0.0,288.0,0.0,9.0
SYNTHETIC_CFL_W18_HAM,,,18,CFL,,,2.0,0.0,214.0,1.0,5.0
SYNTHETIC_CFL_W19_HAM,,,19,CFL,,,0.0,1.0,244.0,1.0,2.0
SYNTHETIC_CFL_W20_HAM,,,20,CFL,,,1.0,0.0,220.0,2.0,21.0
SYNTHETIC_CFL_2023_W3_BC,,2023,3,CFL,,,0.0,0.0,0.0,,
SYNTHETIC_CFL_2023_W7_BC,,2023,7,CFL,,,1.0,1.0,219.0,0.0,12.0
SYNTHETIC_CFL_2023_W8_BC,,2023,8,CFL,,,0.0,2.0,330.0,0.0,2.0
SYNTHETIC_CFL_2023_W9_BC,,2023,9,CFL,,,2.0,0.0,113.0,,
SYNTHETIC_CFL_2023_W19_BC,,2023,19,CFL,,,0.0,0.0,42.0,,
SYNTHETIC_CFL_2023_W20_BC,,2023,20,CFL,,,3.0,1.0,125.0,0.0,16.0
