game_id,date,season,week,league,away,home,1pt_conversion,conversions,receiving_tds,receiving_yards,receptions
SYNTHETIC_CFL_W19_OTT,,,19,CFL,,,,,1.0,53.0,3.0
SYNTHETIC_CFL_W20_OTT,,,20,CFL,,,,,0.0,37.0,3.0
SYNTHETIC_CFL_2023_W4_OTT,,2023,4,CFL,,,,,0.0,30.0,2.0
SYNTHETIC_CFL_2023_W5_OTT,,2023,5,CFL,,,,,0.0,24.0,2.0
SYNTHETIC_CFL_2023_W6_OTT,,2023,6,CFL,,,,,0.0,18.0,3.0
SYNTHETIC_CFL_2023_W7_OTT,,2023,7,CFL,,,,,0.0,8.0,1.0
SYNTHETIC_CFL_2023_W9_OTT,,2023,9,CFL,,,,,0.0,13.0,1.0
SYNTHETIC_CFL_2023_W10_OTT,,2023,10,CFL,,,,,0.0,15.0,1.0
SYNTHETIC_CFL_2023_W12_OTT,,2023,12,CFL,,,,,0.0,9.0,1.0
SYNTHETIC_CFL_2023_W16_OTT,,2023,16,CFL,,,,,1.0,45.0,2.0
SYNTHETIC_CFL_2023_W17_OTT,,2023,17,CFL,,,,,0.0,0.0,0.0
SYNTHETIC_CFL_2023_W18_OTT,,2023,18,CFL,,,,,0.0,46.0,4.0
SYNTHETIC_CFL_2023_W19_OTT,,2023,19,CFL,,,,,0.0,11.0,1.0
SYNTHETIC_UFL_2024_W3_PANTHERS,,2024,3,UFL,,,,1.0,0.0,25.0,1.0
SYNTHETIC_UFL_2024_W4_PANTHERS,,2024,4,UFL,,,,,0.0,24.0,2.0
SYNTHETIC_UFL_2024_W5_PANTHERS,,2024,5,UFL,,,1.0,,0.0,42.0,4.0
SYNTHETIC_UFL_2024_W6_PANTHERS,,2024,6,UFL,,,,,1.0,45.0,4.0
SYNTHETIC_UFL_2024_W7_PANTHERS,,2024,7,UFL,,,,,0.0,5.0,1.0
SYNTHETIC_UFL_2024_W9_PANTHERS,,2024,9,UFL,,,,,0.0,95.0,8.0
SYNTHETIC_UFL_2024_W10_PANTHERS,,2024,10,UFL,,,,,1.0,110.0,7.0
SYNTHETIC_UFL_2024_W11_PANTHERS,,2024,11,UFL,,,,,1.0,60.0,4.0
SYNTHETIC_UFL_2025_W1_PANTHERS,,2025,1,UFL,,,,,0.0,35.0,3.0
SYNTHETIC_UFL_2025_W2_PANTHERS,,2025,2,UFL,,,,,0.0,44.0,3.0
SYNTHETIC_UFL_2025_W3_PANTHERS,,2025,3,UFL,,,,,0.0,54.0,5.0
SYNTHETIC_UFL_2025_W4_PANTHERS,,2025,4,UFL,,,,,0.0,38.0,1.0
SYNTHETIC_UFL_2025_W5_PANTHERS,,2025,5,UFL,,,,,0.0,111.0,6.0
SYNTHETIC_UFL_2025_W6_PANTHERS,,2025,6,UFL,,,,,0.0,19.0,2.0
SYNTHETIC_UFL_2025_W7_PANTHERS,,2025,7,UFL,,,,,0.0,86.0,5.0
SYNTHETIC_UFL_2025_W8_PANTHERS,,2025,8,UFL,,,,,0.0,26.0,1.0
SYNTHETIC_UFL_2025_W9_PANTHERS,,2025,9,UFL,,,,,1.0,115.0,5.0
SYNTHETIC_UFL_2025_W10_PANTHERS,,2025,10,UFL,,,,,0.0,0.0,0.0
