game_id,date,season,week,league,away,home,receiving_tds,receiving_yards,receptions
SYNTHETIC_CFL_W1_OTT,,,1,CFL,,,0.0,71.0,7.0
SYNTHETIC_CFL_W4_OTT,,,4,CFL,,,0.0,92.0,5.0
SYNTHETIC_CFL_W5_OTT,,,5,CFL,,,0.0,0.0,0.0
SYNTHETIC_CFL_W6_OTT,,,6,CFL,,,0.0,0.0,0.0
SYNTHETIC_CFL_W7_OTT,,,7,CFL,,,1.0,118.0,9.0
SYNTHETIC_CFL_W8_OTT,,,8,CFL,,,0.0,12.0,1.0
SYNTHETIC_CFL_W9_OTT,,,9,CFL,,,0.0,70.0,5.0
SYNTHETIC_CFL_W11_OTT,,,11,CFL,,,0.0,50.0,1.0
SYNTHETIC_CFL_W13_OTT,,,13,CFL,,,1.0,63.0,4.0
SYNTHETIC_CFL_W14_OTT,,,14,CFL,,,0.0,68.0,3.0
SYNTHETIC_CFL_W16_OTT,,,16,CFL,,,0.0,36.0,2.0
SYNTHETIC_CFL_W17_OTT,,,17,CFL,,,0.0,62.0,3.0
SYNTHETIC_CFL_W19_OTT,,,19,CFL,,,0.0,9.0,2.0
SYNTHETIC_CFL_W20_OTT,,,20,CFL,,,0.0,32.0,3.0
