game_id,date,season,week,league,away,home,dst_touchdown,interceptions_made,points_against,sacks
SYNTHETIC_UFL_2026_W1_DALLASRENEGADES,,2026,1,UFL,,,1.0,2.0,17.0,3.0
SYNTHETIC_UFL_2026_W2_DALLASRENEGADES,,2026,2,UFL,,,,2.0,15.0,1.0
SYNTHETIC_UFL_2026_W3_DALLASRENEGADES,,2026,3,UFL,,,1.0,2.0,23.0,3.0
SYNTHETIC_UFL_2026_W4_DALLASRENEGADES,,2026,4,UFL,,,,0.0,28.0,2.0
SYNTHETIC_UFL_2026_W5_DALLASRENEGADES,,2026,5,UFL,,,,0.0,35.0,3.0
SYNTHETIC_UFL_2026_W6_DALLASRENEGADES,,2026,6,UFL,,,,1.0,24.0,3.0
