game_id,date,season,week,league,away,home,receiving_tds,receiving_yards,receptions
SYNTHETIC_USFL_W1_PHI,,,1,USFL,,,0.0,0.0,1.0
SYNTHETIC_USFL_W2_PHI,,,2,USFL,,,0.0,4.0,1.0
SYNTHETIC_USFL_W4_PHI,,,4,USFL,,,0.0,0.0,0.0
SYNTHETIC_USFL_W6_PHI,,,6,USFL,,,0.0,0.0,0.0
SYNTHETIC_USFL_W8_PHI,,,8,USFL,,,1.0,51.0,1.0
SYNTHETIC_USFL_W9_PHI,,,9,USFL,,,0.0,0.0,0.0
SYNTHETIC_USFL_W10_PHI,,,10,USFL,,,0.0,0.0,0.0
SYNTHETIC_USFL_2023_W1_STARS,,2023,1,USFL,,,0.0,10.0,1.0
SYNTHETIC_USFL_2023_W2_STARS,,2023,2,USFL,,,0.0,16.0,2.0
SYNTHETIC_USFL_2023_W3_STARS,,2023,3,USFL,,,0.0,7.0,1.0
SYNTHETIC_USFL_2023_W4_STARS,,2023,4,USFL,,,0.0,5.0,1.0
SYNTHETIC_USFL_2023_W5_STARS,,2023,5,USFL,,,0.0,30.0,3.0
SYNTHETIC_USFL_2023_W6_STARS,,2023,6,USFL,,,0.0,23.0,2.0
SYNTHETIC_USFL_2023_W7_STARS,,2023,7,USFL,,,0.0,33.0,2.0
SYNTHETIC_USFL_2023_W10_STARS,,2023,10,USFL,,,0.0,0.0,0.0
