game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-04-29-DC-CAR,2023-04-29,2023,1,,DC,CAR,3.0,1.0,37.0,37.0,,1.0,1.0,1.0,42.0,4.0,144.0,166.0
2023-05-07-PHI-DC,2023-05-07,2023,2,,PHI,DC,2.0,1.0,28.0,31.0,1.0,2.0,,1.0,32.0,1.0,198.0,198.0
2023-05-13-NY-DC,2023-05-13,2023,3,,NY,DC,1.0,,44.0,53.0,,4.0,2.0,2.0,56.0,2.0,215.0,427.0
2023-05-20-DC-TOR,2023-05-20,2023,4,,DC,TOR,,,11.0,15.0,,2.0,1.0,3.0,15.0,,77.0,220.0
2023-06-02-CAR-DC,2023-06-02,2023,6,,CAR,DC,2.0,2.0,38.0,47.0,,3.0,3.0,3.0,48.0,1.0,199.0,373.0
2023-06-16-MTL-DC,2023-06-16,2023,8,,MTL,DC,1.0,,23.0,27.0,,3.0,2.0,1.0,29.0,2.0,136.0,293.0
2023-06-23-DC-MTL,2023-06-23,2023,9,,DC,MTL,1.0,,39.0,44.0,,3.0,3.0,,46.0,2.0,162.0,87.0
2023-06-24-DC-BOS,2023-06-24,2023,9,,DC,BOS,,1.0,,,,,,,,,,
2023-06-30-DC-NY,2023-06-30,2023,10,,DC,NY,2.0,,51.0,56.0,,2.0,5.0,1.0,59.0,3.0,261.0,319.0
2023-07-08-BOS-DC,2023-07-08,2023,11,,BOS,DC,4.0,,37.0,40.0,,3.0,1.0,1.0,42.0,2.0,167.0,260.0
2023-07-15-DC-PHI,2023-07-15,2023,12,,DC,PHI,2.0,,32.0,35.0,,3.0,1.0,1.0,38.0,3.0,189.0,263.0
2023-07-21-TOR-DC,2023-07-21,2023,13,,TOR,DC,1.0,,27.0,29.0,,2.0,2.0,,30.0,1.0,234.0,246.0
