game_id,date,season,week,league,away,home,interceptions_lost,interceptions_made,passing_tds,passing_yards,rushing_tds,rushing_yards,sacks,tackles
SYNTHETIC_CFL_2023_W1_HAM,,2023,1,CFL,,,0.0,,0.0,0.0,0.0,-8.0,,7.0
SYNTHETIC_CFL_2023_W2_HAM,,2023,2,CFL,,,,,,,,,,7.0
SYNTHETIC_CFL_2023_W3_HAM,,2023,3,CFL,,,,,,,,,,1.0
SYNTHETIC_CFL_2023_W7_HAM,,2023,7,CFL,,,,,,,,,,2.0
SYNTHETIC_CFL_2023_W8_HAM,,2023,8,CFL,,,,,,,,,,5.0
SYNTHETIC_CFL_2023_W9_HAM,,2023,9,CFL,,,,,,,,,,4.0
SYNTHETIC_CFL_2023_W11_HAM,,2023,11,CFL,,,,0.0,,,,,0.0,1.0
SYNTHETIC_CFL_2023_W12_HAM,,2023,12,CFL,,,,0.0,,,,,0.0,4.0
SYNTHETIC_CFL_2023_W13_HAM,,2023,13,CFL,,,,0.0,,,,,0.0,1.0
SYNTHETIC_CFL_2023_W14_HAM,,2023,14,CFL,,,,0.0,,,,,0.0,4.0
