game_id,date,season,week,league,away,home,lost_fumbles,rushing_tds,rushing_yards
SYNTHETIC_USFL_W4_NO,,,4,USFL,,,0.0,,
SYNTHETIC_USFL_W5_NO,,,5,USFL,,,,0.0,43.0
SYNTHETIC_USFL_W8_NO,,,8,USFL,,,0.0,,
SYNTHETIC_USFL_W9_NO,,,9,USFL,,,0.0,,
