game_id,date,season,week,league,away,home,interceptions_lost,passing_tds,passing_yards,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards
SYNTHETIC_CFL_W1_MTL,,,1,CFL,,,,0.0,0.0,,,,1.0,9.0
SYNTHETIC_CFL_W2_MTL,,,2,CFL,,,,,,,,,1.0,13.0
SYNTHETIC_CFL_W3_MTL,,,3,CFL,,,0.0,0.0,11.0,,,,,
SYNTHETIC_CFL_W4_MTL,,,4,CFL,,,,,,,,,0.0,1.0
SYNTHETIC_CFL_W6_MTL,,,6,CFL,,,,,,,,,2.0,5.0
SYNTHETIC_CFL_W7_MTL,,,7,CFL,,,,,,,,,3.0,6.0
SYNTHETIC_CFL_W8_MTL,,,8,CFL,,,1.0,0.0,0.0,,,,0.0,2.0
SYNTHETIC_CFL_W9_MTL,,,9,CFL,,,0.0,1.0,76.0,,,,0.0,8.0
SYNTHETIC_CFL_W10_MTL,,,10,CFL,,,0.0,0.0,0.0,,,,2.0,8.0
SYNTHETIC_CFL_W11_MTL,,,11,CFL,,,,,,,,,0.0,5.0
SYNTHETIC_CFL_W13_MTL,,,13,CFL,,,,,,,,,0.0,1.0
SYNTHETIC_CFL_W14_MTL,,,14,CFL,,,,,,0.0,0.0,0.0,1.0,9.0
SYNTHETIC_CFL_W16_MTL,,,16,CFL,,,,,,,,,0.0,8.0
SYNTHETIC_CFL_W17_MTL,,,17,CFL,,,,,,,,,1.0,2.0
SYNTHETIC_CFL_W19_MTL,,,19,CFL,,,0.0,0.0,0.0,,,,1.0,11.0
SYNTHETIC_CFL_W20_MTL,,,20,CFL,,,0.0,0.0,0.0,,,,0.0,10.0
SYNTHETIC_CFL_2023_W1_BC,,2023,1,CFL,,,,,,,,,0.0,8.0
SYNTHETIC_CFL_2023_W2_BC,,2023,2,CFL,,,,,,,,,0.0,2.0
SYNTHETIC_CFL_2023_W3_BC,,2023,3,CFL,,,,,,,,,1.0,30.0
SYNTHETIC_CFL_2023_W4_BC,,2023,4,CFL,,,,,,,,,0.0,2.0
SYNTHETIC_CFL_2023_W5_BC,,2023,5,CFL,,,,,,,,,1.0,1.0
SYNTHETIC_CFL_2023_W9_BC,,2023,9,CFL,,,0.0,0.0,76.0,,,,0.0,13.0
SYNTHETIC_CFL_2023_W10_BC,,2023,10,CFL,,,0.0,0.0,-2.0,,,,0.0,4.0
SYNTHETIC_CFL_2023_W11_BC,,2023,11,CFL,,,0.0,0.0,0.0,,,,0.0,5.0
SYNTHETIC_CFL_2023_W12_BC,,2023,12,CFL,,,,,,,,,0.0,4.0
SYNTHETIC_CFL_2023_W15_BC,,2023,15,CFL,,,,,,,,,1.0,1.0
SYNTHETIC_CFL_2023_W17_BC,,2023,17,CFL,,,,,,,,,0.0,2.0
SYNTHETIC_CFL_2023_W18_BC,,2023,18,CFL,,,,,,,,,1.0,4.0
SYNTHETIC_CFL_2023_W20_BC,,2023,20,CFL,,,,,,,,,0.0,1.0
