game_id,date,season,week,league,away,home,receiving_tds,receiving_yards,receptions
SYNTHETIC_CFL_2024_W2_OTT,,2024,2,CFL,,,0.0,9.0,1.0
SYNTHETIC_CFL_2024_W3_OTT,,2024,3,CFL,,,0.0,23.0,2.0
SYNTHETIC_CFL_2024_W6_OTT,,2024,6,CFL,,,0.0,11.0,1.0
SYNTHETIC_CFL_2024_W7_OTT,,2024,7,CFL,,,0.0,21.0,2.0
SYNTHETIC_CFL_2024_W8_OTT,,2024,8,CFL,,,0.0,5.0,1.0
SYNTHETIC_CFL_2024_W10_OTT,,2024,10,CFL,,,0.0,16.0,2.0
SYNTHETIC_CFL_2024_W11_OTT,,2024,11,CFL,,,0.0,10.0,2.0
SYNTHETIC_CFL_2024_W12_OTT,,2024,12,CFL,,,2.0,95.0,3.0
SYNTHETIC_CFL_2024_W13_OTT,,2024,13,CFL,,,0.0,8.0,1.0
SYNTHETIC_CFL_2024_W14_OTT,,2024,14,CFL,,,0.0,7.0,1.0
SYNTHETIC_CFL_2024_W15_OTT,,2024,15,CFL,,,0.0,0.0,0.0
SYNTHETIC_CFL_2024_W16_OTT,,2024,16,CFL,,,0.0,20.0,3.0
SYNTHETIC_CFL_2024_W19_OTT,,2024,19,CFL,,,0.0,37.0,3.0
SYNTHETIC_CFL_2024_W20_OTT,,2024,20,CFL,,,1.0,6.0,1.0
SYNTHETIC_CFL_2024_W21_OTT,,2024,21,CFL,,,0.0,32.0,3.0
