game_id,date,season,week,league,away,home,extra_point,field_goal_yards,missed
SYNTHETIC_UFL_2026_W1_COLUMBUSAVIATORS,,2026,1,UFL,,,1.0,105.0,
SYNTHETIC_UFL_2026_W2_COLUMBUSAVIATORS,,2026,2,UFL,,,2.0,,1.0
SYNTHETIC_UFL_2026_W3_COLUMBUSAVIATORS,,2026,3,UFL,,,2.0,53.0,1.0
SYNTHETIC_UFL_2026_W4_COLUMBUSAVIATORS,,2026,4,UFL,,,4.0,,
SYNTHETIC_UFL_2026_W5_COLUMBUSAVIATORS,,2026,5,UFL,,,1.0,,1.0
SYNTHETIC_UFL_2026_W6_COLUMBUSAVIATORS,,2026,6,UFL,,,3.0,48.0,1.0
