game_id,date,season,week,league,away,home,assists,blocks,catches,completions,goals,hockeyAssists,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-04-29-ATX-HTX,2023-04-29,2023,1,,ATX,HTX,,,6.0,7.0,,,1.0,7.0,,37.0,-35.0
2023-05-06-DAL-ATX,2023-05-06,2023,2,,DAL,ATX,,,4.0,4.0,,1.0,,5.0,1.0,14.0,53.0
2023-05-20-SD-ATX,2023-05-20,2023,4,,SD,ATX,1.0,1.0,7.0,8.0,,1.0,,8.0,,18.0,94.0
2023-05-28-ATX-DAL,2023-05-28,2023,5,,ATX,DAL,1.0,,7.0,6.0,1.0,,,6.0,,41.0,59.0
2023-06-02-HTX-ATX,2023-06-02,2023,6,,HTX,ATX,,1.0,4.0,5.0,1.0,,,6.0,1.0,38.0,43.0
2023-06-10-CAR-ATX,2023-06-10,2023,7,,CAR,ATX,,,2.0,2.0,,,,2.0,,17.0,11.0
