game_id,date,season,week,league,away,home,assists,blocks,callahans,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-05-06-MIN-IND,2023-05-06,2023,2,,MIN,IND,1.0,,,26.0,23.0,,2.0,4.0,,,24.0,1.0,275.0,86.0
2023-05-20-PIT-MIN,2023-05-20,2023,4,,PIT,MIN,2.0,,,15.0,9.0,,4.0,,,1.0,11.0,2.0,292.0,44.0
2023-05-27-MIN-DET,2023-05-27,2023,5,,MIN,DET,1.0,,,12.0,10.0,,2.0,1.0,3.0,,10.0,1.0,115.0,2.0
2023-05-28-MIN-CHI,2023-05-28,2023,5,,MIN,CHI,,2.0,,,,1.0,,,,,,,,
2023-06-03-CHI-MIN,2023-06-03,2023,6,,CHI,MIN,2.0,,,24.0,24.0,1.0,,1.0,1.0,,24.0,,133.0,149.0
2023-06-10-MAD-MIN,2023-06-10,2023,7,,MAD,MIN,3.0,1.0,1.0,16.0,15.0,,2.0,,,,15.0,,218.0,61.0
2023-06-17-MIN-MAD,2023-06-17,2023,8,,MIN,MAD,1.0,1.0,,30.0,26.0,1.0,3.0,4.0,,,27.0,1.0,301.0,117.0
2023-06-24-MIN-COL,2023-06-24,2023,9,,MIN,COL,2.0,,,18.0,16.0,,1.0,2.0,,,17.0,1.0,249.0,96.0
2023-07-07-MIN-MAD,2023-07-07,2023,11,,MIN,MAD,2.0,,,27.0,20.0,0.0,7.0,2.0,,,20.0,0.0,306.0,105.0
2023-07-09-IND-MIN,2023-07-09,2023,11,,IND,MIN,,1.0,,,,,,,,,,,,
2023-07-15-CHI-MIN,2023-07-15,2023,12,,CHI,MIN,1.0,1.0,,17.0,14.0,,1.0,2.0,,,16.0,2.0,80.0,104.0
2023-07-23-DET-MIN,2023-07-23,2023,13,,DET,MIN,,,,7.0,6.0,,1.0,1.0,,,6.0,,123.0,60.0
