game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,hockeyAssists,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-04-29-IND-ATL,2023-04-29,2023,1,,IND,ATL,,,3.0,3.0,,,,,3.0,,31.0,-17.0
2023-05-06-MIN-IND,2023-05-06,2023,2,,MIN,IND,,,5.0,5.0,,,,,5.0,,74.0,1.0
2023-05-13-IND-CHI,2023-05-13,2023,3,,IND,CHI,,,3.0,3.0,,,,,3.0,,43.0,16.0
2023-05-20-MAD-IND,2023-05-20,2023,4,,MAD,IND,,1.0,3.0,1.0,,1.0,,,1.0,,31.0,20.0
2023-06-03-IND-DET,2023-06-03,2023,6,,IND,DET,1.0,,1.0,2.0,,1.0,,,2.0,,14.0,7.0
2023-06-10-CHI-IND,2023-06-10,2023,7,,CHI,IND,2.0,1.0,7.0,8.0,,2.0,,,8.0,,103.0,33.0
2023-06-17-DET-IND,2023-06-17,2023,8,,DET,IND,,,1.0,2.0,,,,5.0,2.0,,20.0,35.0
2023-06-23-IND-MAD,2023-06-23,2023,9,,IND,MAD,,,5.0,6.0,,,1.0,,6.0,,58.0,-6.0
2023-07-01-MAD-IND,2023-07-01,2023,10,,MAD,IND,,,2.0,2.0,,,,,2.0,,-3.0,34.0
2023-07-09-IND-MIN,2023-07-09,2023,11,,IND,MIN,,,6.0,5.0,,,1.0,,6.0,1.0,33.0,27.0
2023-07-15-PIT-IND,2023-07-15,2023,12,,PIT,IND,1.0,1.0,7.0,6.0,,1.0,,,6.0,,39.0,44.0
2023-07-22-IND-PIT,2023-07-22,2023,13,,IND,PIT,,,3.0,3.0,,,,,4.0,1.0,19.0,13.0
2024-05-11-DET-IND,2024-05-11,2024,3,,DET,IND,1.0,0.0,,,0.0,0.0,,,,0.0,20.0,49.0
2024-05-18-ATL-IND,2024-05-18,2024,4,,ATL,IND,0.0,0.0,,,0.0,2.0,,,,0.0,87.0,13.0
2024-06-01-CHI-IND,2024-06-01,2024,6,,CHI,IND,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0
2024-06-02-IND-PIT,2024-06-02,2024,6,,IND,PIT,0.0,1.0,,,0.0,0.0,,,,0.0,1.0,-6.0
2024-06-08-MIN-IND,2024-06-08,2024,7,,MIN,IND,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0
2024-06-15-DET-IND,2024-06-15,2024,8,,DET,IND,1.0,1.0,,,0.0,0.0,,,,0.0,22.0,70.0
2024-06-22-IND-CHI,2024-06-22,2024,9,,IND,CHI,0.0,0.0,,,0.0,0.0,,,,0.0,-9.0,8.0
2024-06-29-MAD-IND,2024-06-29,2024,10,,MAD,IND,0.0,3.0,,,0.0,1.0,,,,0.0,13.0,28.0
2024-07-06-IND-COL,2024-07-06,2024,11,,IND,COL,0.0,1.0,,,0.0,1.0,,,,1.0,13.0,34.0
2024-07-13-IND-DET,2024-07-13,2024,12,,IND,DET,0.0,0.0,,,0.0,1.0,,,,0.0,26.0,24.0
2024-07-14-IND-PIT,2024-07-14,2024,12,,IND,PIT,0.0,2.0,,,0.0,1.0,,,,0.0,11.0,15.0
2024-07-19-IND-MAD,2024-07-19,2024,13,,IND,MAD,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,5.0
2025-05-02-IND-PIT,2025-05-02,2025,2,,IND,PIT,2.0,1.0,,,0.0,0.0,,,,1.0,75.0,85.0
2025-05-10-MIN-IND,2025-05-10,2025,3,,MIN,IND,0.0,0.0,,,0.0,0.0,,,,1.0,123.0,158.0
2025-05-24-DET-IND,2025-05-24,2025,5,,DET,IND,1.0,0.0,,,0.0,1.0,,,,4.0,259.0,117.0
2025-05-30-IND-MAD,2025-05-30,2025,6,,IND,MAD,0.0,0.0,,,0.0,2.0,,,,0.0,55.0,52.0
2025-06-07-IND-DET,2025-06-07,2025,7,,IND,DET,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0
2025-06-14-CHI-IND,2025-06-14,2025,8,,CHI,IND,1.0,0.0,,,0.0,0.0,,,,0.0,9.0,23.0
2025-06-21-IND-MIN,2025-06-21,2025,9,,IND,MIN,0.0,0.0,,,0.0,0.0,,,,0.0,15.0,5.0
2025-06-27-IND-CHI,2025-06-27,2025,10,,IND,CHI,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0
2025-06-28-MAD-IND,2025-06-28,2025,10,,MAD,IND,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0
2025-07-05-IND-MAD,2025-07-05,2025,11,,IND,MAD,0.0,1.0,,,0.0,2.0,,,,0.0,76.0,10.0
2025-07-12-DET-IND,2025-07-12,2025,12,,DET,IND,1.0,2.0,,,0.0,0.0,,,,0.0,34.0,42.0
2025-07-19-PIT-IND,2025-07-19,2025,13,,PIT,IND,1.0,2.0,,,0.0,0.0,,,,2.0,25.0,44.0
