game_id,date,season,week,league,away,home,2_pointer,3_pointer,4_pointer,assist,blockedShot,rebound,steal
2452435,,,1,,,,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2660093,,,1,,,,0.0,0.0,0.0,1.0,0.0,2.0,0.0
2457580,,,2,,,,8.0,0.0,0.0,0.0,1.0,4.0,0.0
2559386,,,2,,,,3.0,0.0,0.0,2.0,1.0,8.0,1.0
2463135,,,3,,,,4.0,0.0,0.0,0.0,1.0,3.0,0.0
2559392,,,3,,,,3.0,0.0,0.0,0.0,0.0,3.0,0.0
2463415,,,4,,,,3.0,0.0,0.0,0.0,1.0,4.0,1.0
2559398,,,4,,,,4.0,0.0,0.0,0.0,0.0,10.0,1.0
2463418,,,5,,,,3.0,0.0,0.0,3.0,0.0,10.0,0.0
2559405,,,5,,,,4.0,0.0,0.0,1.0,1.0,8.0,1.0
2464828,,,6,,,,2.0,0.0,0.0,0.0,0.0,4.0,0.0
2559380,,,6,,,,6.0,0.0,0.0,0.0,0.0,6.0,0.0
2559415,,,6,,,,2.0,0.0,0.0,0.0,0.0,3.0,0.0
