game_id,date,season,week,league,away,home,assists,blocks,catches,completions,goals,hockeyAssists,throwAttempts,yardsReceived,yardsThrown
2023-04-29-MAD-PIT,2023-04-29,2023,1,,MAD,PIT,,,1.0,,1.0,,,9.0,
2023-05-13-PIT-DET,2023-05-13,2023,3,,PIT,DET,,,3.0,3.0,,,3.0,26.0,11.0
2023-05-27-PHI-PIT,2023-05-27,2023,5,,PHI,PIT,1.0,,3.0,3.0,,,3.0,36.0,31.0
2023-06-04-PIT-MAD,2023-06-04,2023,6,,PIT,MAD,,,3.0,3.0,,,3.0,5.0,18.0
2023-06-11-DET-PIT,2023-06-11,2023,7,,DET,PIT,,,6.0,5.0,1.0,,5.0,36.0,26.0
2023-06-17-PIT-TOR,2023-06-17,2023,8,,PIT,TOR,,1.0,,,,,,,
2023-06-30-DET-PIT,2023-06-30,2023,10,,DET,PIT,,,1.0,1.0,,,1.0,8.0,21.0
2023-07-07-CHI-PIT,2023-07-07,2023,11,,CHI,PIT,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
