game_id,date,season,week,league,away,home,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards
SYNTHETIC_CFL_2023_W3_CGY,,2023,3,CFL,,,0.0,4.0,1.0,,
SYNTHETIC_CFL_2023_W5_CGY,,2023,5,CFL,,,0.0,23.0,2.0,,
SYNTHETIC_CFL_2023_W6_CGY,,2023,6,CFL,,,0.0,34.0,5.0,,
SYNTHETIC_CFL_2023_W7_CGY,,2023,7,CFL,,,1.0,87.0,5.0,,
SYNTHETIC_CFL_2023_W8_CGY,,2023,8,CFL,,,0.0,29.0,2.0,,
SYNTHETIC_CFL_2023_W9_CGY,,2023,9,CFL,,,0.0,24.0,3.0,,
SYNTHETIC_CFL_2023_W10_CGY,,2023,10,CFL,,,0.0,-1.0,1.0,,
SYNTHETIC_CFL_2024_W1_CGY,,2024,1,CFL,,,1.0,61.0,6.0,,
SYNTHETIC_CFL_2024_W2_CGY,,2024,2,CFL,,,0.0,37.0,2.0,,
SYNTHETIC_CFL_2024_W4_CGY,,2024,4,CFL,,,0.0,43.0,3.0,,
SYNTHETIC_CFL_2024_W5_CGY,,2024,5,CFL,,,0.0,3.0,1.0,,
SYNTHETIC_CFL_2024_W6_CGY,,2024,6,CFL,,,0.0,80.0,5.0,,
SYNTHETIC_CFL_2024_W7_CGY,,2024,7,CFL,,,1.0,63.0,3.0,0.0,-8.0
SYNTHETIC_CFL_2024_W9_CGY,,2024,9,CFL,,,0.0,8.0,1.0,,
SYNTHETIC_CFL_2024_W10_CGY,,2024,10,CFL,,,0.0,74.0,4.0,,
SYNTHETIC_CFL_2024_W11_CGY,,2024,11,CFL,,,0.0,17.0,3.0,,
SYNTHETIC_CFL_2024_W13_CGY,,2024,13,CFL,,,0.0,6.0,1.0,,
SYNTHETIC_CFL_2024_W14_CGY,,2024,14,CFL,,,0.0,29.0,3.0,,
SYNTHETIC_CFL_2024_W15_CGY,,2024,15,CFL,,,0.0,16.0,3.0,,
SYNTHETIC_CFL_2024_W16_CGY,,2024,16,CFL,,,1.0,24.0,3.0,,
SYNTHETIC_CFL_2024_W19_CGY,,2024,19,CFL,,,0.0,30.0,2.0,,
SYNTHETIC_CFL_2024_W20_CGY,,2024,20,CFL,,,0.0,9.0,1.0,,
SYNTHETIC_CFL_2024_W21_CGY,,2024,21,CFL,,,1.0,90.0,3.0,,
SYNTHETIC_CFL_2025_W1_CGY,,2025,1,CFL,,,0.0,112.0,4.0,,
SYNTHETIC_CFL_2025_W3_CGY,,2025,3,CFL,,,0.0,61.0,2.0,,
SYNTHETIC_CFL_2025_W5_CGY,,2025,5,CFL,,,1.0,43.0,1.0,,
SYNTHETIC_CFL_2025_W10_CGY,,2025,10,CFL,,,0.0,75.0,4.0,,
SYNTHETIC_CFL_2025_W12_CGY,,2025,12,CFL,,,0.0,14.0,1.0,,
SYNTHETIC_CFL_2025_W13_CGY,,2025,13,CFL,,,0.0,62.0,5.0,,
SYNTHETIC_CFL_2025_W14_CGY,,2025,14,CFL,,,0.0,58.0,5.0,,
SYNTHETIC_CFL_2025_W16_CGY,,2025,16,CFL,,,0.0,29.0,2.0,,
SYNTHETIC_CFL_2025_W17_CGY,,2025,17,CFL,,,0.0,33.0,2.0,,
SYNTHETIC_CFL_2025_W18_CGY,,2025,18,CFL,,,1.0,36.0,3.0,,
SYNTHETIC_CFL_2025_W19_CGY,,2025,19,CFL,,,0.0,37.0,2.0,,
SYNTHETIC_CFL_2025_W20_CGY,,2025,20,CFL,,,0.0,6.0,2.0,,
SYNTHETIC_CFL_2025_W21_CGY,,2025,21,CFL,,,0.0,35.0,2.0,,
