game_id,date,season,week,league,away,home,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards
BILLINGS-ALBANY-0413,0413,,3,,BILLINGS,ALBANY,396.0,3917.0,715.0,,
WASHINGTON-BILLINGS-0403,0403,,3,,WASHINGTON,BILLINGS,0.0,1470.0,245.0,,
SWKANSAS-BILLINGS-0503,0503,,8,,SWKANSAS,BILLINGS,1.0,61.0,7.0,0.0,1.0
BILLINGS-WASHINGTON-0510,0510,,9,,BILLINGS,WASHINGTON,1.0,38.0,6.0,,
BILLINGS-SALINA-0524,0524,,11,,BILLINGS,SALINA,0.0,21.0,2.0,,
SYNTHETIC_AF1_2025_W4_BILLINGS,,2025,4,AF1,,,,6.0,1.0,,
SYNTHETIC_AF1_2025_W5_BILLINGS,,2025,5,AF1,,,2.0,23.0,4.0,,
SYNTHETIC_AF1_2025_W6_BILLINGS,,2025,6,AF1,,,,4.0,1.0,,
