game_id,date,season,week,league,away,home,2_pointer,3_pointer,4_pointer,assist,blockedShot,rebound,steal
2452439,,,1,,,,4.0,3.0,0.0,1.0,0.0,2.0,0.0
2457577,,,2,,,,2.0,0.0,0.0,0.0,0.0,1.0,0.0
2559391,,,2,,,,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2463135,,,3,,,,2.0,2.0,0.0,0.0,0.0,1.0,1.0
2559397,,,3,,,,1.0,0.0,0.0,0.0,0.0,1.0,1.0
2463413,,,4,,,,1.0,1.0,0.0,2.0,0.0,0.0,0.0
2559398,,,4,,,,0.0,0.0,0.0,1.0,0.0,2.0,0.0
2463420,,,5,,,,8.0,5.0,0.0,0.0,0.0,2.0,1.0
2559412,,,5,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2464827,,,6,,,,4.0,3.0,0.0,3.0,0.0,3.0,0.0
2559420,,,6,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
