game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,hockeyAssists,throwAttempts,throwaways,yardsReceived,yardsThrown
SYNTHETIC_AUDL_W2_GLORY,,,2,AUDL,,,1.0,0.0,,,0.0,1.0,,,1.0,35.0,34.0
2022-06-17-OTT-BOS,2022-06-17,2022,4,,OTT,BOS,0.0,1.0,,,0.0,0.0,,,1.0,-14.0,22.0
2022-06-25-BOS-TOR,2022-06-25,2022,5,,BOS,TOR,0.0,1.0,,,0.0,0.0,,,0.0,9.0,0.0
2022-07-02-MTL-BOS,2022-07-02,2022,6,,MTL,BOS,0.0,2.0,,,0.0,0.0,,,0.0,1.0,-8.0
2022-07-09-BOS-NY,2022-07-09,2022,7,,BOS,NY,0.0,0.0,,,1.0,0.0,,,1.0,40.0,12.0
2022-07-23-DC-BOS,2022-07-23,2022,9,,DC,BOS,0.0,0.0,,,0.0,0.0,,,0.0,3.0,34.0
2023-05-06-TOR-BOS,2023-05-06,2023,2,,TOR,BOS,1.0,,4.0,3.0,,,,3.0,,22.0,47.0
2023-06-11-BOS-MTL,2023-06-11,2023,7,,BOS,MTL,1.0,,6.0,4.0,,1.0,,4.0,,89.0,24.0
2023-07-01-BOS-TOR,2023-07-01,2023,10,,BOS,TOR,,1.0,2.0,2.0,,,,2.0,,27.0,40.0
2023-07-21-MTL-BOS,2023-07-21,2023,13,,MTL,BOS,,,4.0,4.0,,,2.0,4.0,,29.0,-1.0
