game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,hockeyAssists,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
SYNTHETIC_AUDL_W1_NITRO,,,1,AUDL,,,0.0,1.0,,,0.0,1.0,,,,0.0,85.0,-4.0
SYNTHETIC_AUDL_W2_NITRO,,,2,AUDL,,,0.0,0.0,,,1.0,2.0,,,,0.0,47.0,22.0
SYNTHETIC_AUDL_W3_NITRO,,,3,AUDL,,,0.0,1.0,,,0.0,0.0,,,,1.0,48.0,13.0
2022-06-26-OAK-POR,2022-06-26,2022,5,,OAK,POR,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0
2022-07-09-SLC-POR,2022-07-09,2022,7,,SLC,POR,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0
2022-07-24-SD-POR,2022-07-24,2022,9,,SD,POR,1.0,1.0,,,0.0,1.0,,,,1.0,161.0,11.0
2022-07-29-POR-SLC,2022-07-29,2022,10,,POR,SLC,0.0,0.0,,,0.0,1.0,,,,1.0,135.0,70.0
2022-07-30-POR-COL,2022-07-30,2022,10,,POR,COL,1.0,1.0,,,0.0,2.0,,,,0.0,160.0,41.0
2023-05-05-SLC-POR,2023-05-05,2023,2,,SLC,POR,,,4.0,2.0,,2.0,1.0,1.0,2.0,,46.0,
2023-05-12-POR-LA,2023-05-12,2023,3,,POR,LA,,,3.0,5.0,,2.0,1.0,,5.0,1.0,33.0,38.0
2023-05-13-POR-SD,2023-05-13,2023,3,,POR,SD,,1.0,,,,,,,,,,
2023-05-19-OAK-POR,2023-05-19,2023,4,,OAK,POR,,1.0,9.0,6.0,,1.0,2.0,2.0,7.0,1.0,47.0,39.0
2023-06-02-SEA-POR,2023-06-02,2023,6,,SEA,POR,,,15.0,12.0,1.0,3.0,1.0,,12.0,,216.0,-28.0
2023-06-17-POR-CHI,2023-06-17,2023,8,,POR,CHI,1.0,,17.0,15.0,1.0,1.0,1.0,,16.0,1.0,170.0,51.0
2023-07-14-SD-POR,2023-07-14,2023,12,,SD,POR,,1.0,27.0,26.0,,2.0,2.0,,26.0,,175.0,115.0
2024-04-28-SD-POR,2024-04-28,2024,1,,SD,POR,2.0,0.0,,,1.0,0.0,,,,0.0,70.0,-1.0
2024-05-10-OAK-POR,2024-05-10,2024,3,,OAK,POR,5.0,0.0,,,0.0,0.0,,,,0.0,197.0,43.0
2024-05-17-POR-SD,2024-05-17,2024,4,,POR,SD,0.0,0.0,,,0.0,2.0,,,,2.0,149.0,32.0
2024-05-18-POR-LA,2024-05-18,2024,4,,POR,LA,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0
2024-05-25-POR-SEA,2024-05-25,2024,5,,POR,SEA,1.0,1.0,,,0.0,2.0,,,,1.0,108.0,37.0
2024-06-08-LA-POR,2024-06-08,2024,7,,LA,POR,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0
2024-06-15-SEA-POR,2024-06-15,2024,8,,SEA,POR,0.0,0.0,,,0.0,2.0,,,,1.0,234.0,11.0
2024-06-30-COL-POR,2024-06-30,2024,10,,COL,POR,2.0,0.0,,,0.0,0.0,,,,0.0,44.0,23.0
2024-07-05-POR-SLC,2024-07-05,2024,11,,POR,SLC,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0
2024-07-06-POR-OAK,2024-07-06,2024,11,,POR,OAK,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0
2024-07-13-SLC-POR,2024-07-13,2024,12,,SLC,POR,1.0,0.0,,,0.0,1.0,,,,2.0,177.0,126.0
2024-07-21-POR-SEA,2024-07-21,2024,13,,POR,SEA,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0
2025-04-26-ORE-COL,2025-04-26,2025,1,,ORE,COL,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0
2025-05-04-OAK-ORE,2025-05-04,2025,2,,OAK,ORE,1.0,1.0,,,1.0,1.0,,,,4.0,166.0,61.0
2025-05-17-SEA-ORE,2025-05-17,2025,4,,SEA,ORE,3.0,0.0,,,0.0,1.0,,,,1.0,174.0,141.0
2025-05-23-ORE-LV,2025-05-23,2025,5,,ORE,LV,3.0,1.0,,,1.0,2.0,,,,1.0,237.0,142.0
2025-05-24-ORE-COL,2025-05-24,2025,5,,ORE,COL,2.0,0.0,,,0.0,1.0,,,,1.0,195.0,82.0
2025-05-31-SLC-ORE,2025-05-31,2025,6,,SLC,ORE,2.0,0.0,,,1.0,1.0,,,,0.0,144.0,66.0
2025-06-07-LV-ORE,2025-06-07,2025,7,,LV,ORE,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0
2025-06-13-ORE-SLC,2025-06-13,2025,8,,ORE,SLC,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0
2025-06-14-ORE-OAK,2025-06-14,2025,8,,ORE,OAK,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0
2025-06-20-LA-ORE,2025-06-20,2025,9,,LA,ORE,1.0,0.0,,,0.0,1.0,,,,2.0,104.0,148.0
2025-06-28-COL-ORE,2025-06-28,2025,10,,COL,ORE,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0
2025-07-19-ORE-SEA,2025-07-19,2025,13,,ORE,SEA,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0
