game_id,date,season,week,league,away,home,1pt_conversion,conversions,interceptions_lost,lost_fumbles,passing_tds,passing_yards,rushing_tds,rushing_yards
SYNTHETIC_USFL_2023_W10_PANTHERS,,2023,10,USFL,,,,1.0,0.0,,0.0,121.0,1.0,48.0
SYNTHETIC_USFL_2023_W11_PANTHERS,,2023,11,USFL,,,,,1.0,,2.0,370.0,1.0,22.0
SYNTHETIC_UFL_2024_W1_PANTHERS,,2024,1,UFL,,,,1.0,2.0,,0.0,176.0,2.0,17.0
SYNTHETIC_UFL_2024_W2_PANTHERS,,2024,2,UFL,,,1.0,,1.0,,1.0,203.0,0.0,25.0
SYNTHETIC_UFL_2024_W3_PANTHERS,,2024,3,UFL,,,,2.0,0.0,,1.0,208.0,2.0,60.0
SYNTHETIC_UFL_2024_W4_PANTHERS,,2024,4,UFL,,,,,0.0,1.0,0.0,77.0,0.0,49.0
SYNTHETIC_UFL_2025_W1_SHOWBOATS,,2025,1,UFL,,,,,1.0,,1.0,93.0,0.0,7.0
SYNTHETIC_UFL_2025_W2_SHOWBOATS,,2025,2,UFL,,,,,1.0,,0.0,194.0,1.0,26.0
SYNTHETIC_UFL_2025_W3_SHOWBOATS,,2025,3,UFL,,,,1.0,2.0,,1.0,131.0,0.0,6.0
SYNTHETIC_UFL_2025_W4_SHOWBOATS,,2025,4,UFL,,,,,1.0,,0.0,74.0,0.0,30.0
SYNTHETIC_UFL_2025_W6_SHOWBOATS,,2025,6,UFL,,,,,0.0,,0.0,7.0,,
SYNTHETIC_UFL_2025_W7_SHOWBOATS,,2025,7,UFL,,,,,,,,,0.0,2.0
SYNTHETIC_UFL_2025_W9_SHOWBOATS,,2025,9,UFL,,,,,0.0,1.0,0.0,89.0,0.0,2.0
