game_id,date,season,week,league,away,home,3pt_pass,extra_point,field_goal_yards,interceptions_lost,lost_fumbles,missed,passing_tds,passing_yards,rushing_tds,rushing_yards
SYNTHETIC_UFL_2026_W1_ST.LOUISBATTLEHAWKS,,2026,1,UFL,,,,1.0,110.0,0.0,,1.0,1.0,198.0,0.0,-2.0
SYNTHETIC_UFL_2026_W2_ST.LOUISBATTLEHAWKS,,2026,2,UFL,,,1.0,,65.0,2.0,,,1.0,186.0,0.0,16.0
SYNTHETIC_UFL_2026_W3_ST.LOUISBATTLEHAWKS,,2026,3,UFL,,,,4.0,94.0,3.0,,,3.0,224.0,0.0,-11.0
SYNTHETIC_UFL_2026_W4_ST.LOUISBATTLEHAWKS,,2026,4,UFL,,,,1.0,105.0,1.0,,,1.0,144.0,0.0,31.0
SYNTHETIC_UFL_2026_W5_ST.LOUISBATTLEHAWKS,,2026,5,UFL,,,,1.0,76.0,2.0,,,1.0,185.0,1.0,21.0
SYNTHETIC_UFL_2026_W6_ST.LOUISBATTLEHAWKS,,2026,6,UFL,,,,1.0,42.0,1.0,1.0,1.0,2.0,242.0,0.0,-7.0
