game_id,date,season,week,league,away,home,interceptions_made,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards,sacks,tackles
SYNTHETIC_CFL_W1_WPG,,,1,CFL,,,,0.0,69.0,5.0,0.0,3.0,,
SYNTHETIC_CFL_W3_WPG,,,3,CFL,,,,0.0,16.0,1.0,,,,
SYNTHETIC_CFL_W4_WPG,,,4,CFL,,,,0.0,73.0,5.0,,,,
SYNTHETIC_CFL_W5_WPG,,,5,CFL,,,,2.0,117.0,8.0,,,,
SYNTHETIC_CFL_W6_WPG,,,6,CFL,,,,0.0,24.0,3.0,,,,
SYNTHETIC_CFL_W7_WPG,,,7,CFL,,,,1.0,146.0,4.0,,,,
SYNTHETIC_CFL_W8_WPG,,,8,CFL,,,,2.0,80.0,4.0,,,,
SYNTHETIC_CFL_W9_WPG,,,9,CFL,,,,1.0,58.0,5.0,,,,
SYNTHETIC_CFL_W10_WPG,,,10,CFL,,,,1.0,57.0,2.0,,,,
SYNTHETIC_CFL_W13_WPG,,,13,CFL,,,,1.0,35.0,2.0,,,,
SYNTHETIC_CFL_W15_WPG,,,15,CFL,,,,0.0,158.0,6.0,,,,
SYNTHETIC_CFL_W17_WPG,,,17,CFL,,,,1.0,125.0,4.0,,,,
SYNTHETIC_CFL_W18_WPG,,,18,CFL,,,,0.0,13.0,1.0,,,,
SYNTHETIC_CFL_W19_WPG,,,19,CFL,,,,1.0,82.0,4.0,,,,
SYNTHETIC_CFL_2023_W1_WPG,,2023,1,CFL,,,,0.0,60.0,5.0,,,,
SYNTHETIC_CFL_2023_W2_WPG,,2023,2,CFL,,,,1.0,145.0,8.0,,,,
SYNTHETIC_CFL_2023_W3_WPG,,2023,3,CFL,,,,0.0,34.0,2.0,,,,
SYNTHETIC_CFL_2023_W4_WPG,,2023,4,CFL,,,,1.0,86.0,5.0,,,,
SYNTHETIC_CFL_2023_W5_WPG,,2023,5,CFL,,,,0.0,40.0,3.0,,,,
SYNTHETIC_CFL_2023_W6_WPG,,2023,6,CFL,,,,0.0,66.0,4.0,,,,
SYNTHETIC_CFL_2023_W7_WPG,,2023,7,CFL,,,,0.0,42.0,2.0,,,,
SYNTHETIC_CFL_2023_W9_WPG,,2023,9,CFL,,,,2.0,137.0,5.0,,,,
SYNTHETIC_CFL_2023_W10_WPG,,2023,10,CFL,,,,1.0,45.0,3.0,,,,
SYNTHETIC_CFL_2023_W11_WPG,,2023,11,CFL,,,,0.0,50.0,3.0,,,,
SYNTHETIC_CFL_2023_W12_WPG,,2023,12,CFL,,,,2.0,48.0,4.0,,,,
SYNTHETIC_CFL_2023_W13_WPG,,2023,13,CFL,,,,0.0,68.0,3.0,,,,
SYNTHETIC_CFL_2023_W14_WPG,,2023,14,CFL,,,,3.0,104.0,5.0,0.0,6.0,,
SYNTHETIC_CFL_2023_W15_WPG,,2023,15,CFL,,,,0.0,110.0,8.0,,,,
SYNTHETIC_CFL_2023_W17_WPG,,2023,17,CFL,,,0.0,0.0,101.0,6.0,,,0.0,1.0
SYNTHETIC_CFL_2023_W18_WPG,,2023,18,CFL,,,0.0,0.0,86.0,5.0,,,0.0,1.0
SYNTHETIC_CFL_2024_W1_WPG,,2024,1,CFL,,,,0.0,62.0,5.0,,,,
SYNTHETIC_CFL_2024_W2_WPG,,2024,2,CFL,,,,0.0,43.0,4.0,,,,
SYNTHETIC_CFL_2024_W3_WPG,,2024,3,CFL,,,,0.0,54.0,5.0,,,,
SYNTHETIC_CFL_2025_W2_WPG,,2025,2,CFL,,,,0.0,46.0,4.0,,,,
SYNTHETIC_CFL_2025_W3_WPG,,2025,3,CFL,,,,1.0,29.0,3.0,,,,
SYNTHETIC_CFL_2025_W4_WPG,,2025,4,CFL,,,,0.0,75.0,6.0,,,,
SYNTHETIC_CFL_2025_W5_WPG,,2025,5,CFL,,,,0.0,47.0,4.0,,,,
SYNTHETIC_CFL_2025_W13_WPG,,2025,13,CFL,,,,1.0,58.0,5.0,,,,
