game_id,date,season,week,league,away,home,assists,blocks,catches,completions,goals,hockeyAssists,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-06-03-NY-MTL,2023-06-03,2023,6,,NY,MTL,1.0,,3.0,2.0,,1.0,1.0,3.0,1.0,33.0,-4.0
2023-07-22-MTL-NY,2023-07-22,2023,13,,MTL,NY,1.0,1.0,14.0,13.0,2.0,1.0,,13.0,,208.0,26.0
