game_id,date,season,week,league,away,home,assists,blocks,callahans,catches,completions,goals,hockeyAssists,hucksCompleted,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-05-13-IND-CHI,2023-05-13,2023,3,,IND,CHI,,1.0,,23.0,21.0,3.0,3.0,,21.0,,94.0,7.0
2023-05-27-CHI-MAD,2023-05-27,2023,5,,CHI,MAD,1.0,3.0,1.0,17.0,19.0,1.0,1.0,,19.0,1.0,-41.0,96.0
2023-06-03-CHI-MIN,2023-06-03,2023,6,,CHI,MIN,3.0,2.0,,14.0,12.0,2.0,,,16.0,4.0,78.0,53.0
2023-06-17-POR-CHI,2023-06-17,2023,8,,POR,CHI,2.0,,,18.0,15.0,2.0,2.0,,17.0,2.0,66.0,66.0
2023-06-23-DET-CHI,2023-06-23,2023,9,,DET,CHI,2.0,1.0,,22.0,22.0,3.0,3.0,,22.0,,88.0,73.0
2023-07-07-CHI-PIT,2023-07-07,2023,11,,CHI,PIT,2.0,1.0,,22.0,25.0,,,0.0,26.0,1.0,39.0,79.0
2023-07-08-PIT-CHI,2023-07-08,2023,11,,PIT,CHI,,,,,,,3.0,,,,,
2023-07-21-MAD-CHI,2023-07-21,2023,13,,MAD,CHI,,,,30.0,30.0,,,,32.0,,193.0,59.0
