game_id,date,season,week,league,away,home,conversions,receiving_tds,receiving_yards,receptions
SYNTHETIC_USFL_W1_PIT,,,1,USFL,,,,0.0,0.0,0.0
SYNTHETIC_USFL_W2_PIT,,,2,USFL,,,,1.0,10.0,2.0
SYNTHETIC_USFL_W3_PIT,,,3,USFL,,,,0.0,11.0,2.0
SYNTHETIC_USFL_W4_PIT,,,4,USFL,,,,0.0,16.0,1.0
SYNTHETIC_USFL_W8_PIT,,,8,USFL,,,1.0,0.0,37.0,5.0
SYNTHETIC_USFL_W9_PIT,,,9,USFL,,,,0.0,50.0,3.0
