game_id,date,season,week,league,away,home,assists,blocks,catches,completions,goals,hockeyAssists,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-06-03-DAL-HTX,2023-06-03,2023,6,,DAL,HTX,1.0,,6.0,6.0,,,7.0,1.0,53.0,20.0
2023-06-23-ATL-HTX,2023-06-23,2023,9,,ATL,HTX,,1.0,4.0,3.0,1.0,,4.0,1.0,94.0,-13.0
2023-07-07-HTX-ATX,2023-07-07,2023,11,,HTX,ATX,,1.0,8.0,5.0,,,5.0,,94.0,12.0
2023-07-15-HTX-DAL,2023-07-15,2023,12,,HTX,DAL,,,16.0,14.0,2.0,2.0,14.0,,140.0,29.0
2023-07-22-DAL-HTX,2023-07-22,2023,13,,DAL,HTX,,,8.0,7.0,1.0,,7.0,,69.0,34.0
