game_id,date,season,week,league,away,home,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards
4002611070524,,,1,,,,,19.0,,,
STORM-FIREBIRDS,,,2,,,,1.0,34.0,3.0,,
ALBANY-SALINA-0406,0406,,3,,ALBANY,SALINA,14.0,163.0,15.0,0.0,30.0
BILLINGS-ALBANY-0413,0413,,3,,BILLINGS,ALBANY,270.0,6598.0,484.0,,
KATS-FIREBIRDS-0329,0329,,3,,KATS,FIREBIRDS,1.0,45.0,3.0,,
CORPUSCHRISTI-ALBANY-0425,0425,,7,,CORPUSCHRISTI,ALBANY,,,,0.0,15.0
ALBANY-SALINA-0504,0504,,8,,ALBANY,SALINA,4.0,156.0,7.0,,
ALBANY-NASHVILLE-0510,0510,,9,,ALBANY,NASHVILLE,0.0,69.0,5.0,,
CORPUSCHRISTI-ALBANY-0524,0524,,11,,CORPUSCHRISTI,ALBANY,1.0,31.0,5.0,,
WASHINGTON-ALBANY-0614,0614,,14,,WASHINGTON,ALBANY,0.0,49.0,4.0,,
SALINA-ALBANY-0621,0621,,15,,SALINA,ALBANY,2.0,79.0,5.0,,
NASHVILLE-ALBANY-0628,0628,,16,,NASHVILLE,ALBANY,2.0,155.0,8.0,,
SYNTHETIC_AF1_2025_W4_ALBANY,,2025,4,AF1,,,1.0,20.0,2.0,,2.0
SYNTHETIC_AF1_2025_W5_ALBANY,,2025,5,AF1,,,1.0,29.0,2.0,,
SYNTHETIC_AF1_2025_W6_ALBANY,,2025,6,AF1,,,1.0,50.0,5.0,,
