game_id,date,season,week,league,away,home,interceptions_made,sacks,tackles
SYNTHETIC_CFL_2023_W1_MTL,,2023,1,CFL,,,,,3.0
SYNTHETIC_CFL_2024_W1_MTL,,2024,1,CFL,,,0.0,0.0,5.0
