game_id,date,season,week,league,away,home,assists,blocks,catches,completions,goals,hucksCompleted,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-05-27-MIN-DET,2023-05-27,2023,5,,MIN,DET,,,2.0,1.0,,,,1.0,,9.0,11.0
2023-06-03-IND-DET,2023-06-03,2023,6,,IND,DET,1.0,,5.0,3.0,,,,5.0,,50.0,17.0
2023-06-23-DET-CHI,2023-06-23,2023,9,,DET,CHI,,1.0,,1.0,,,,1.0,,,2.0
2023-06-24-CHI-DET,2023-06-24,2023,9,,CHI,DET,,,,,,,1.0,,,,
2023-07-22-DET-MAD,2023-07-22,2023,13,,DET,MAD,,0.0,4.0,2.0,,0.0,,2.0,0.0,18.0,34.0
2023-07-23-DET-MIN,2023-07-23,2023,13,,DET,MIN,,,,,2.0,,,,,,
