game_id,date,season,week,league,away,home,assists,blocks,catches,completions,goals,hockeyAssists,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-06-17-ATX-HTX,2023-06-17,2023,8,,ATX,HTX,,1.0,4.0,3.0,,1.0,,4.0,1.0,83.0,-7.0
2023-06-23-ATL-HTX,2023-06-23,2023,9,,ATL,HTX,1.0,,4.0,2.0,1.0,,,3.0,1.0,112.0,-9.0
2023-07-07-HTX-ATX,2023-07-07,2023,11,,HTX,ATX,,,2.0,2.0,,,,2.0,,27.0,-17.0
2023-07-15-HTX-DAL,2023-07-15,2023,12,,HTX,DAL,1.0,,6.0,4.0,2.0,,,4.0,,113.0,10.0
2023-07-22-DAL-HTX,2023-07-22,2023,13,,DAL,HTX,1.0,,2.0,1.0,,,1.0,2.0,1.0,20.0,2.0
