game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,hockeyAssists,pulls,throwAttempts,yardsReceived,yardsThrown
2023-05-13-MTL-TOR,2023-05-13,2023,3,,MTL,TOR,,1.0,1.0,,1.0,1.0,,,,24.0,
2023-07-15-TOR-DET,2023-07-15,2023,12,,TOR,DET,1.0,1.0,5.0,6.0,,1.0,1.0,5.0,6.0,39.0,45.0
