player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,fielding_runouts,match_played
a-nortje,A Nortje,,6.0,0.0,1.0,10.0,4.0,0.0,138.0,0.0,1.0,182.0,2.0,4.0,3.0,,6.0
a-zampa,A Zampa,,23.0,1.0,2.0,36.0,22.0,0.0,114.0,0.0,0.0,157.0,9.0,2.0,,,5.0
ad-russell,AD Russell,,132.0,19.0,2.0,30.0,206.0,15.0,62.0,0.0,0.0,125.0,2.0,6.0,,,5.0
ags-gous,AGS Gous,,110.0,21.0,0.0,12.0,142.0,2.0,,,,,,,3.0,1.0,6.0
aj-finch,AJ Finch,,77.0,6.0,1.0,27.0,68.0,3.0,,,,,,,,,5.0
aj-hosein,AJ Hosein,,47.0,4.0,1.0,29.0,59.0,2.0,102.0,0.0,0.0,129.0,7.0,1.0,,,6.0
aj-pienaar,AJ Pienaar,,78.0,6.0,3.0,37.0,95.0,3.0,6.0,0.0,0.0,22.0,0.0,0.0,2.0,,6.0
aj-tye,AJ Tye,,8.0,0.0,2.0,25.0,6.0,0.0,150.0,0.0,1.0,230.0,11.0,8.0,2.0,1.0,7.0
aaron-jones,Aaron Jones,RB,,,,,,,,,,,,,1.0,,1.0
ali-khan,Ali Khan,,12.0,0.0,1.0,21.0,5.0,0.0,107.0,0.0,1.0,202.0,6.0,7.0,,,5.0
bkel-milantha,BKEL Milantha,,34.0,2.0,0.0,6.0,32.0,1.0,,,,,,,,,2.0
c-chetty,C Chetty,,75.0,10.0,0.0,14.0,76.0,1.0,,,,,,,,,5.0
c-le-roux,C le Roux,,2.0,0.0,1.0,22.0,1.0,0.0,108.0,0.0,0.0,141.0,3.0,6.0,1.0,,5.0
ca-dry,CA Dry,,10.0,0.0,0.0,24.0,7.0,1.0,54.0,0.0,0.0,91.0,2.0,0.0,2.0,1.0,4.0
cj-anderson,CJ Anderson,,131.0,12.0,1.0,26.0,190.0,12.0,24.0,0.0,0.0,47.0,2.0,0.0,1.0,,5.0
cj-gannon,CJ Gannon,,,,,,,,155.0,0.0,1.0,191.0,11.0,4.0,4.0,,7.0
cp-savage,CP Savage,,27.0,2.0,2.0,39.0,39.0,3.0,90.0,0.0,1.0,129.0,2.0,7.0,1.0,,5.0
chaitanya-bishnoi,Chaitanya Bishnoi,,41.0,3.0,0.0,30.0,52.0,3.0,18.0,0.0,0.0,25.0,1.0,0.0,3.0,1.0,5.0
d-brevis,D Brevis,,124.0,11.0,1.0,14.0,165.0,9.0,,,,,,,3.0,2.0,5.0
d-pretorius,D Pretorius,,10.0,3.0,0.0,15.0,23.0,1.0,48.0,0.0,0.0,90.0,0.0,2.0,,,3.0
d-wiese,D Wiese,,28.0,3.0,1.0,19.0,41.0,1.0,120.0,0.0,1.0,211.0,4.0,7.0,7.0,1.0,5.0
da-miller,DA Miller,,113.0,7.0,0.0,33.0,143.0,7.0,,,,,,,2.0,,7.0
dj-bravo,DJ Bravo,,88.0,10.0,2.0,28.0,136.0,9.0,66.0,0.0,0.0,82.0,3.0,2.0,2.0,,4.0
dl-piedt,DL Piedt,,14.0,2.0,1.0,18.0,15.0,0.0,78.0,0.0,0.0,87.0,4.0,0.0,,,5.0
dp-conway,DP Conway,,175.0,22.0,0.0,11.0,221.0,6.0,,,,,,,2.0,2.0,7.0
dr-sams,DR Sams,,78.0,5.0,1.0,35.0,103.0,7.0,102.0,0.0,1.0,124.0,5.0,2.0,1.0,,5.0
ehsan-adil,Ehsan Adil,,,,,,,,108.0,0.0,0.0,150.0,3.0,2.0,,,6.0
f-du-plessis,F du Plessis,,54.0,5.0,0.0,12.0,46.0,0.0,,,,,,,6.0,,7.0
fh-allen,FH Allen,,46.0,11.0,0.0,7.0,75.0,4.0,,,,,,,1.0,,5.0
g-coetzee,G Coetzee,,5.0,0.0,1.0,37.0,4.0,0.0,90.0,1.0,0.0,126.0,8.0,4.0,,,5.0
g-singh,G Singh,,3.0,0.0,0.0,3.0,3.0,0.0,,,,,,,,,1.0
gd-phillips,GD Phillips,,96.0,8.0,0.0,24.0,122.0,6.0,6.0,0.0,0.0,4.0,0.0,0.0,5.0,,6.0
gsnfg-jayasuriya,GSNFG Jayasuriya,,134.0,15.0,2.0,18.0,146.0,3.0,18.0,0.0,0.0,30.0,0.0,0.0,1.0,1.0,6.0
h-klaasen,H Klaasen,,119.0,20.0,2.0,23.0,235.0,14.0,,,,,,,9.0,1.0,7.0
hr-walsh,HR Walsh,,,,,,,,,,,,,,,1.0,1.0
hammad-azam,Hammad Azam,,37.0,3.0,1.0,22.0,25.0,0.0,6.0,0.0,0.0,15.0,0.0,0.0,2.0,,4.0
haris-rauf,Haris Rauf,,4.0,0.0,2.0,30.0,7.0,1.0,120.0,1.0,0.0,168.0,7.0,7.0,1.0,1.0,5.0
harmeet-singh-2,Harmeet Singh (2),,3.0,0.0,1.0,19.0,2.0,0.0,138.0,0.0,0.0,164.0,7.0,4.0,3.0,1.0,7.0
imad-wasim,Imad Wasim,,60.0,6.0,1.0,26.0,69.0,1.0,145.0,0.0,0.0,153.0,10.0,2.0,3.0,,7.0
j-theron,J Theron,,2.0,0.0,1.0,21.0,2.0,0.0,108.0,0.0,1.0,128.0,5.0,3.0,,,7.0
jg-dill,JG Dill,,3.0,0.0,0.0,9.0,3.0,0.0,24.0,0.0,1.0,25.0,1.0,3.0,,2.0,1.0
jj-roy,JJ Roy,,36.0,5.0,0.0,3.0,54.0,4.0,,,,,,,1.0,,3.0
js-malhotra,JS Malhotra,,44.0,3.0,0.0,22.0,48.0,3.0,,,,,,,3.0,1.0,5.0
jasdeep-singh,Jasdeep Singh,,,,,,,,12.0,0.0,0.0,33.0,0.0,0.0,1.0,,1.0
k-rabada,K Rabada,,7.0,0.0,0.0,17.0,1.0,0.0,66.0,1.0,1.0,78.0,6.0,0.0,,,3.0
ka-pollard,KA Pollard,,65.0,4.0,1.0,26.0,108.0,9.0,78.0,0.0,0.0,96.0,5.0,4.0,5.0,,5.0
le-plunkett,LE Plunkett,,13.0,0.0,1.0,27.0,9.0,0.0,103.0,0.0,1.0,137.0,7.0,1.0,1.0,,5.0
lh-ferguson,LH Ferguson,,5.0,0.0,0.0,21.0,1.0,0.0,48.0,0.0,0.0,60.0,3.0,3.0,,,2.0
m-jansen,M Jansen,,45.0,4.0,3.0,37.0,67.0,4.0,136.0,0.0,1.0,166.0,8.0,9.0,2.0,1.0,6.0
mc-henriques,MC Henriques,,115.0,8.0,1.0,30.0,125.0,2.0,69.0,0.0,0.0,86.0,5.0,0.0,1.0,,6.0
md-patel,MD Patel,,63.0,7.0,0.0,14.0,63.0,1.0,,,,,,,,,6.0
md-shanaka,MD Shanaka,,24.0,1.0,1.0,16.0,27.0,2.0,24.0,0.0,0.0,49.0,0.0,3.0,,1.0,3.0
mj-guptill,MJ Guptill,,6.0,0.0,0.0,2.0,0.0,0.0,,,,,,,2.0,1.0,2.0
mj-santner,MJ Santner,,68.0,2.0,0.0,38.0,87.0,6.0,120.0,0.0,0.0,165.0,4.0,6.0,4.0,,7.0
mp-stoinis,MP Stoinis,,63.0,8.0,0.0,14.0,74.0,3.0,120.0,1.0,0.0,170.0,2.0,7.0,2.0,,5.0
ms-wade,MS Wade,,103.0,17.0,0.0,9.0,168.0,9.0,,,,,,,3.0,2.0,5.0
mw-short,MW Short,,121.0,15.0,0.0,6.0,152.0,5.0,,,,,,,1.0,,6.0
milind-kumar,Milind Kumar,,103.0,7.0,1.0,36.0,101.0,3.0,6.0,0.0,0.0,12.0,0.0,0.0,2.0,1.0,7.0
mohammad-mohsin,Mohammad Mohsin,,14.0,1.0,1.0,29.0,11.0,0.0,126.0,0.0,0.0,179.0,9.0,0.0,2.0,,7.0
mukhtar-ahmed,Mukhtar Ahmed,,74.0,9.0,0.0,18.0,78.0,2.0,,,,,,,,,6.0
n-pooran,N Pooran,,232.0,20.0,2.0,27.0,388.0,34.0,,,,,,,5.0,5.0,8.0
np-kenjige,NP Kenjige,,7.0,0.0,1.0,18.0,5.0,0.0,92.0,0.0,0.0,88.0,6.0,0.0,3.0,1.0,5.0
nr-kumar,NR Kumar,,37.0,3.0,0.0,14.0,40.0,2.0,,,,,,,1.0,,4.0
nauman-anwar,Nauman Anwar,,159.0,21.0,0.0,14.0,191.0,6.0,,,,,,,2.0,,7.0
q-de-kock,Q de Kock,,174.0,26.0,1.0,7.0,264.0,13.0,,,,,,,8.0,5.0,7.0
rr-rossouw,RR Rossouw,,87.0,4.0,1.0,17.0,133.0,11.0,,,,,,,1.0,,5.0
rashid-khan,Rashid Khan,,18.0,2.0,1.0,24.0,17.0,0.0,144.0,1.0,0.0,164.0,8.0,3.0,3.0,,6.0
s-ladda,S Ladda,,,,,,,,18.0,0.0,2.0,43.0,1.0,1.0,,,1.0
s-van-staden,S van Staden,,12.0,1.0,0.0,2.0,6.0,0.0,,,,,,,,,1.0
sc-van-schalkwyk,SC van Schalkwyk,,6.0,1.0,0.0,8.0,12.0,1.0,18.0,0.0,0.0,22.0,1.0,0.0,,,1.0
sh-johnson,SH Johnson,,5.0,0.0,1.0,10.0,5.0,0.0,66.0,0.0,1.0,87.0,2.0,0.0,3.0,,3.0
sn-netravalkar,SN Netravalkar,,1.0,0.0,1.0,11.0,1.0,0.0,131.0,0.0,0.0,159.0,10.0,1.0,,,6.0
so-hetmyer,SO Hetmyer,,49.0,2.0,1.0,11.0,59.0,3.0,,,,,,,2.0,,2.0
sp-narine,SP Narine,,41.0,0.0,1.0,35.0,53.0,5.0,120.0,0.0,0.0,128.0,4.0,5.0,4.0,,5.0
saif-badar,Saif Badar,,9.0,2.0,0.0,4.0,10.0,0.0,,,,,,,1.0,,1.0
shadab-khan,Shadab Khan,,89.0,6.0,0.0,23.0,127.0,8.0,102.0,0.0,0.0,156.0,5.0,0.0,1.0,,5.0
shayan-jahangir,Shayan Jahangir,,137.0,17.0,0.0,10.0,164.0,5.0,,,,,,,1.0,,7.0
shubham-ranjane,Shubham Ranjane,,41.0,10.0,2.0,28.0,62.0,0.0,,,,,,,,,5.0
