player_id,player_name,positions,def_ff,def_fr,def_pd,def_sacks,def_tackles,fg_att,fg_made,gp,kr_no,kr_td,kr_yds,pass_att,pass_cmp,pass_int,pass_td,pass_yds,pat_att,pat_made,pr_no,pr_td,pr_yds,punt_no,punt_yds,recv_rec,recv_td,recv_yds,rush_att,rush_td,rush_yds
lucky-ogbevoen,Lucky Ogbevoen,LB,1.0,1.0,2.0,2.5,89.0,,,13.0,,,,,,,,,,,,,,,,,,,,,
ludvig-myren,Ludvig Myrén,LB,,2.0,6.0,2.0,93.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
luis-cereceda,Luis Cereceda,K,,,,,,,,13.0,,,,,,,,,,,,,,45.0,1684.0,,,,1.0,,
luis-fiedler,Luis Fiedler,LB,,,,,7.0,,,4.0,,,,,,,,,,,,,,,,,,,,,
luis-horvath,Luis Horvath,S/LB,2.0,2.0,8.0,,80.0,,,14.0,,,,,,,,,,,,,,,,,,,,,
luis-moreno-2,Luis Moreno,LB,,,,,5.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
lukas-fink,Lukas Fink,WR,,,,,2.0,,,13.0,,,,,,,,,,,,,,,,26.0,2.0,299.0,,,
lukas-haslwanter,Lukas Haslwanter,RB,,,,,1.0,,,13.0,,,,,,,,,,,1.0,,,,,6.0,1.0,50.0,48.0,5.0,210.0
lukas-holub,Lukas Holub,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,
lukas-rehder,Lukas Rehder,WR,,,,,5.0,,,13.0,,,,,,,,,,,,,,,,6.0,,70.0,,,
lukas-ruoss,Lukas Ruoss,LB,1.0,,3.0,,62.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
lukas-bockay,Lukáš Bočkay,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
maceo-beard,Maceo Beard,DB/LB,,1.0,2.0,,11.0,,,4.0,1.0,,13.0,,,,,,,,,,,,,,,,,,
maciej-krupa,Maciej Krupa,WR,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,
majan-jelvani,Majan Jelvani,LB,,1.0,1.0,,20.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
malcolm-washington,Malcolm Washington,CB/DB/LB,,,4.0,,58.0,,,12.0,27.0,,554.0,,,,,,,,18.0,,156.0,,,2.0,,74.0,,,
maleka-japhet-mbala,Maleka Japhet Mbala,LB,,,,,13.0,,,5.0,,,,,,,,,,,,,,,,,,,,,
malik-stanley,Malik Stanley,WR,,,,,5.0,,,12.0,,,,,,,,,,,,,,,,87.0,12.0,1099.0,1.0,,
mamadou-sy,Mamadou Sy,DL/LB,,1.0,2.0,1.0,18.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
mandy-uwadilachi,Mandy Uwadilachi,,,,,,2.0,,,5.0,,,,,,,,,,,,,,,,,,,,,
manuel-lortzing-martinez,Manuel Lortzing Martinez,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,
marc-anthony-hor,Marc Anthony Hor,DL/LB,1.0,1.0,2.0,1.0,41.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
marcel-behm,Marcel Behm,LB,,,,,1.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
marcel-camenz,Marcel Camenz,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,
marcel-furst,Marcel Fürst,LB,,,1.0,2.0,16.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
marcel-steffen,Marcel Steffen,LB,,,,,3.0,,,11.0,,,,,,,,,,,,,,,,,,,1.0,,
marcel-ulbrich,Marcel Ulbrich,K,,,,,,2.0,1.0,12.0,,,,,,,,,6.0,2.0,,,,32.0,1103.0,,,,,,
marcin-osumek,Marcin Osumek,DB/LB,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
marco-fischer,Marco Fischer ,LB,,,,,5.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
marco-gudding,Marco Gudding,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
marco-schneider,Marco Schneider,WR,,,,,2.0,,,13.0,1.0,,58.0,1.0,,,,,,,,,,29.0,997.0,43.0,8.0,659.0,1.0,,4.0
marcos-schlabitz,Marcos Schlabitz,S/LB,1.0,,2.0,,25.0,,,8.0,,,,,,,,,,,,,,,,,,,,,
marcus-tullio-lucas,Marcus Tullio Lucas,LB,5.0,,2.0,7.5,33.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
marian-deininger,Marian Deininger,WR,,,,,,,,4.0,,,,,,,,,,,,,,,,1.0,,8.0,,,
mario-flores,Mario Flores,WR,,,,,,,,13.0,,,,,,,,,,,,,,,,30.0,4.0,388.0,,,
marius-faust,Marius Faust,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,
marius-kensy,Marius Kensy,LB,3.0,,1.0,3.5,54.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
marius-markert,Marius Markert,LB,1.0,1.0,,,20.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
marius-mohr,Marius Mohr,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,
marius-riepe,Marius Riepe,CB/LB,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
mark-andrew-adjei,Mark Andrew Adjei,LB,,,,,6.0,,,6.0,,,,,,,,,,,,,,,,,,,,,
mark-muller,Mark Müller,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
mark-scherenberg,Mark Scherenberg,LB,,,5.0,,27.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
marko-vidovic,Marko Vidovic,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,
markus-hachenberg-2,Markus Hachenberg,LB,,,,,9.0,,,12.0,,,,,,,,,,,,,,,,2.0,1.0,26.0,1.0,,1.0
markus-schaberl,Markus Schaberl,TE/WR,,,,,1.0,,,13.0,,,,,,,,,,,,,,,,17.0,2.0,219.0,,,
martin-pinter,Martin Pinter,LB,3.0,3.0,,5.5,73.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
marvin-amankwah,Marvin Amankwah,LB,,,,,,,,12.0,,,,,,,,,,,,,,,,3.0,,42.0,,,
marvin-djomou-djopa,Marvin Djomou Djopa,LB,1.0,,1.0,,19.0,,,8.0,,,,,,,,,,,,,,,,,,,,,
marvin-pludra,Marvin Pludra,TE/WR,,,,,,,,12.0,,,,,,,,,,,,,,,,2.0,1.0,27.0,,,
marvin-rutsch,Marvin Rutsch,WR/RB,,,,,3.0,,,11.0,3.0,,78.0,,,,,,,,,,,,,48.0,5.0,387.0,10.0,,52.0
marvin-wappl,Marvin Wappl,DL/LB,,,1.0,3.0,23.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
matej-bencek,Matej Bencek,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,
mateusz-dzioban,Mateusz Dzioban,S/LB,,,2.0,,10.0,,,5.0,,,,,,,,,,,,,,,,,,,,,
mateusz-gogowski,Mateusz Głogowski,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,
mateusz-konwent,Mateusz Konwent,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,
mateusz-samczuk,Mateusz Samczuk,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,
mateusz-wojakiewicz,Mateusz Wojakiewicz,TE,,,,,1.0,,,12.0,,,,,,,,,,,,,,,,2.0,,10.0,,,
mathias-hummelmose,Mathias Hummelmose,,,,1.0,,,,,11.0,,,,,,,,,,,,,,,,,,,,,
matt-adam,Matt Adam,QB,,,,,1.0,,,6.0,,,,127.0,71.0,4.0,10.0,990.0,,,,,,,,,,,30.0,2.0,135.0
matthew-daltrey,Matthew Daltrey,,,,,,1.0,,,13.0,,,,,,,,,,,,,,,,,,,1.0,,
matthias-banjaqui,Matthias Banjaqui,LB,,,,,5.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
matthias-spiegel,Matthias Spiegel,LB,,1.0,3.0,1.0,44.0,,,14.0,,,,,,,,,,,,,,,,,,,,,
max-bruder,Max Bruder,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,
max-bahr,Max Bähr,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,
max-schmidt,Max Schmidt,,,,,,3.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
max-siemssen,Max Siemssen,WR,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,
max-wessel,Max Wessel,LB,,1.0,4.0,,30.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
maxime-roger,Maxime Roger,DB/LB,,3.0,3.0,4.5,114.0,,,24.0,,,,,,,,,,,,,,,,,,,,,
maxime-roussel,Maxime Roussel,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,
maximilian-eisenhut,Maximilian Eisenhut,LB,,,,,,5.0,2.0,12.0,,,,,,,,,8.0,3.0,,,,51.0,2015.0,,,,,,
maximilian-georg-oebels,Maximilian Georg Oebels,LB,,,,,5.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
maximilian-kempchen,Maximilian Kempchen,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,
maximilian-kranz,Maximilian Kranz,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
maximilian-krauss,Maximilian Krauss,LB,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
maximilian-loetz,Maximilian Loetz,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
maximilian-mullner,Maximilian Müllner,DL/LB,,,1.0,0.5,13.0,,,7.0,,,,,,,,,,,,,,,,,,,,,
maximilian-schmidt,Maximilian Schmidt,LB,,,,,15.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
mehmet-furkan-sarkatipoglu,Mehmet Furkan Sarıkatipoğlu,K,,,,,2.0,13.0,10.0,13.0,,,,,,,,,19.0,14.0,,,,31.0,1250.0,,,,,,
mehmet-sinan-cngll,Mehmet Sinan Cıngıllı,LB,,1.0,,,5.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
mete-konya,Mete Konya,DL/LB,2.0,,1.0,2.5,17.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
michael-bausch,Michael Bausch,LB,,,,,2.0,,,6.0,,,,,,,,,,,,,,,,,,,,,
michael-breuler,Michael Breuler,,,,,,1.0,,,14.0,2.0,,18.0,,,,,,,,,,,,,59.0,5.0,659.0,5.0,,31.0
michael-habetin,Michael Habetin,,,,,,1.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
michael-hiers,Michael Hiers,QB,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,
michael-kimpiabi,Michael Kimpiabi,DL/LB,,1.0,,3.0,12.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
michael-ofosuhene,Michael Ofosuhene,,,,,,2.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
michael-sam,Michael Sam,DL/CB/LB,1.0,,,9.0,35.0,,,13.0,,,,,,,,,,,,,,,,,,,,,
michael-schachermayr,Michael Schachermayr,WR,,,,,,,,9.0,1.0,,19.0,,,,,,,,,,,,,4.0,1.0,77.0,,,
michael-starck,Michael Starck,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,
michael-winterlik,Michael Winterlik,QB,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,
micha-goszczynski,Michał Goszczyński,WR,,,,,,,,11.0,,,,,,,,,,,,,,,,2.0,,7.0,,,
miguel-boock,Miguel  Boock,LB,5.0,1.0,10.0,3.5,93.0,,,14.0,,,,,,,,,,,,,,,,,,,,,
mikail-tatl,Mikail Tatlı,LB,,,,,7.0,,,5.0,,,,,,,,,,,,,,,,,,,,,
mikel-gomez,Mikel Gomez,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,
misiona-aiolupotea-pei,Misiona Aiolupotea-Pei,DL/LB,,,,1.0,8.0,,,2.0,,,,,,,,,,,,,,,,,,,,,
miosz-mackow,Miłosz Maćków,TE,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,
modeste-pooda,Modeste Pooda,RB,,,,,,,,10.0,,,,,,,,,,,,,,,,4.0,,46.0,65.0,2.0,265.0
mohamed-aziz-rebai,Mohamed Aziz Rebai,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,4.0,,,
moritz-elmauthaler,Moritz Elmauthaler,LB,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
moritz-graul,Moritz Graul,,,,,,1.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
moritz-johannknecht,Moritz Johannknecht,QB,,,,,,,,6.0,,,,44.0,18.0,2.0,2.0,244.0,,,,,,,,,,,4.0,,
moritz-maack,Moritz Maack,QB,,,,,,,,13.0,,,,62.0,36.0,2.0,7.0,533.0,,,,,,,,,,,11.0,,
moritz-riedinger,Moritz Riedinger,WR,,,,,2.0,,,8.0,,,,,,,,,,,,,,,,34.0,,408.0,1.0,,
moritz-scharr,Moritz Scharr,DB,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
moritz-schmahel,Moritz Schmahel,DL/LB,2.0,1.0,1.0,2.0,8.0,,,14.0,,,,,,,,,,,,,,,,,,,,,
moritz-thiele,Moritz Thiele,CB/LB,1.0,,7.0,,22.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
morten-runne,Morten Runne,,,,,,1.0,,,7.0,,,,,,,,,,,,,,,,,,,,,
muhammed-ali-kurutluca,Muhammed Ali Kurutluca,LB,,,1.0,0.5,19.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
muneyuki-kinoshita,Muneyuki Kinoshita,WR,,,,,1.0,,,3.0,,,,,,,,,,,,,,,,6.0,,53.0,1.0,,
murilo-machado-silva,Murilo Machado Silva,,,,,,1.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
myke-tavarres,Myke Tavarres,LB,,2.0,1.0,8.0,94.0,,,12.0,,,,,,,,,,,,,,,,,,,2.0,,
nafli-rodriguez,Nafli Rodriguez,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,
najee-mundicha,Najee Mundicha,,,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,
naji-el-ali,Naji El-Ali,,,,,,3.0,,,3.0,,,,,,,,,,,,,,,,,,,,,
nassim-amroun,Nassim Amroun,WR,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,
nathan-kalemba-mvemba,Nathan Kalemba Mvemba,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,
nathaniel-robitaille,Nathaniel Robitaille,WR,,,,,1.0,,,12.0,6.0,,161.0,,,,,,,,17.0,,187.0,,,62.0,14.0,1183.0,,,
nelson-imasuen,Nelson Imasuen,DL/LB,,1.0,2.0,2.5,31.0,,,14.0,,,,,,,,,,,,,,,,,,,,,
nemieceo-loureiro,Nemieceo Loureiro,RB,,,,,,,,1.0,,,,,,,,,,,,,,,,2.0,,,11.0,,43.0
nick-kaufmann,Nick Kaufmann,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
nick-rudloff,Nick Rudloff,LB,,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,
nick-wenzelburger,Nick Wenzelburger,S/LB,,,3.0,,30.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
nick-wiens,Nick Wiens,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,
nicko-schuster,Nicko Schuster,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,
nico-strahmann,Nico Strahmann,WR,,,,,4.0,,,12.0,,,,,,,,,,,,,,,,30.0,2.0,454.0,,,
nicolai-schumann,Nicolai Schumann,TE/WR,,,,,1.0,,,12.0,,,,,,,,,,,,,,,,27.0,2.0,348.0,,,
nicolas-melcher,Nicolas Melcher,DL/LB,,,,2.5,18.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
nijaz-hamulic,Nijaz Hamulic,LB,,,,1.0,20.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
nikita-schonborn,Nikita Schönborn,,,,,,3.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
niklas-gustav,Niklas Gustav,DL/DB/LB,1.0,,2.0,10.0,53.0,,,13.0,,,,,,,,,,,,,,,,,,,,,
niklas-johansson,Niklas Johansson,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,
niklas-liesen,Niklas Liesen,LB,1.0,,,0.5,47.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
niklas-sanin,Niklas Sanin,K,,,,,2.0,1.0,,12.0,,,,,,,,,,,,,,,,,,,,,
niklas-schumm,Niklas Schumm,WR,,,,,1.0,,,12.0,19.0,,357.0,1.0,,1.0,,,,,,,,,,5.0,,39.0,1.0,,
niklas-siegert,Niklas Siegert,,,,,,4.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
niklas-wiem,Niklas Wiem,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,
niklas-henning-meiworm,Niklas-Henning Meiworm,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,
niko-lester-2,Niko Lester,LB,1.0,,6.0,,36.0,,,13.0,5.0,,76.0,,,,,,,,,,,,,,,,,,
nikodem-hernik,Nikodem Hernik,,,,,0.5,2.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
nikolas-knoblauch,Nikolas Knoblauch,LB,1.0,,,1.0,4.0,,,5.0,,,,,,,,,,,,,,,,,,,,,
nikolaus-huszar,Nikolaus Huszar,CB/LB,,,4.0,,34.0,,,14.0,,,,,,,,,,,,,,,,,,,,,
nikolaus-rabitsch,Nikolaus Rabitsch,WR,,,,,2.0,,,5.0,,,,,,,,,,,,,,,,2.0,,27.0,,,
nils-baumer,Nils Bäumer,,,,,,,,,5.0,,,,,,,,,,,,,,,,7.0,,80.0,,,
nils-hampel,Nils Hampel,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
nimet-aydn,Nimet Aydın,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,
noah-allsten,Noah Allsten,LB,,,,,10.0,,,3.0,,,,,,,,,,,,,,,,,,,,,
noah-bomba,Noah Bomba,WR,,,,,2.0,,,12.0,,,,,,,,,,,,,,,,23.0,,298.0,,,
noah-idir-aarass,Noah Idir Aarass,WR,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,
oleg-gerats,Oleg Gerats,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
oli-bahr,Oli Bahr,RB,,,,,1.0,,,12.0,2.0,,44.0,,,,,,,,,,,,,17.0,1.0,80.0,99.0,,368.0
omari-williams,Omari Williams,S/LB,2.0,3.0,4.0,,73.0,,,12.0,37.0,1.0,1043.0,,,,,,,,2.0,,26.0,,,,,,,,
onur-duzcu,Onur Duzcu,LB,,,,,22.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
orhun-akbudak,Orhun Akbudak,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,
osaruonamen-ogbevoen,Osaruonamen Ogbevoen,LB,1.0,1.0,2.0,5.0,84.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
oskar-herz,Oskar Herz,K,,,,,,9.0,4.0,14.0,,,,,,,,,12.0,9.0,,,,,,,,,,,
oskar-kranich,Oskar Kranich,DL/LB,,2.0,,5.0,34.0,,,13.0,,,,,,,,,,,,,,,,,,,,,
oguzhan-ceyhan,Oğuzhan Ceyhan,LB,,,,,10.0,,,7.0,,,,,,,,,,,,,,,,,,,,,
paolo-sargeni,Paolo Sargeni,LB,,,1.0,,13.0,,,4.0,,,,,,,,,,,,,,,,,,,,,
pascal-brinkers,Pascal Brinkers,,,,,,1.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
pascal-topolewski,Pascal Topolewski,LB,,,,1.0,4.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
patrick-pilger,Patrick Pilger,LB,,,2.0,1.0,26.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
patrick-poetsch,Patrick Poetsch,RB,,,,,7.0,,,12.0,,,,,,,,,,,,,,,,4.0,,71.0,9.0,3.0,18.0
paul-meiner,Paul  Meißner,LB,,1.0,1.0,,12.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
paul-charilaois-kevin-kavadia-lenhardt,Paul Charilaois Kevin Kavadia-Lenhardt,WR,,,,,2.0,,,8.0,10.0,,216.0,4.0,1.0,1.0,1.0,3.0,,,,,,,,37.0,5.0,575.0,3.0,1.0,
paul-fischer,Paul Fischer,LB,1.0,1.0,,,4.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
paul-schachner,Paul Schachner,,,,2.0,,1.0,,,5.0,,,,,,,,,,,,,,,,,,,,,
paul-seifert,Paul Seifert,LB,,,9.0,,88.0,,,12.0,,,,,,,,,,,,,,,,,,,1.0,,3.0
paul-steffen,Paul Steffen,DB/LB,,1.0,1.0,,26.0,,,12.0,7.0,,135.0,,,,,,,,,,,,,,,,,,
paul-steigerwald,Paul Steigerwald,WR,,,,,3.0,,,12.0,,,,,,,,,,,,,,,,41.0,3.0,480.0,,,
paul-veritas,Paul Véritas,LB,,1.0,1.0,1.5,46.0,,,12.0,,,,,,,,,,,,,,,,,,,1.0,,
pawe-barul,Paweł Barul,,,,,,3.0,,,11.0,,,,,,,,,,,1.0,,9.0,,,,,,5.0,,14.0
peter-weiblen,Peter Weiblen,WR,,,,,,,,12.0,,,,,,,,,,,,,,,,15.0,2.0,202.0,,,
phileas-pasqualini,Phileas Pasqualini,RB,,,,,3.0,,,10.0,2.0,,15.0,,,,,,,,,,,,,12.0,,61.0,114.0,2.0,413.0
philip-eichhorn,Philip Eichhorn,TE/WR,,,,,1.0,,,12.0,,,,,,,,,,,,,,,,5.0,1.0,54.0,,,
philip-weinzierl,Philip Weinzierl,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,
philipp-haun,Philipp Haun,WR,,,,,,,,13.0,1.0,,25.0,,,,,,,,6.0,,66.0,,,49.0,3.0,498.0,2.0,,
philipp-muller,Philipp Müller,LB,,,,,5.0,,,3.0,,,,,,,,,,,,,,,,,,,,,
philipp-schuhmann,Philipp Schuhmann,,,,,,,,,11.0,,,,,,,,,,,,,,,,1.0,,,,,
philipp-timmermann,Philipp Timmermann,LB,,1.0,,,16.0,,,13.0,,,,,,,,,,,,,,,,,,,,,
philipp-ungericht,Philipp Ungericht,LB,,,1.0,0.5,13.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
phillip-loeffelberger,Phillip Loeffelberger,,,,,,1.0,,,5.0,,,,,,,,,,,,,,,,,,,,,
phillip-ruffin,Phillip Ruffin,LB,,,8.0,,13.0,,,8.0,,,,,,,,,,,,,,,,,,,,,
piotr-ostrowski,Piotr Ostrowski,DL,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,
pollys-junio-sacramento,Pollys Junio Sacramento,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,
przemysaw-banat,Przemysław Banat,WR,,,,,,,,8.0,,,,,,,,,,,,,,,,16.0,1.0,186.0,,,
quinten-jermol-pounds,Quinten Jermol Pounds,WR,,,1.0,,4.0,,,12.0,22.0,,403.0,27.0,15.0,1.0,3.0,274.0,,,14.0,,102.0,,,86.0,13.0,1009.0,14.0,1.0,36.0
rafa-rogaczewski,Rafał Rogaczewski,,,,,,1.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
ramin-lars-akhlaghi-ghazani,Ramin Lars Akhlaghi Ghazani,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
randall-schroeder,Randall Schroeder,QB,,,,,,,,4.0,,,,159.0,83.0,4.0,3.0,837.0,,,,,,,,,,,4.0,,
randy-abandzounou,Randy Abandzounou,DL/LB,1.0,,,2.0,10.0,,,3.0,,,,,,,,,,,,,,,,,,,,,
rayan-khefif,Rayan Khefif,LB,,,,,10.0,,,3.0,,,,,,,,,,,,,,,,,,,,,
reece-horn,Reece Horn,WR,,,,,,,,8.0,,,,,,,,,,,,,,,,39.0,11.0,683.0,,,
remy-feltes,Remy Feltes,DL/LB,2.0,,2.0,2.5,14.0,,,7.0,,,,,,,,,,,,,,,,,,,,,
rene-schulze,Rene Schulze,,,,,,2.0,,,4.0,,,,,,,,,,,,,,,,,,,,,
rene-hanen,René Hanßen,DB/LB,,,1.0,0.5,15.0,3.0,2.0,10.0,,,,,,,,,12.0,9.0,,,,,,,,,,,
richard-grooten,Richard Grooten,S/LB,,,2.0,,42.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
ricky-tjong-a-tjoe,Ricky Tjong-A-Tjoe,LB,,,,,7.0,,,4.0,,,,,,,,,,,,,,,,,,,,,
robby-kendall,Robby Kendall,LB,,1.0,2.0,,58.0,,,8.0,,,,,,,,,,,3.0,,60.0,,,,,,,,
robert-rosoek,Robert Rosołek,DL/LB,,,,,13.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
robin-fensch,Robin  Fensch,,,,,,1.0,,,12.0,,,,,,,,,,,,,,,,1.0,,4.0,,,
robin-haberle,Robin Häberle,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,
robin-wilzeck,Robin Wilzeck,WR,,,,,2.0,,,11.0,,,43.0,,,,,,,,,,,,,24.0,7.0,719.0,,1.0,29.0
roedion-henrique,Roedion Henrique,S/LB,,,5.0,,30.0,,,12.0,1.0,,10.0,,,,,,,,,,,,,,,,,,
rohat-dagdelen,Rohat Dagdelen,QB,,,,,,,,12.0,,,,20.0,16.0,1.0,,153.0,,,,,,,,,,,3.0,,
ron-mac-spiegel,Ron Mac Spiegel,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,
ronley-lakalaka,Ronley Lakalaka,LB,2.0,2.0,6.0,3.0,104.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
roque-alarcon,Roque Alarcon,,,,,,,,,13.0,,,,,,,,,,,,,,,,8.0,2.0,212.0,,,
ruben-seeber,Ruben Seeber,LB,1.0,,2.0,0.5,70.0,,,13.0,,,,,,,,,,,,,,16.0,559.0,1.0,1.0,3.0,1.0,,
rudolf-frey,Rudolf Frey,WR,,,,,4.0,,,12.0,,,,,,,,,,,,,,,,19.0,,201.0,,,
ryan-rimmler,Ryan Rimmler,K,,,,,1.0,28.0,18.0,12.0,,,,,,,,,42.0,32.0,,,,2.0,74.0,,,,,,
salieu-ceesay,Salieu Ceesay,QB,,,,,,,,14.0,,,,257.0,154.0,6.0,11.0,1920.0,,,,,,,,,,,72.0,6.0,266.0
salih-ozdemir,Salih Özdemir,LB,,,2.0,1.0,73.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
samet-bilgin,Samet Bilgin,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,
samuel-taylor,Samuel Taylor,LB,,,,,7.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
sango-erume-vogel,Sango-Erume Vogel,LB,,1.0,,1.0,17.0,,,5.0,,,,,,,,,,,,,,,,,,,,,
sean-shelton,Sean Shelton,QB,,,,,1.0,,,13.0,,,,437.0,274.0,6.0,32.0,3354.0,,,,,,3.0,93.0,,,,82.0,8.0,427.0
seantavius-jones,Seantavius Jones,WR,,,,,3.0,,,11.0,7.0,,129.0,1.0,,,,,,,1.0,,10.0,,,61.0,13.0,1008.0,4.0,,
sebastian-summerer,Sebastian  Summerer,,,,,,3.0,,,13.0,,,,,,,,,,,,,,,,,,,,,
sebastian-arenas,Sebastian Arenas,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,
sebastian-bal,Sebastian Bal,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
sebastian-bowen,Sebastian Bowen,DL/LB,1.0,,2.0,3.0,22.0,,,13.0,,,,,,,,,,,,,,,,,,,,,
sebastian-daum,Sebastian Daum,K,,,,,,5.0,5.0,6.0,,,,,,,,,14.0,7.0,,,,,,,,,1.0,,
