player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,fielding_runouts,match_played
ad-russell,AD Russell,,72.0,7.0,1.0,43.0,84.0,5.0,206.0,0.0,0.0,276.0,16.0,7.0,3.0,,10.0
aamer-yamin,Aamer Yamin,,,,,,,,18.0,0.0,2.0,21.0,1.0,1.0,,,1.0
abdur-rehman,Abdur Rehman,,,,,,,,18.0,0.0,0.0,28.0,0.0,2.0,1.0,,1.0
adnan-rasool,Adnan Rasool,,,,,,,,36.0,0.0,0.0,67.0,0.0,5.0,,,2.0
ahmed-shehzad,Ahmed Shehzad,,202.0,36.0,0.0,21.0,290.0,8.0,,,,,,,4.0,,10.0
aizaz-cheema,Aizaz Cheema,,,,,,,,84.0,0.0,2.0,104.0,6.0,2.0,1.0,,4.0
akbar-ur-rehman,Akbar-ur-Rehman,,19.0,1.0,0.0,18.0,15.0,0.0,24.0,0.0,0.0,29.0,0.0,0.0,3.0,,5.0
anwar-ali,Anwar Ali,,40.0,1.0,2.0,48.0,38.0,2.0,179.0,2.0,0.0,258.0,9.0,15.0,3.0,,9.0
asad-shafiq,Asad Shafiq,,15.0,1.0,0.0,1.0,16.0,1.0,,,,,,,,,1.0
ashar-zaidi,Ashar Zaidi,,16.0,0.0,0.0,11.0,8.0,0.0,48.0,0.0,0.0,59.0,0.0,0.0,,,3.0
asif-ali,Asif Ali,,24.0,1.0,1.0,19.0,34.0,3.0,,,,,,,5.0,,6.0
azhar-ali,Azhar Ali,,172.0,22.0,0.0,11.0,183.0,3.0,30.0,0.0,0.0,30.0,0.0,0.0,3.0,,7.0
azhar-mahmood,Azhar Mahmood,,12.0,2.0,2.0,14.0,14.0,0.0,42.0,0.0,0.0,57.0,1.0,1.0,2.0,,2.0
baw-mendis,BAW Mendis,,,,,,,,72.0,0.0,0.0,94.0,4.0,1.0,,,4.0
bj-haddin,BJ Haddin,,136.0,12.0,3.0,24.0,188.0,11.0,,,,,,,7.0,1.0,8.0
bj-hodge,BJ Hodge,,61.0,6.0,2.0,16.0,93.0,6.0,,,,,,,,,4.0
babar-azam,Babar Azam,,26.0,1.0,0.0,7.0,15.0,0.0,,,,,,,,,2.0
bilawal-bhatti,Bilawal Bhatti,,9.0,1.0,1.0,7.0,15.0,1.0,24.0,0.0,0.0,36.0,2.0,0.0,,,1.0
bismillah-khan,Bismillah Khan,,35.0,10.0,0.0,3.0,55.0,1.0,,,,,,,,,3.0
ch-gayle,CH Gayle,,68.0,7.0,0.0,6.0,103.0,8.0,6.0,0.0,0.0,5.0,0.0,0.0,,,5.0
cs-delport,CS Delport,,186.0,22.0,0.0,16.0,227.0,8.0,65.0,0.0,1.0,87.0,4.0,2.0,2.0,,8.0
dj-bravo,DJ Bravo,,98.0,9.0,3.0,40.0,111.0,2.0,162.0,0.0,0.0,226.0,4.0,5.0,2.0,,8.0
dj-malan,DJ Malan,,157.0,10.0,2.0,21.0,151.0,5.0,,,,,,,5.0,,7.0
djg-sammy,DJG Sammy,,82.0,9.0,1.0,40.0,122.0,8.0,60.0,0.0,0.0,87.0,3.0,1.0,3.0,,8.0
dr-smith,DR Smith,,143.0,16.0,1.0,4.0,153.0,5.0,24.0,0.0,0.0,45.0,0.0,0.0,3.0,,4.0
e-chigumbura,E Chigumbura,,13.0,1.0,1.0,24.0,10.0,0.0,,,,,,,2.0,,3.0
ehsan-adil,Ehsan Adil,,,,,,,,119.0,0.0,0.0,170.0,7.0,7.0,1.0,,5.0
gd-elliott,GD Elliott,,55.0,3.0,1.0,33.0,65.0,4.0,132.0,0.0,0.0,134.0,11.0,3.0,1.0,,6.0
hammad-azam,Hammad Azam,,12.0,2.0,1.0,13.0,18.0,0.0,12.0,0.0,0.0,25.0,0.0,0.0,,,3.0
hasan-ali,Hasan Ali,,7.0,1.0,0.0,18.0,6.0,0.0,66.0,1.0,1.0,75.0,2.0,0.0,1.0,,3.0
iftikhar-ahmed,Iftikhar Ahmed,,34.0,2.0,0.0,9.0,27.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,1.0,,3.0
imad-wasim,Imad Wasim,,32.0,7.0,0.0,26.0,48.0,1.0,84.0,0.0,0.0,109.0,4.0,0.0,2.0,,7.0
imran-khalid,Imran Khalid,,42.0,1.0,0.0,29.0,38.0,2.0,139.0,1.0,0.0,145.0,9.0,4.0,3.0,,9.0
imran-khan-1,Imran Khan (1),,,,,,,,24.0,0.0,1.0,35.0,1.0,1.0,1.0,,1.0
j-allenby,J Allenby,,40.0,5.0,0.0,5.0,38.0,0.0,,,,,,,,,2.0
jm-bairstow,JM Bairstow,,16.0,1.0,0.0,5.0,15.0,0.0,,,,,,,2.0,,1.0
jm-vince,JM Vince,,78.0,3.0,0.0,15.0,67.0,2.0,,,,,,,2.0,,6.0
junaid-khan,Junaid Khan,,5.0,0.0,2.0,18.0,2.0,0.0,144.0,1.0,0.0,178.0,6.0,2.0,1.0,,6.0
kc-sangakkara,KC Sangakkara,,89.0,17.0,0.0,15.0,129.0,2.0,,,,,,,,,4.0
kk-cooper,KK Cooper,,11.0,1.0,1.0,23.0,10.0,0.0,102.0,0.0,2.0,157.0,6.0,4.0,3.0,,6.0
kp-pietersen,KP Pietersen,,165.0,15.0,1.0,26.0,215.0,9.0,,,,,,,1.0,,9.0
kamran-akmal,Kamran Akmal,,127.0,10.0,0.0,26.0,121.0,3.0,,,,,,,8.0,2.0,9.0
kamran-ghulam,Kamran Ghulam,,12.0,0.0,0.0,7.0,9.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,1.0,,3.0
khalid-latif,Khalid Latif,,173.0,11.0,1.0,28.0,206.0,9.0,,,,,,,3.0,,8.0
