player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,fielding_runouts,match_played
a-bramble,A Bramble,,32.0,4.0,1.0,20.0,29.0,0.0,,,,,,,3.0,1.0,4.0
a-phillip,A Phillip,,1.0,0.0,1.0,9.0,2.0,0.0,16.0,0.0,0.0,37.0,0.0,2.0,,,1.0
ad-russell,AD Russell,,91.0,11.0,3.0,67.0,160.0,16.0,187.0,1.0,1.0,297.0,11.0,4.0,4.0,,10.0
ads-fletcher,ADS Fletcher,,190.0,15.0,1.0,15.0,229.0,13.0,,,,,,,13.0,3.0,12.0
aj-hosein,AJ Hosein,,34.0,2.0,4.0,48.0,63.0,7.0,252.0,1.0,0.0,207.0,13.0,5.0,4.0,,11.0
am-mccarthy,AM McCarthy,,7.0,1.0,1.0,13.0,5.0,0.0,,,,,,,,,2.0
ar-nedd,AR Nedd,,3.0,0.0,1.0,10.0,1.0,0.0,47.0,0.0,0.0,56.0,0.0,0.0,,,3.0
ar-nurse,AR Nurse,,39.0,1.0,3.0,41.0,23.0,0.0,66.0,0.0,0.0,93.0,2.0,4.0,2.0,,5.0
as-joseph,AS Joseph,,11.0,1.0,1.0,18.0,10.0,0.0,214.0,0.0,2.0,274.0,9.0,13.0,7.0,1.0,10.0
ali-khan,Ali Khan,,4.0,1.0,0.0,9.0,4.0,0.0,78.0,0.0,0.0,121.0,8.0,12.0,1.0,,4.0
asif-ali,Asif Ali,,33.0,2.0,0.0,16.0,32.0,1.0,,,,,,,2.0,,5.0
azam-khan,Azam Khan,,143.0,11.0,0.0,43.0,178.0,12.0,,,,,,,2.0,,8.0
ba-king,BA King,,153.0,18.0,1.0,25.0,189.0,8.0,,,,,,,6.0,,11.0
c-archibald,C Archibald,,6.0,0.0,0.0,8.0,2.0,0.0,16.0,0.0,1.0,24.0,0.0,0.0,,,1.0
c-hemraj,C Hemraj,,190.0,20.0,1.0,20.0,254.0,16.0,53.0,0.0,0.0,66.0,2.0,1.0,2.0,,11.0
c-munro,C Munro,,266.0,20.0,2.0,35.0,268.0,10.0,,,,,,,6.0,,11.0
cak-walton,CAK Walton,,91.0,10.0,0.0,5.0,100.0,4.0,,,,,,,4.0,2.0,5.0
ch-gayle,CH Gayle,,128.0,17.0,0.0,18.0,165.0,10.0,12.0,0.0,0.0,27.0,0.0,2.0,1.0,,9.0
cj-green,CJ Green,,47.0,3.0,1.0,67.0,65.0,5.0,193.0,0.0,0.0,205.0,5.0,13.0,6.0,,10.0
cr-brathwaite,CR Brathwaite,,117.0,12.0,0.0,57.0,147.0,9.0,78.0,0.0,0.0,100.0,4.0,5.0,4.0,1.0,10.0
d-ramdin,D Ramdin,,132.0,7.0,1.0,33.0,126.0,4.0,,,,,,,11.0,2.0,9.0
d-wiese,D Wiese,,72.0,8.0,1.0,26.0,91.0,4.0,96.0,0.0,0.0,146.0,11.0,7.0,1.0,,5.0
dc-drakes,DC Drakes,,63.0,6.0,1.0,34.0,102.0,7.0,232.0,0.0,0.0,331.0,16.0,21.0,5.0,,12.0
dc-thomas,DC Thomas,,205.0,24.0,1.0,14.0,196.0,2.0,,,,,,,4.0,3.0,9.0
dj-bravo,DJ Bravo,,117.0,7.0,1.0,31.0,145.0,9.0,122.0,0.0,1.0,193.0,9.0,15.0,3.0,1.0,9.0
dm-bravo,DM Bravo,,102.0,7.0,1.0,31.0,98.0,4.0,,,,,,,8.0,,8.0
e-lewis,E Lewis,,261.0,25.0,2.0,21.0,426.0,38.0,,,,,,,9.0,,11.0
f-du-plessis,F du Plessis,,193.0,22.0,1.0,22.0,277.0,12.0,,,,,,,4.0,,9.0
fa-allen,FA Allen,,106.0,9.0,4.0,64.0,137.0,9.0,204.0,0.0,0.0,263.0,9.0,5.0,5.0,,12.0
fh-edwards,FH Edwards,,5.0,1.0,2.0,22.0,13.0,1.0,76.0,0.0,1.0,145.0,3.0,7.0,,,4.0
fawad-ahmed,Fawad Ahmed,,1.0,0.0,0.0,11.0,0.0,0.0,204.0,0.0,0.0,222.0,11.0,5.0,,,10.0
g-motie,G Motie,,29.0,1.0,1.0,29.0,15.0,0.0,114.0,1.0,0.0,124.0,8.0,1.0,2.0,,6.0
gd-phillips,GD Phillips,,198.0,16.0,2.0,36.0,254.0,16.0,12.0,0.0,0.0,10.0,0.0,0.0,3.0,,10.0
hr-walsh,HR Walsh,,44.0,2.0,1.0,34.0,59.0,5.0,84.0,0.0,1.0,116.0,1.0,3.0,6.0,1.0,7.0
haider-ali,Haider Ali,,98.0,9.0,0.0,33.0,90.0,3.0,,,,,,,2.0,1.0,9.0
i-khan-2,I Khan (2),,,,,,,,27.0,1.0,0.0,18.0,3.0,0.0,1.0,,2.0
i-udana,I Udana,,31.0,2.0,1.0,23.0,47.0,5.0,156.0,0.0,0.0,252.0,11.0,9.0,1.0,3.0,7.0
imad-wasim,Imad Wasim,,70.0,7.0,1.0,41.0,91.0,5.0,138.0,0.0,0.0,137.0,9.0,5.0,1.0,1.0,6.0
imran-tahir,Imran Tahir,,12.0,1.0,1.0,41.0,11.0,0.0,252.0,2.0,0.0,269.0,13.0,6.0,2.0,,11.0
j-bishop,J Bishop,,35.0,2.0,3.0,27.0,43.0,3.0,89.0,1.0,0.0,98.0,6.0,0.0,,1.0,4.0
