player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,fielding_runouts,match_played
a-kumble,A Kumble,,11.0,0.0,5.0,54.0,6.0,0.0,380.0,2.0,5.0,407.0,17.0,4.0,3.0,,16.0
a-mishra,A Mishra,,51.0,1.0,3.0,59.0,39.0,0.0,318.0,0.0,3.0,363.0,17.0,8.0,4.0,4.0,14.0
a-mithun,A Mithun,,4.0,1.0,0.0,9.0,5.0,0.0,18.0,0.0,1.0,39.0,1.0,1.0,,,1.0
a-nehra,A Nehra,,20.0,2.0,1.0,20.0,23.0,1.0,84.0,0.0,0.0,96.0,6.0,1.0,2.0,,4.0
a-symonds,A Symonds,,341.0,35.0,2.0,72.0,429.0,18.0,318.0,0.0,0.0,372.0,12.0,7.0,11.0,,16.0
a-uniyal,A Uniyal,,7.0,0.0,1.0,15.0,4.0,0.0,36.0,0.0,0.0,66.0,2.0,2.0,,,2.0
aa-bilakhia,AA Bilakhia,,4.0,0.0,0.0,7.0,2.0,0.0,,,,,,,1.0,,1.0
aa-jhunjhunwala,AA Jhunjhunwala,,166.0,16.0,1.0,48.0,183.0,4.0,37.0,0.0,0.0,69.0,0.0,2.0,4.0,4.0,13.0
ab-agarkar,AB Agarkar,,29.0,4.0,3.0,33.0,40.0,0.0,132.0,0.0,1.0,203.0,4.0,3.0,1.0,,7.0
ab-barath,AB Barath,,42.0,5.0,1.0,12.0,42.0,1.0,,,,,,,,,3.0
ab-dinda,AB Dinda,,1.0,0.0,0.0,9.0,0.0,0.0,139.0,0.0,0.0,152.0,9.0,5.0,,1.0,7.0
ab-mcdonald,AB McDonald,,52.0,3.0,3.0,20.0,65.0,2.0,84.0,0.0,0.0,138.0,5.0,1.0,,,4.0
ab-de-villiers,AB de Villiers,,119.0,7.0,0.0,27.0,111.0,0.0,,,,,,,6.0,3.0,7.0
ac-gilchrist,AC Gilchrist,,185.0,31.0,0.0,22.0,289.0,16.0,,,,,,,9.0,8.0,16.0
ac-voges,AC Voges,,143.0,15.0,3.0,39.0,181.0,3.0,54.0,0.0,0.0,76.0,0.0,2.0,1.0,3.0,8.0
ad-mascarenhas,AD Mascarenhas,,10.0,0.0,1.0,13.0,12.0,0.0,48.0,0.0,0.0,65.0,4.0,0.0,,,2.0
ad-mathews,AD Mathews,,184.0,18.0,4.0,54.0,233.0,8.0,225.0,0.0,1.0,314.0,8.0,4.0,3.0,1.0,12.0
ag-murtaza,AG Murtaza,,,,,,,,72.0,0.0,0.0,91.0,3.0,1.0,1.0,,3.0
ag-paunikar,AG Paunikar,,1.0,0.0,0.0,3.0,0.0,0.0,,,,,,,,,1.0
aj-finch,AJ Finch,,21.0,0.0,0.0,4.0,21.0,1.0,7.0,0.0,0.0,5.0,0.0,0.0,,,1.0
am-nayar,AM Nayar,,51.0,4.0,1.0,12.0,58.0,2.0,,,,,,,1.0,1.0,3.0
an-ahmed,AN Ahmed,,7.0,0.0,1.0,10.0,4.0,0.0,12.0,0.0,0.0,26.0,0.0,2.0,,,1.0
ap-dole,AP Dole,,22.0,3.0,0.0,19.0,34.0,1.0,66.0,0.0,1.0,112.0,5.0,6.0,2.0,,3.0
ap-tare,AP Tare,,36.0,5.0,0.0,10.0,50.0,3.0,,,,,,,1.0,2.0,5.0
as-raut,AS Raut,,48.0,3.0,3.0,36.0,56.0,3.0,,,,,,,3.0,1.0,7.0
at-rayudu,AT Rayudu,,246.0,34.0,1.0,63.0,356.0,13.0,,,,,,,6.0,6.0,14.0
anirudh-singh,Anirudh Singh,,66.0,6.0,0.0,19.0,63.0,1.0,,,,,,,3.0,,5.0
b-akhil,B Akhil,,,,,,,,6.0,0.0,0.0,6.0,0.0,0.0,,,1.0
b-lee,B Lee,,9.0,1.0,2.0,22.0,11.0,0.0,87.0,0.0,1.0,149.0,0.0,3.0,2.0,,4.0
b-sumanth,B Sumanth,,37.0,3.0,3.0,29.0,35.0,0.0,,,,,,,4.0,,5.0
baw-mendis,BAW Mendis,,1.0,0.0,1.0,11.0,1.0,0.0,48.0,0.0,0.0,66.0,2.0,2.0,,,2.0
bb-mccullum,BB McCullum,,110.0,14.0,1.0,13.0,114.0,2.0,,,,,,,2.0,1.0,5.0
bj-hodge,BJ Hodge,,90.0,11.0,0.0,8.0,99.0,1.0,30.0,0.0,0.0,41.0,2.0,0.0,3.0,,4.0
bipul-sharma,Bipul Sharma,,7.0,1.0,2.0,17.0,9.0,0.0,60.0,0.0,0.0,94.0,3.0,0.0,2.0,1.0,4.0
c-ganapathy,C Ganapathy,,,,,,,,6.0,0.0,0.0,13.0,0.0,0.0,,,1.0
c-madan,C Madan,,19.0,3.0,0.0,1.0,15.0,0.0,,,,,,,,1.0,1.0
ca-pujara,CA Pujara,,115.0,14.0,2.0,24.0,122.0,3.0,,,,,,,2.0,,6.0
ch-gayle,CH Gayle,,184.0,30.0,0.0,16.0,292.0,16.0,96.0,0.0,0.0,152.0,4.0,6.0,2.0,,9.0
ck-langeveldt,CK Langeveldt,,1.0,0.0,0.0,10.0,0.0,0.0,66.0,0.0,0.0,88.0,5.0,4.0,,,3.0
