player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,fielding_runouts,match_played
a-capsey,A Capsey,,18.0,1.0,0.0,5.0,16.0,0.0,12.0,0.0,0.0,25.0,1.0,1.0,,,1.0
a-gardner,A Gardner,,148.0,17.0,1.0,36.0,243.0,18.0,162.0,0.0,0.0,217.0,8.0,3.0,3.0,1.0,9.0
a-king,A King,,14.0,2.0,1.0,8.0,19.0,1.0,18.0,0.0,0.0,38.0,0.0,1.0,,,1.0
a-reddy,A Reddy,,7.0,0.0,1.0,30.0,6.0,0.0,86.0,0.0,0.0,143.0,4.0,6.0,1.0,,4.0
a-sutherland,A Sutherland,,78.0,8.0,1.0,32.0,95.0,1.0,199.0,1.0,0.0,251.0,9.0,12.0,3.0,1.0,9.0
ab-kaur,AB Kaur,,96.0,12.0,4.0,43.0,128.0,3.0,102.0,0.0,0.0,134.0,5.0,1.0,3.0,3.0,10.0
ac-kerr,AC Kerr,,88.0,8.0,0.0,31.0,73.0,1.0,222.0,0.0,0.0,287.0,18.0,3.0,6.0,,10.0
arushi-goel,Arushi Goel,,,,,,,,,,,,,,1.0,,1.0
bl-mooney,BL Mooney,,185.0,37.0,1.0,10.0,237.0,0.0,,,,,,,6.0,2.0,9.0
bs-fulmali,BS Fulmali,,77.0,15.0,2.0,28.0,133.0,7.0,,,,,,,2.0,2.0,5.0
ca-henry,CA Henry,,86.0,12.0,1.0,50.0,167.0,15.0,162.0,0.0,2.0,224.0,6.0,6.0,3.0,,7.0
ce-dean,CE Dean,,5.0,0.0,0.0,8.0,9.0,1.0,24.0,0.0,0.0,47.0,1.0,0.0,,,1.0
d-hemalatha,D Hemalatha,,48.0,3.0,0.0,15.0,27.0,0.0,6.0,0.0,0.0,4.0,0.0,1.0,,,6.0
d-vrinda,D Vrinda,,85.0,12.0,0.0,20.0,84.0,0.0,,,,,,,2.0,,7.0
db-sharma,DB Sharma,,107.0,15.0,0.0,31.0,122.0,1.0,183.0,0.0,1.0,265.0,8.0,1.0,3.0,2.0,8.0
djs-dottin,DJS Dottin,,92.0,17.0,2.0,45.0,142.0,6.0,178.0,0.0,1.0,250.0,9.0,17.0,1.0,1.0,8.0
dn-wyatt,DN Wyatt,,109.0,16.0,0.0,12.0,137.0,4.0,,,,,,,2.0,,6.0
dr-gibson,DR Gibson,,24.0,5.0,0.0,3.0,34.0,1.0,24.0,0.0,0.0,40.0,2.0,0.0,,,1.0
e-bisht,E Bisht,,1.0,0.0,1.0,9.0,2.0,0.0,71.0,0.0,0.0,113.0,3.0,3.0,2.0,,4.0
ea-perry,EA Perry,,250.0,40.0,4.0,24.0,372.0,11.0,78.0,0.0,0.0,129.0,3.0,4.0,6.0,1.0,8.0
g-kamalini,G Kamalini,,25.0,3.0,2.0,38.0,32.0,1.0,,,,,,,2.0,,7.0
g-sultana,G Sultana,,1.0,0.0,0.0,10.0,0.0,0.0,6.0,0.0,0.0,16.0,0.0,1.0,,,2.0
g-voll,G Voll,,92.0,29.0,1.0,7.0,154.0,1.0,9.0,0.0,0.0,8.0,0.0,0.0,3.0,1.0,3.0
g-wareham,G Wareham,,68.0,11.0,3.0,39.0,93.0,1.0,174.0,1.0,0.0,255.0,12.0,7.0,2.0,2.0,8.0
gm-harris,GM Harris,,138.0,22.0,0.0,29.0,164.0,4.0,93.0,1.0,2.0,136.0,8.0,0.0,1.0,,8.0
h-deol,H Deol,,192.0,32.0,3.0,33.0,232.0,1.0,,,,,,,2.0,,9.0
h-graham,H Graham,,,,,,,,24.0,0.0,0.0,47.0,1.0,2.0,1.0,,1.0
h-kaur,H Kaur,,195.0,38.0,1.0,40.0,302.0,11.0,,,,,,,3.0,1.0,10.0
hk-matthews,HK Matthews,,250.0,42.0,0.0,15.0,307.0,9.0,224.0,1.0,0.0,307.0,18.0,3.0,5.0,1.0,10.0
ji-rodrigues,JI Rodrigues,,112.0,18.0,1.0,27.0,146.0,3.0,,,,,,,7.0,1.0,8.0
jl-jonassen,JL Jonassen,,103.0,22.0,2.0,24.0,150.0,3.0,171.0,0.0,0.0,235.0,13.0,4.0,,,8.0
jn-kalita,JN Kalita,,4.0,0.0,0.0,19.0,1.0,0.0,12.0,0.0,0.0,21.0,0.0,1.0,2.0,,3.0
k-anjali-sarvani,K Anjali Sarvani,,,,,,,,18.0,0.0,0.0,40.0,1.0,0.0,,,1.0
k-goud,K Goud,,7.0,1.0,4.0,43.0,8.0,0.0,132.0,0.0,1.0,208.0,6.0,6.0,1.0,,8.0
kj-garth,KJ Garth,,31.0,1.0,2.0,32.0,27.0,0.0,180.0,0.0,0.0,250.0,9.0,13.0,,,8.0
kp-navgire,KP Navgire,,89.0,18.0,0.0,13.0,154.0,9.0,,,,,,,2.0,,8.0
ks-ahuja,KS Ahuja,,67.0,6.0,1.0,33.0,81.0,2.0,48.0,0.0,0.0,67.0,1.0,0.0,1.0,,7.0
ks-gautam,KS Gautam,,39.0,5.0,1.0,28.0,43.0,2.0,186.0,0.0,2.0,200.0,11.0,2.0,,,9.0
l-wolvaardt,L Wolvaardt,,41.0,4.0,0.0,5.0,32.0,1.0,,,,,,,2.0,,3.0
m-kapp,M Kapp,,82.0,12.0,3.0,32.0,106.0,2.0,174.0,2.0,0.0,166.0,8.0,5.0,2.0,1.0,8.0
m-mani,M Mani,,7.0,2.0,1.0,32.0,9.0,0.0,108.0,0.0,0.0,126.0,6.0,1.0,2.0,2.0,9.0
mm-lanning,MM Lanning,,232.0,45.0,1.0,11.0,276.0,1.0,,,,,,,7.0,,9.0
meghna-singh,Meghna Singh,,7.0,1.0,1.0,31.0,6.0,0.0,78.0,0.0,0.0,130.0,4.0,5.0,,1.0,6.0
n-shree-charani,N Shree Charani,,4.0,0.0,1.0,11.0,3.0,0.0,48.0,0.0,0.0,71.0,4.0,2.0,,,2.0
nr-sciver,NR Sciver,,343.0,84.0,2.0,30.0,523.0,4.0,204.0,0.0,0.0,270.0,12.0,12.0,2.0,,10.0
ns-prasad,NS Prasad,,66.0,7.0,1.0,23.0,78.0,2.0,,,,,,,5.0,,4.0
p-litchfield,P Litchfield,,67.0,12.0,1.0,30.0,91.0,2.0,,,,,,,6.0,,6.0
p-rawat,P Rawat,,,,,,,,18.0,0.0,0.0,45.0,1.0,0.0,1.0,,2.0
pn-khemnar,PN Khemnar,,,,,,,,,,,,,,1.0,1.0,1.0
ps-sisodia,PS Sisodia,,1.0,0.0,1.0,11.0,0.0,0.0,54.0,0.0,0.0,84.0,1.0,2.0,2.0,,4.0
priya-mishra,Priya Mishra,,14.0,0.0,2.0,43.0,4.0,0.0,157.0,0.0,0.0,239.0,6.0,1.0,1.0,,9.0
rm-ghosh,RM Ghosh,,134.0,25.0,2.0,39.0,232.0,13.0,,,,,,,5.0,7.0,8.0
rp-yadav,RP Yadav,,6.0,0.0,1.0,18.0,9.0,1.0,12.0,0.0,2.0,26.0,0.0,0.0,,,2.0
rs-gayakwad,RS Gayakwad,,,,,,,,12.0,0.0,0.0,24.0,0.0,0.0,1.0,,1.0
raghvi-bist,Raghvi Bist,,93.0,6.0,0.0,20.0,95.0,3.0,6.0,0.0,0.0,11.0,0.0,0.0,,,5.0
renuka-singh,Renuka Singh,,1.0,0.0,0.0,11.0,1.0,0.0,162.0,1.0,0.0,213.0,10.0,10.0,,,7.0
s-ecclestone,S Ecclestone,,78.0,9.0,0.0,66.0,99.0,5.0,198.0,0.0,0.0,224.0,9.0,1.0,2.0,1.0,8.0
s-gupta,S Gupta,,18.0,3.0,1.0,35.0,23.0,0.0,51.0,0.0,0.0,56.0,4.0,3.0,5.0,3.0,10.0
s-ishaque,S Ishaque,,1.0,0.0,0.0,10.0,0.0,0.0,48.0,0.0,0.0,84.0,1.0,1.0,,,3.0
s-ismail,S Ismail,,1.0,1.0,1.0,10.0,4.0,0.0,240.0,1.0,2.0,271.0,9.0,2.0,7.0,,10.0
s-mandhana,S Mandhana,,147.0,26.0,0.0,10.0,199.0,7.0,,,,,,,6.0,1.0,8.0
s-meghana,S Meghana,,25.0,6.0,0.0,2.0,53.0,3.0,,,,,,,1.0,,2.0
s-pandey,S Pandey,,32.0,3.0,1.0,33.0,31.0,0.0,204.0,1.0,1.0,241.0,11.0,5.0,,2.0,9.0
s-sajana,S Sajana,,40.0,5.0,3.0,49.0,51.0,2.0,6.0,0.0,0.0,10.0,1.0,0.0,5.0,1.0,9.0
s-sehrawat,S Sehrawat,,105.0,11.0,0.0,41.0,119.0,3.0,,,,,,,3.0,,7.0
sg-satghare,SG Satghare,,11.0,2.0,1.0,10.0,13.0,0.0,36.0,0.0,0.0,64.0,1.0,1.0,1.0,,3.0
sj-bryce,SJ Bryce,,40.0,5.0,1.0,35.0,60.0,2.0,,,,,,,6.0,5.0,9.0
sz-thakor,SZ Thakor,,19.0,5.0,1.0,40.0,33.0,1.0,18.0,0.0,0.0,43.0,0.0,1.0,1.0,1.0,4.0
shafali-verma,Shafali Verma,,199.0,34.0,1.0,16.0,304.0,16.0,,,,,,,6.0,2.0,9.0
simran-shaikh,Simran Shaikh,,44.0,5.0,0.0,39.0,54.0,3.0,,,,,,,,1.0,6.0
sneh-rana,Sneh Rana,,7.0,2.0,1.0,19.0,27.0,3.0,81.0,0.0,0.0,111.0,6.0,1.0,1.0,,5.0
tm-mcgrath,TM McGrath,,37.0,3.0,0.0,22.0,26.0,0.0,71.0,0.0,1.0,97.0,2.0,2.0,1.0,1.0,5.0
tp-kanwar,TP Kanwar,,54.0,7.0,0.0,34.0,55.0,0.0,175.0,1.0,0.0,231.0,8.0,1.0,2.0,,9.0
tr-sadhu,TR Sadhu,,,,,,,,36.0,0.0,2.0,56.0,1.0,5.0,,,3.0
u-chetry,U Chetry,,92.0,8.0,1.0,40.0,72.0,0.0,,,,,,,2.0,2.0,7.0
vj-joshitha,VJ Joshitha,,,,,,,,48.0,0.0,0.0,83.0,0.0,5.0,1.0,,4.0
yh-bhatia,YH Bhatia,,87.0,14.0,1.0,28.0,88.0,2.0,,,,,,,3.0,11.0,10.0
