player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,fielding_runouts,match_played
a-athanaze,A Athanaze,,152.0,14.0,1.0,33.0,165.0,5.0,,,,,,,5.0,,8.0
aa-jangoo,AA Jangoo,,38.0,0.0,1.0,14.0,31.0,3.0,,,,,,,3.0,,4.0
ad-hales,AD Hales,,148.0,26.0,1.0,14.0,217.0,9.0,,,,,,,6.0,,7.0
ad-russell,AD Russell,,90.0,7.0,4.0,59.0,145.0,15.0,157.0,0.0,0.0,232.0,11.0,11.0,4.0,,10.0
ads-fletcher,ADS Fletcher,,193.0,28.0,1.0,10.0,278.0,13.0,,,,,,,3.0,1.0,8.0
aj-hosein,AJ Hosein,,59.0,3.0,2.0,38.0,63.0,3.0,222.0,0.0,0.0,257.0,8.0,2.0,3.0,,11.0
ar-nedd,AR Nedd,,,,,,,,66.0,0.0,0.0,75.0,5.0,1.0,,,3.0
as-joseph,AS Joseph,,26.0,2.0,2.0,31.0,24.0,1.0,194.0,0.0,2.0,245.0,12.0,15.0,4.0,1.0,10.0
at-rayudu,AT Rayudu,,40.0,3.0,0.0,15.0,47.0,3.0,,,,,,,,,3.0
akeem-jordan,Akeem Jordan,LB,,,,,,,12.0,0.0,0.0,24.0,1.0,3.0,,1.0,1.0
ali-khan,Ali Khan,,8.0,1.0,1.0,30.0,8.0,0.0,186.0,0.0,0.0,287.0,8.0,17.0,,,9.0
azam-khan,Azam Khan,,144.0,20.0,1.0,50.0,224.0,16.0,,,,,,,7.0,4.0,12.0
b-muzarabani,B Muzarabani,,6.0,0.0,0.0,10.0,1.0,0.0,39.0,0.0,2.0,69.0,1.0,4.0,,,3.0
ba-king,BA King,,198.0,33.0,0.0,10.0,288.0,14.0,,,,,,,1.0,,10.0
bac-howell,BAC Howell,,5.0,0.0,1.0,23.0,3.0,0.0,66.0,0.0,1.0,101.0,2.0,1.0,3.0,,4.0
c-bosch,C Bosch,,107.0,11.0,1.0,48.0,130.0,5.0,144.0,0.0,1.0,233.0,7.0,10.0,4.0,,8.0
c-hemraj,C Hemraj,,18.0,2.0,0.0,6.0,14.0,0.0,,,,,,,1.0,1.0,3.0
c-munro,C Munro,,145.0,19.0,1.0,14.0,175.0,5.0,,,,,,,2.0,,6.0
cak-walton,CAK Walton,,109.0,11.0,2.0,12.0,122.0,4.0,6.0,0.0,0.0,7.0,0.0,1.0,2.0,,7.0
cb-sole,CB Sole,,,,,,,,54.0,0.0,1.0,102.0,3.0,2.0,1.0,1.0,3.0
cj-green,CJ Green,,43.0,6.0,2.0,57.0,72.0,3.0,252.0,0.0,0.0,275.0,15.0,9.0,6.0,,11.0
cr-brathwaite,CR Brathwaite,,21.0,3.0,1.0,16.0,30.0,1.0,60.0,0.0,0.0,108.0,5.0,3.0,1.0,,3.0
d-ferreira,D Ferreira,,12.0,1.0,0.0,7.0,19.0,1.0,,,,,,,,1.0,1.0
d-pretorius,D Pretorius,,61.0,5.0,2.0,57.0,76.0,3.0,261.0,0.0,0.0,309.0,20.0,16.0,2.0,1.0,12.0
dc-drakes,DC Drakes,,62.0,4.0,5.0,44.0,68.0,4.0,122.0,0.0,0.0,228.0,7.0,10.0,1.0,,7.0
dj-bravo,DJ Bravo,,23.0,1.0,0.0,21.0,9.0,0.0,66.0,0.0,0.0,96.0,4.0,5.0,4.0,1.0,5.0
e-lewis,E Lewis,,67.0,5.0,0.0,12.0,85.0,7.0,,,,,,,3.0,,7.0
