player_id,player_name,positions,completion_pct,field_goal_attempts,field_goal_long,field_goal_pct,field_goals_made,fumbles,fumbles_lost,games_played,interceptions,kick_returns,kr_avg,kr_long,kr_tds,kr_yards,pass_attempts,pass_completions,pass_long,pass_yards_per_attempt,passer_rating,passing_tds,passing_yards,passing_yards_per_game,points,pr_avg,pr_tds,punt_returns,rec_avg,rec_long,receiving_tds,receiving_yards,receiving_yards_per_game,receptions,receptions_per_game,rush_avg,rush_long,rushing_attempts,rushing_tds,rushing_yards,rushing_yards_per_game,total_yards,xp_attempts,xp_made,xp_pct,yards_per_game
tc-stevens,TC Stevens,K,,8.0,26.0,38.0,3.0,,,44.0,,1.0,,,,,,,,,,,,,44.0,,,1.0,,,,0.0,,,,,,,,5.5,,0.0,42.0,35.0,83.0,0.0
trevon-shorts,TREVON  SHORTS,RB,,,,,,,,7.0,,5.6,,,,,,,,,,,,,,,,39.0,,,,20.0,,,,,,,,19.0,,0.0,,,,0.0
terrence-jt-surratt,"Terrence ""JT"" Surratt",DL,,,,,,,,6.0,,1.2,,,,,,,,,,,,,,,,7.0,,,,3.0,,,,,,,,4.0,,0.0,,,,0.0
tevin-homer,Tevin Homer,DB,,,,,,,,8.0,,6.4,,,,,,,,,,,,,,,,51.0,,,,6.0,,,,,,,,45.0,,0.0,,,,0.0
thyron-lewis,Thyron Lewis,WR,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,5.0,5.0,0.0,5.0,5.0,1.0,1.0,,,,,1.0,,5.0,,,,5.0
tia-laurie,Tia Laurie,,,,,,,0.0,0.0,5.0,,2.6,,,,,,,,,,,,,,,,13.0,,,,8.0,,,,1.0,1.0,1.0,0.0,5.0,0.2,2.0,,,,15.0
tony-grant,Tony Grant,WR,,,,,,,,1.0,,0.0,,,,,,,,,,,,,,,,0.0,7.0,8.0,0.0,14.0,14.0,2.0,2.0,,,,,0.0,,14.0,,,,14.0
troy-grant,Troy Grant,WR,,,,,,,,6.0,,0.0,,,,,,,,,,,,,,,,1.0,6.0,12.0,1.0,36.0,12.0,6.0,2.0,,,,,2.0,,36.0,,,,12.0
tyron-laughinghouse,Tyron Laughinghouse,WR/ATH,,,,,,1.0,0.0,76.0,,6.0,0.0,0.0,4.0,4.0,,,,,,,,,,0.0,0.0,11.0,9.4,32.0,11.0,432.0,61.7,46.0,6.6,-1.0,1.0,3.0,1.0,10.9,-0.4,433.0,,,,61.9
ulric-jones,Ulric Jones,OL/DL/DL,,,,,,,,9.0,,3.4,,,,,,,,,,,,,,,,31.0,,,,12.0,,,,,,,,19.0,,8.0,,,,31.0
varmah-sonie,Varmah Sonie,DB,,,,,,,,4.0,,11.0,0.0,0.0,11.0,11.0,,,,,,,,,,0.0,0.0,20.0,5.0,5.0,0.0,9.0,1.3,1.0,0.3,,,,,11.0,,16.0,,,,4.0
warren-smith,Warren Smith,QB,62.1,,,,,11.0,5.0,24.0,9.0,1.0,,,,,269.0,167.0,42.0,5.8,134.8,25.0,1561.0,195.1,,,,1.0,,,,4.0,,,,0.4,28.0,38.0,4.0,17.0,2.1,17.0,,,,2.1
yuina-miura,Yuina Miura,,60.0,,,,,3.0,1.0,12.0,0.0,0.0,,,,,10.0,6.0,30.0,6.8,183.1,2.0,68.0,17.0,,,,0.0,5.0,5.0,0.0,5.0,1.3,1.0,0.3,1.5,13.0,12.0,2.0,18.0,4.5,23.0,,,,5.8
zack-brown,Zack Brown,LB/DL,,,,,,0.0,0.0,12.0,,1.0,,,,,,,,,,,,,,,,5.0,,,,2.0,,,,4.4,20.0,5.0,2.0,22.0,4.4,22.0,,,,5.0
zack-mesday,Zack Mesday,FB/LB,,,,,,,,6.0,,2.5,,,,,,,,,,,,,,,,15.0,,,,11.0,,,,,,,,4.0,,1.0,,,,6.0
