player_id,player_name,positions,field_goal_yards,interceptions_lost,passing_tds,passing_yards,patkick,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards
byron-edwards,BYRON EDWARDS,WR,0.0,0.0,4.0,288.0,0.0,1.0,56.0,5.0,0.0,0.0
ijaaz-rashid,Ijaaz Rashid,JLB/WR,0.0,0.0,4.0,288.0,0.0,0.0,24.0,1.0,1.0,2.0
vincent-wilkerson-ii,Vincent Wilkerson II,WR,0.0,0.0,1.0,40.0,0.0,2.0,48.0,6.0,1.0,2.0
