player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,fielding_runouts,match_played
a-balbirnie,A Balbirnie,,264.0,24.0,0.0,17.0,228.0,3.0,,,,,,,3.0,,6.0
a-bohara,A Bohara,,14.0,0.0,2.0,22.0,13.0,0.0,66.0,2.0,0.0,51.0,0.0,0.0,,,2.0
a-gardner,A Gardner,,21.0,3.0,0.0,10.0,34.0,2.0,30.0,0.0,0.0,26.0,2.0,0.0,5.0,,3.0
a-khaka,A Khaka,,,,,,,,102.0,0.0,0.0,75.0,5.0,2.0,1.0,,3.0
a-nortje,A Nortje,,1.0,0.0,1.0,9.0,1.0,0.0,145.0,1.0,0.0,133.0,6.0,0.0,,,3.0
a-sutherland,A Sutherland,,86.0,4.0,0.0,10.0,52.0,1.0,90.0,1.0,0.0,73.0,2.0,8.0,3.0,,3.0
a-zampa,A Zampa,,55.0,2.0,2.0,73.0,28.0,0.0,768.0,0.0,0.0,641.0,27.0,7.0,,,13.0
ac-agar,AC Agar,,74.0,5.0,1.0,31.0,73.0,0.0,282.0,1.0,0.0,249.0,4.0,1.0,3.0,,5.0
ac-kerr,AC Kerr,,84.0,1.0,0.0,34.0,36.0,0.0,300.0,1.0,1.0,237.0,7.0,3.0,2.0,,6.0
ad-mathews,AD Mathews,,23.0,2.0,0.0,16.0,18.0,0.0,108.0,0.0,0.0,96.0,5.0,1.0,1.0,,3.0
ae-satterthwaite,AE Satterthwaite,,130.0,15.0,0.0,9.0,111.0,0.0,,,,,,,,,3.0
aj-finch,AJ Finch,,824.0,66.0,1.0,26.0,673.0,14.0,18.0,0.0,0.0,20.0,0.0,0.0,4.0,,13.0
aj-healy,AJ Healy,,133.0,21.0,0.0,5.0,134.0,2.0,,,,,,,,2.0,3.0
aj-turner,AJ Turner,,25.0,0.0,0.0,13.0,17.0,0.0,,,,,,,1.0,,3.0
al-phehlukwayo,AL Phehlukwayo,,33.0,1.0,0.0,14.0,14.0,0.0,222.0,0.0,0.0,215.0,4.0,14.0,2.0,,5.0
ar-mcbrine,AR McBrine,,129.0,7.0,1.0,45.0,101.0,2.0,288.0,0.0,0.0,268.0,6.0,4.0,,,6.0
as-joseph,AS Joseph,,31.0,3.0,1.0,29.0,16.0,0.0,360.0,2.0,0.0,265.0,18.0,12.0,3.0,,6.0
at-carey,AT Carey,,315.0,23.0,1.0,69.0,287.0,3.0,,,,,,,15.0,,13.0
au-rashid,AU Rashid,,53.0,3.0,2.0,47.0,56.0,2.0,404.0,4.0,2.0,362.0,12.0,3.0,1.0,,7.0
aarif-sheikh,Aarif Sheikh,,71.0,2.0,0.0,15.0,36.0,0.0,,,,,,,,,3.0
aaron-jones,Aaron Jones,RB,125.0,6.0,1.0,13.0,68.0,0.0,,,,,,,1.0,,4.0
abid-ali,Abid Ali,,54.0,9.0,0.0,4.0,43.0,0.0,,,,,,,,,2.0
afif-hossain,Afif Hossain,,4.0,1.0,0.0,4.0,7.0,0.0,12.0,0.0,0.0,12.0,1.0,0.0,,,1.0
ahmed-raza,Ahmed Raza,,40.0,1.0,0.0,19.0,27.0,0.0,162.0,3.0,0.0,88.0,7.0,1.0,1.0,,3.0
akshay-homraj,Akshay Homraj,,88.0,6.0,0.0,23.0,60.0,2.0,,,,,,,5.0,,4.0
al-amin-hossain,Al-Amin Hossain,,,,,,,,60.0,0.0,0.0,85.0,1.0,3.0,,,1.0
aqib-ilyas,Aqib Ilyas,,486.0,40.0,2.0,19.0,400.0,4.0,186.0,2.0,0.0,122.0,10.0,4.0,1.0,,6.0
b-bezuidenhout,B Bezuidenhout,,45.0,4.0,0.0,3.0,31.0,0.0,,,,,,,,,2.0
b-bhandari,B Bhandari,,151.0,13.0,0.0,21.0,120.0,2.0,,,,,,,6.0,1.0,3.0
