player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,fielding_runouts,match_played
a-brindle,A Brindle,,18.0,0.0,0.0,7.0,12.0,0.0,42.0,0.0,0.0,29.0,2.0,1.0,1.0,1.0,2.0
a-martin,A Martin,,,,,,,,18.0,0.0,0.0,20.0,1.0,0.0,2.0,,1.0
a-nehra,A Nehra,,,,,,,,24.0,0.0,0.0,22.0,2.0,0.0,1.0,1.0,1.0
a-shahzad,A Shahzad,,3.0,0.0,1.0,11.0,0.0,0.0,42.0,0.0,0.0,59.0,1.0,1.0,1.0,,2.0
a-sharma,A Sharma,,11.0,1.0,0.0,5.0,11.0,0.0,18.0,0.0,0.0,18.0,2.0,0.0,,1.0,1.0
aa-deshpande,AA Deshpande,,15.0,0.0,0.0,1.0,5.0,0.0,,,,,,,2.0,1.0,1.0
ab-barath,AB Barath,,20.0,2.0,0.0,2.0,15.0,0.0,,,,,,,,,1.0
ab-de-villiers,AB de Villiers,,10.0,2.0,0.0,4.0,14.0,0.0,,,,,,,,,1.0
ad-hales,AD Hales,,78.0,8.0,1.0,4.0,75.0,1.0,,,,,,,3.0,,4.0
ad-mathews,AD Mathews,,24.0,1.0,0.0,12.0,19.0,0.0,,,,,,,1.0,1.0,4.0
ad-russell,AD Russell,,29.0,2.0,1.0,26.0,23.0,0.0,72.0,0.0,2.0,106.0,1.0,4.0,,,5.0
ads-fletcher,ADS Fletcher,,21.0,0.0,0.0,3.0,12.0,1.0,,,,,,,2.0,,2.0
aj-finch,AJ Finch,,47.0,5.0,2.0,11.0,68.0,2.0,,,,,,,1.0,,2.0
al-hodgkinson,AL Hodgkinson,,7.0,1.0,0.0,4.0,5.0,0.0,,,,,,,,,1.0
am-rahane,AM Rahane,,42.0,8.0,0.0,4.0,61.0,0.0,,,,,,,1.0,,2.0
ar-nurse,AR Nurse,,3.0,1.0,1.0,9.0,6.0,0.0,48.0,0.0,0.0,56.0,0.0,1.0,1.0,,2.0
abdur-razzak,Abdur Razzak,,10.0,1.0,1.0,18.0,10.0,0.0,48.0,0.0,0.0,52.0,3.0,4.0,1.0,,2.0
abdur-rehman,Abdur Rehman,,8.0,0.0,0.0,8.0,7.0,0.0,24.0,0.0,0.0,22.0,2.0,1.0,1.0,,1.0
ahmed-shehzad,Ahmed Shehzad,,15.0,2.0,0.0,1.0,12.0,0.0,,,,,,,,,1.0
aizaz-cheema,Aizaz Cheema,,,,,,,,54.0,0.0,0.0,60.0,6.0,3.0,,,3.0
alok-kapali,Alok Kapali,,12.0,0.0,0.0,8.0,2.0,0.0,18.0,0.0,0.0,12.0,2.0,1.0,,,2.0
asad-shafiq,Asad Shafiq,,105.0,14.0,0.0,13.0,124.0,2.0,,,,,,,1.0,,5.0
b-lee,B Lee,,3.0,0.0,1.0,11.0,4.0,0.0,96.0,0.0,2.0,147.0,5.0,3.0,1.0,,4.0
ba-stokes,BA Stokes,,23.0,3.0,0.0,3.0,31.0,1.0,,,,,,,,1.0,2.0
baw-mendis,BAW Mendis,,1.0,0.0,1.0,11.0,0.0,0.0,42.0,1.0,0.0,36.0,7.0,1.0,,1.0,2.0
bb-mccullum,BB McCullum,,83.0,7.0,1.0,3.0,145.0,12.0,,,,,,,4.0,3.0,2.0
bj-haddin,BJ Haddin,,10.0,0.0,0.0,14.0,7.0,0.0,,,,,,,,,2.0
