player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,fielding_runouts,match_played
a-bohara,A Bohara,,3.0,0.0,1.0,11.0,2.0,0.0,138.0,1.0,0.0,173.0,7.0,5.0,2.0,1.0,9.0
a-gharti,A Gharti,,72.0,5.0,1.0,46.0,79.0,3.0,,,,,,,2.0,,8.0
a-ghiraiya,A Ghiraiya,,70.0,5.0,0.0,6.0,44.0,1.0,,,,,,,1.0,,6.0
a-kharel,A Kharel,,19.0,2.0,3.0,33.0,17.0,0.0,84.0,0.0,0.0,123.0,5.0,2.0,1.0,1.0,5.0
a-saud,A Saud,,71.0,9.0,0.0,13.0,68.0,1.0,,,,,,,1.0,4.0,6.0
a-shrestha,A Shrestha,,5.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,1.0
a-yadav,A Yadav,,24.0,0.0,0.0,13.0,12.0,0.0,48.0,0.0,0.0,69.0,3.0,6.0,4.0,,5.0
ags-gous,AGS Gous,,137.0,30.0,1.0,12.0,225.0,9.0,,,,,,,1.0,6.0,6.0
ak-sah,AK Sah,,111.0,10.0,1.0,9.0,132.0,7.0,,,,,,,12.0,,7.0
as-routela,AS Routela,,57.0,5.0,2.0,46.0,85.0,5.0,54.0,0.0,4.0,70.0,4.0,0.0,1.0,,8.0
aakarshit-gomel,Aakarshit Gomel,,15.0,0.0,0.0,5.0,8.0,0.0,6.0,0.0,0.0,13.0,0.0,0.0,,,1.0
aakash-chand,Aakash Chand,,3.0,0.0,0.0,10.0,1.0,0.0,42.0,0.0,1.0,74.0,0.0,3.0,,,4.0
aakash-tripathi,Aakash Tripathi,,30.0,1.0,1.0,18.0,19.0,0.0,,,,,,,1.0,,3.0
aarif-sheikh,Aarif Sheikh,,71.0,5.0,2.0,45.0,69.0,1.0,,,,,,,2.0,,8.0
aasif-sheikh,Aasif Sheikh,,151.0,17.0,0.0,20.0,162.0,5.0,,,,,,,6.0,,10.0
abhishesh-gautam,Abhishesh Gautam,,1.0,0.0,0.0,11.0,0.0,0.0,96.0,0.0,0.0,78.0,6.0,1.0,2.0,,4.0
aqib-ilyas,Aqib Ilyas,,32.0,3.0,0.0,6.0,23.0,0.0,42.0,0.0,0.0,50.0,1.0,0.0,,,2.0
b-aagri,B Aagri,,,,,,,,12.0,0.0,0.0,14.0,3.0,0.0,,,1.0
b-bhandari,B Bhandari,,213.0,19.0,1.0,18.0,235.0,10.0,,,,,,,1.0,7.0,9.0
b-karki,B Karki,,,,,,,,30.0,0.0,0.0,39.0,0.0,0.0,,,2.0
b-khatri,B Khatri,,3.0,0.0,1.0,9.0,4.0,0.0,6.0,0.0,0.0,12.0,0.0,0.0,1.0,,2.0
b-sharki,B Sharki,,98.0,6.0,0.0,26.0,78.0,1.0,30.0,0.0,0.0,30.0,0.0,1.0,3.0,1.0,7.0
b-yadav,B Yadav,,72.0,3.0,3.0,35.0,100.0,10.0,89.0,0.0,0.0,171.0,3.0,14.0,3.0,,6.0
bcj-cutting,BCJ Cutting,,19.0,1.0,0.0,18.0,10.0,0.0,,,,,,,1.0,,3.0
bfw-de-leede,BFW de Leede,,1.0,0.0,0.0,3.0,0.0,0.0,24.0,0.0,0.0,20.0,2.0,1.0,,,1.0
bj-mcmullen,BJ McMullen,,161.0,10.0,0.0,29.0,201.0,11.0,114.0,1.0,2.0,129.0,6.0,1.0,10.0,,9.0
bkel-milantha,BKEL Milantha,,224.0,35.0,1.0,24.0,293.0,9.0,,,,,,,1.0,7.0,10.0
bp-sharma,BP Sharma,,3.0,0.0,0.0,21.0,0.0,0.0,174.0,2.0,0.0,171.0,13.0,3.0,,1.0,8.0
bwm-mike,BWM Mike,,,,,,,,18.0,0.0,0.0,29.0,1.0,4.0,,,1.0
babar-hayat,Babar Hayat,,84.0,4.0,0.0,13.0,65.0,3.0,,,,,,,1.0,,5.0
basil-hameed,Basil Hameed,,6.0,0.0,1.0,11.0,3.0,0.0,36.0,0.0,0.0,53.0,1.0,0.0,,,2.0
