player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,fielding_runouts,match_played
a-campbell,A Campbell,,72.0,4.0,1.0,26.0,52.0,0.0,,,,,,,,,5.0
a-capsey,A Capsey,,83.0,14.0,2.0,18.0,118.0,4.0,95.0,0.0,0.0,99.0,8.0,1.0,4.0,2.0,6.0
a-cranstone,A Cranstone,,21.0,2.0,0.0,3.0,18.0,0.0,,,,,,,,,1.0
a-hartley,A Hartley,,5.0,0.0,2.0,21.0,3.0,0.0,120.0,0.0,0.0,128.0,4.0,2.0,1.0,,6.0
a-king,A King,,26.0,0.0,1.0,36.0,27.0,2.0,130.0,3.0,0.0,117.0,7.0,3.0,2.0,,7.0
a-lyth,A Lyth,,170.0,22.0,0.0,12.0,299.0,20.0,,,,,,,1.0,,8.0
a-shrubsole,A Shrubsole,,12.0,0.0,2.0,27.0,13.0,1.0,144.0,1.0,1.0,155.0,6.0,3.0,,2.0,8.0
a-sutherland,A Sutherland,,73.0,5.0,1.0,22.0,88.0,3.0,92.0,0.0,3.0,130.0,4.0,5.0,5.0,,6.0
a-wellington,A Wellington,,15.0,4.0,0.0,24.0,28.0,1.0,160.0,0.0,0.0,201.0,17.0,3.0,2.0,,8.0
a-zampa,A Zampa,,24.0,3.0,2.0,25.0,26.0,0.0,70.0,0.0,1.0,87.0,4.0,0.0,1.0,,4.0
ac-kerr,AC Kerr,,101.0,14.0,1.0,22.0,119.0,0.0,104.0,0.0,0.0,134.0,9.0,1.0,2.0,1.0,6.0
ad-hales,AD Hales,,170.0,27.0,0.0,10.0,259.0,11.0,,,,,,,5.0,,9.0
ad-russell,AD Russell,,88.0,9.0,2.0,25.0,148.0,12.0,75.0,0.0,0.0,133.0,4.0,7.0,5.0,,6.0
ae-jones,AE Jones,,100.0,18.0,1.0,17.0,123.0,0.0,,,,,,,,3.0,6.0
ae-satterthwaite,AE Satterthwaite,,34.0,3.0,0.0,10.0,24.0,0.0,,,,,,,1.0,,4.0
ah-maqsood,AH Maqsood,,2.0,0.0,0.0,11.0,0.0,0.0,45.0,0.0,0.0,61.0,2.0,0.0,,,5.0
aj-freeborn,AJ Freeborn,,55.0,9.0,2.0,35.0,60.0,0.0,,,,,,,1.0,2.0,5.0
aj-healy,AJ Healy,,85.0,22.0,0.0,6.0,129.0,3.0,,,,,,,1.0,2.0,6.0
aj-hose,AJ Hose,,114.0,17.0,1.0,34.0,182.0,7.0,,,,,,,,,7.0
aj-turner,AJ Turner,,44.0,7.0,1.0,22.0,75.0,2.0,5.0,0.0,0.0,7.0,1.0,0.0,3.0,,5.0
al-davies,AL Davies,,130.0,12.0,1.0,21.0,155.0,3.0,,,,,,,5.0,1.0,7.0
am-rossington,AM Rossington,,92.0,14.0,0.0,12.0,164.0,11.0,,,,,,,4.0,3.0,9.0
an-davidson-richards,AN Davidson-Richards,,27.0,1.0,3.0,30.0,21.0,0.0,100.0,0.0,0.0,157.0,7.0,4.0,2.0,,6.0
au-rashid,AU Rashid,,2.0,0.0,0.0,9.0,0.0,0.0,155.0,0.0,0.0,194.0,8.0,6.0,1.0,,8.0
az-monaghan,AZ Monaghan,,13.0,1.0,0.0,25.0,11.0,0.0,,,,,,,3.0,,4.0
ba-langston,BA Langston,,,,,,,,44.0,0.0,0.0,70.0,0.0,4.0,,1.0,3.0
ba-raine,BA Raine,,9.0,2.0,3.0,27.0,14.0,0.0,64.0,0.0,1.0,127.0,4.0,9.0,2.0,,4.0
bac-howell,BAC Howell,,50.0,4.0,2.0,43.0,63.0,1.0,155.0,0.0,1.0,202.0,9.0,0.0,2.0,,8.0
bam-heath,BAM Heath,,66.0,11.0,0.0,18.0,78.0,1.0,,,,,,,3.0,1.0,6.0
bf-smith,BF Smith,,107.0,16.0,0.0,9.0,118.0,2.0,110.0,0.0,0.0,125.0,9.0,4.0,1.0,,7.0
bj-dwarshuis,BJ Dwarshuis,,2.0,0.0,0.0,8.0,0.0,0.0,15.0,0.0,0.0,22.0,0.0,2.0,,,1.0
bl-doliveira,BL D'Oliveira,,22.0,0.0,0.0,12.0,10.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,,,2.0
bl-mooney,BL Mooney,,132.0,32.0,2.0,6.0,205.0,1.0,,,,,,,2.0,5.0,6.0
bm-duckett,BM Duckett,,162.0,21.0,1.0,30.0,220.0,5.0,,,,,,,3.0,1.0,8.0
br-mcdermott,BR McDermott,,118.0,12.0,0.0,13.0,157.0,6.0,,,,,,,1.0,,5.0
btj-wheal,BTJ Wheal,,,,,,,,45.0,0.0,0.0,75.0,1.0,1.0,,,3.0
c-munro,C Munro,,122.0,21.0,3.0,33.0,206.0,9.0,,,,,,,4.0,,8.0
c-nicholas,C Nicholas,,7.0,0.0,1.0,27.0,2.0,0.0,81.0,0.0,2.0,99.0,6.0,1.0,3.0,,6.0
c-overton,C Overton,,,,,,,,20.0,0.0,0.0,21.0,2.0,0.0,,,1.0
ce-dean,CE Dean,,41.0,6.0,1.0,26.0,38.0,0.0,94.0,1.0,0.0,128.0,0.0,1.0,2.0,3.0,6.0
ce-rudd,CE Rudd,,2.0,0.0,1.0,11.0,1.0,0.0,,,,,,,2.0,3.0,5.0
cf-parkinson,CF Parkinson,,,,,,,,20.0,0.0,0.0,22.0,1.0,1.0,1.0,,1.0
cg-benjamin,CG Benjamin,,70.0,6.0,0.0,31.0,66.0,2.0,,,,,,,4.0,,7.0
cg-harrison,CG Harrison,,,,,,,,,,,,,,1.0,,1.0
cj-jordan,CJ Jordan,,12.0,2.0,1.0,17.0,22.0,1.0,55.0,0.0,0.0,78.0,3.0,3.0,,1.0,3.0
cl-griffith,CL Griffith,,17.0,1.0,0.0,14.0,14.0,0.0,,,,,,,,,2.0
cn-ackermann,CN Ackermann,,2.0,0.0,1.0,6.0,3.0,0.0,,,,,,,2.0,,1.0
cn-miles,CN Miles,,2.0,0.0,1.0,10.0,1.0,0.0,74.0,0.0,1.0,135.0,4.0,6.0,3.0,,6.0
cp-wood,CP Wood,,1.0,0.0,0.0,10.0,1.0,0.0,105.0,0.0,1.0,155.0,6.0,7.0,1.0,,6.0
d-moriarty,D Moriarty,,3.0,0.0,0.0,10.0,1.0,0.0,20.0,0.0,0.0,28.0,0.0,1.0,,,1.0
d-mullan,D Mullan,,10.0,1.0,0.0,6.0,9.0,0.0,,,,,,,,,1.0
d-pretorius,D Pretorius,,40.0,6.0,1.0,29.0,71.0,5.0,85.0,0.0,0.0,135.0,4.0,6.0,2.0,,5.0
d-wiese,D Wiese,,82.0,6.0,1.0,45.0,150.0,14.0,125.0,0.0,2.0,216.0,7.0,5.0,1.0,1.0,7.0
d-van-niekerk,D van Niekerk,,21.0,3.0,1.0,4.0,21.0,0.0,15.0,0.0,0.0,19.0,0.0,0.0,,,2.0
da-miller,DA Miller,,80.0,2.0,1.0,35.0,73.0,2.0,,,,,,,3.0,,7.0
da-payne,DA Payne,,9.0,0.0,1.0,29.0,10.0,1.0,141.0,0.0,0.0,215.0,4.0,6.0,2.0,,8.0
