player_id,player_name,positions,match_loss,match_played,match_win,team_points_against,team_points_for
brooklyn-ideson,Brooklyn Ideson,,1.0,1.0,0.0,6.0,5.0
ethan-brewster,Ethan Brewster,,0.0,1.0,1.0,7.0,10.0
jacob-schmidt,Jacob Schmidt,,1.0,1.0,0.0,10.0,7.0
kaito-fujii,Kaito Fujii,,0.0,1.0,1.0,5.0,6.0
katrine-schmidt,Katrine Schmidt,,1.0,1.0,0.0,10.0,7.0
owen-henry,Owen Henry,,1.0,1.0,0.0,6.0,5.0
tia-laurie,Tia Laurie,,0.0,1.0,1.0,7.0,10.0
yuina-miura,Yuina Miura,,0.0,1.0,1.0,5.0,6.0
