player_id,player_name,positions,def_ff,def_fr,def_int,def_pd,def_sacks,def_tackles,fg_att,fg_made,gp,kr_no,kr_td,kr_yds,pass_att,pass_cmp,pass_int,pass_td,pass_yds,pat_att,pat_made,pr_no,pr_td,pr_yds,punt_no,punt_yds,recv_rec,recv_td,recv_yds,rush_att,rush_td,rush_yds
e-kaser,E. Kaser,LB,,,,,,7.0,,,8.0,,,,,,,,,,,,,,,,,,,,,
e-köhncke,E. Köhncke,CB,,,,,,16.0,,,10.0,,,,,,,,,,,,,,,,,,,2.0,,5.0
e-laalo,E. Laalo,CB,,,,2.0,3.0,46.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
e-lui,E. Lui,DT,,,,,1.5,17.0,,,7.0,,,,,,,,,,,,,,,,2.0,2.0,5.0,2.0,1.0,2.0
e-lópez-muñoz,E. López Muñoz,LB,,,1.0,1.0,,6.0,,,4.0,,,,,,,,,,,,,,,,,,,1.0,,2.0
e-molina-belmar,E. Molina Belmar,RB,,,,,,,,,12.0,,,,,,,,,,,,,,,,19.0,2.0,139.0,102.0,8.0,671.0
e-morales-iii,E. Morales III,LB,,2.0,1.0,2.0,,20.0,,,3.0,1.0,,19.0,,,,,,,,2.0,,27.0,,,,,,,,
e-paszkiewicz,E. Paszkiewicz,DE,,1.0,,1.0,1.5,12.0,,,6.0,,,,,,,,,,,,,,,,,,,,,
e-perez-perez,E. Perez Perez,WR,,,,,,2.0,,,12.0,,,,,,,,,,,,,,,,4.0,1.0,65.0,20.0,2.0,113.0
e-rabin,E. Rabin,WR,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,2.0,1.0,71.0,,,
e-salum,E. Salum,QB,,,,,,2.0,,,4.0,,,,109.0,48.0,7.0,8.0,677.0,,,,,,,,,,,55.0,2.0,341.0
e-trinkl,E. Trinkl,K,,,,1.0,,,,,4.0,,,,,,,,,1.0,1.0,,,,,,,,,,,
edwin-elio,Edwin Élio,DL/LB,1.0,,,,,9.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
elijah-böhm,Elijah Böhm,,,,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,
eric-schlomm,Eric Schlomm,K,,,,,,,9.0,8.0,8.0,,,,,,,,,17.0,13.0,,,,,,,,,,,
evans-yeboah,Evans Yeboah,DL/LB,,,1.0,3.0,2.5,15.0,,,8.0,,,,,,,,,,,,,,,,,,,,,
exavier-edwards,Exavier Edwards,S,,9.0,1.0,3.0,,19.0,,,5.0,4.0,,98.0,,,,,,,,9.0,,176.0,,,,,,3.0,,14.0
f-bruhin,F. Bruhin,CB,,,,3.0,,39.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
f-egger,F. Egger,DE,,,,,1.0,8.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
f-födinger,F. Födinger,LB,1.0,,,,1.0,11.0,,,5.0,,,,,,,,,,,,,,,,,,,,,
f-kažmír,F. Kažmír,WR,,,,,,,,,12.0,,,,,,,,,,,,,,,,3.0,1.0,26.0,1.0,,
f-korger,F. Korger,LB,,1.0,1.0,,,8.0,,,3.0,,,,,,,,,,,,,,,,,,,,,
f-larose,F. Larose,WR,,,,,,,,,12.0,1.0,,17.0,,,,,,,,,,,,,22.0,3.0,289.0,,,
f-lengauer,F. Lengauer,WR,,,,,,3.0,,,12.0,,,,,,,,,,,,,,,,23.0,2.0,230.0,1.0,,
f-maffi,F. Maffi,LB,,3.0,,2.0,,40.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
f-mousel,F. Mousel,DT,,,,,,11.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
f-ongari,F. Ongari,DE,,,,,,1.0,,,5.0,,,,,,,,,,,,,,,,,,,,,
f-proulx,F. Proulx,CB,,1.0,1.0,3.0,0.5,37.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
f-reitter,F. Reitter,WR,,,,,,,,,12.0,,,,,,,,,,,,,,,,12.0,2.0,173.0,1.0,,2.0
f-rivelli,F. Rivelli,DT,,1.0,,,,13.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
f-strahm,F. Strahm,LB,,,,,1.0,2.0,,,6.0,,,,,,,,,,,,,,,,,,,,,
f-tchuda,F. Tchuda,DT,,,,,,4.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
f-wenz,F. Wenz,RB,,,,,,1.0,,,4.0,,,,,,,,,,,,,,,,1.0,,6.0,5.0,,2.0
f-ziegler,F. Ziegler,LB,,,,2.0,,67.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
fabio-tartarotti,Fabio Tartarotti,LB,,,,,,3.0,,,8.0,,,,,,,,,,,,,,,,,,,,,
felix-lepper,Felix Lepper,,,,,,,1.0,,,7.0,,,,,,,,,,,,,,,,,,,,,
felix-mohlberg,Felix Mohlberg,LB/S,,,,,,8.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
flamur-simon,Flamur Simon,LB,,1.0,,2.0,1.0,75.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
florian-albrecht,Florian Albrecht,,,,,3.0,,20.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
florian-bierbaumer,Florian Bierbaumer,TE/WR,,,,,,,,,9.0,,,,,,,,,,,,,,,,17.0,4.0,208.0,,,
florian-eichhorn,Florian Eichhorn,TE/WR,,,,,1.0,2.0,,,12.0,,,,,,,,,,,,,,,,6.0,,118.0,,,
florian-grünsteidl,Florian Grünsteidl,LB,1.0,,,,3.5,11.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
florian-sudi,Florian Sudi,DL/LB,,,,1.0,2.5,21.0,,,12.0,,,,,,,,,,,,,,4.0,186.0,1.0,1.0,2.0,,,
frederik-schneider,Frederik Schneider,,,,,,0.5,2.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
g-battistella,G. Battistella,CB,,,,,,4.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
g-berkes,G. Berkes,P,,,,,,,,,4.0,,,,,,,,,,,,,,4.0,103.0,,,,,,
g-beucler,G. Beucler,QB,,,,,,3.0,,,4.0,,,,172.0,90.0,9.0,6.0,927.0,,,,,,,,,,,14.0,,
g-brandt,G. Brandt,OT,,,,,,1.0,,,12.0,,,,,,,,,,,,,,,,,,,1.0,1.0,6.0
g-calonego,G. Calonego,WR,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,1.0,,4.0,,,
g-haro-blasco,G. Haro Blasco,RB,,,,,,1.0,,,4.0,,,,,,,,,,,,,,,,,,,4.0,,
g-hartai,G. Hartai,OT,,,,,,1.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
g-kispál,G. Kispál,C,,,,,,1.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
g-nogueira-montagner,G. Nogueira Montagner,DT,,,,,1.0,31.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
g-poerschke,G. Poerschke,CB,,,,,,2.0,,,3.0,,,,,,,,,,,,,,,,,,,,,
g-santagostino,G. Santagostino,WR,,,,,,1.0,,,7.0,,,,,,,,,,,,,,,,7.0,1.0,114.0,,,
g-zani,G. Zani,WR,,,,,,1.0,,,12.0,,,,,,,,,,,,,,,,4.0,,24.0,,,
gennadiy-adams,Gennadiy Adams,RB,,,,,,3.0,,,12.0,,,,,,,,,,,,,,,,24.0,4.0,324.0,86.0,4.0,345.0
gerald-ameln,Gerald Ameln,RB,,,,,,,,,7.0,,,,,,,,,,,,,,,,10.0,1.0,90.0,146.0,5.0,588.0
gerd-mitterdorfer,Gerd Mitterdorfer,,,,,,,1.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
giacomo-de-pauli,Giacomo De Pauli,RB,,,,,,,,,9.0,,,,1.0,1.0,,,3.0,,,,,,,,,,,,,
gino-vito-behling-lang,Gino-Vito Behling-Lang,LB,,,,,1.0,3.0,,,7.0,,,,,,,,,,,,,,,,,,,,,
giorgio-tavecchio,Giorgio Tavecchio,K,,,,,,1.0,,,12.0,,,,,,,,,,,,,,2.0,72.0,,,,,,
giovanni-nanguy,Giovanni Nanguy,DL/LB,,1.0,,1.0,1.0,10.0,,,6.0,,,,,,,,,,,,,,,,,,,,,
glen-toonga,Glen Toonga,RB,,,,,,2.0,,,12.0,,,,1.0,1.0,,,3.0,,,,,,,,19.0,1.0,214.0,256.0,30.0,1576.0
h-arias-hernández,H. Arias Hernández,RB,,,,,,2.0,,,9.0,2.0,,26.0,,,,,,,,,,,,,1.0,,,10.0,,46.0
h-dyrendahl,H. Dyrendahl,LB,1.0,,1.0,1.0,1.5,135.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
h-frej,H. Frej,TE,,,,,,2.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
h-hobson,H. Hobson,LB,1.0,,,,1.0,34.0,,,7.0,,,,,,,,,,,,,,,,,,,,,
h-klages,H. Klages,DT,,,,1.0,4.0,23.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
h-mireles,H. Mireles,DE,,1.0,,,,8.0,,,5.0,,,,,,,,,,,,,,,,,,,,,
h-nichols,H. Nichols,LB,,1.0,,,,15.0,,,5.0,7.0,,170.0,,,,,,,,1.0,,18.0,,,,,,,,
h-nielsen,H. Nielsen,LB,,,,,,8.0,,,3.0,,,,,,,,,,,,,,,,,,,,,
h-osei-owusu,H. Osei-Owusu,RB,,,,,,2.0,,,6.0,6.0,,135.0,,,,,,,,,,,,,1.0,,23.0,13.0,,27.0
h-rowland,H. Rowland,TE,,1.0,,,,2.0,,,5.0,,,,,,,,,,,,,,1.0,45.0,14.0,,67.0,,,
h-rutishauser,H. Rutishauser,,,,,,,1.0,,,5.0,,,,,,,,,,,,,,,,,,,,,
h-tekedam,H. Tekedam,QB,,,,,,1.0,,,12.0,3.0,,49.0,,,,,,,,,,,,,48.0,4.0,761.0,1.0,,7.0
harlan-kwofie,Harlan Kwofie,WR,,,,,,,,,11.0,,,,,,,,,,,,,,,,20.0,6.0,374.0,3.0,,43.0
hendrik-schwarz,Hendrik Schwarz,WR,,,,,,1.0,,,12.0,,,,,,,,,,,,,,23.0,823.0,2.0,,20.0,,,
hiswill-awuah,Hiswill Awuah,DL/LB,,,,,2.5,35.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
hubert-ogrodowczyk,Hubert Ogrodowczyk,LB,,,,1.0,2.5,39.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
i-ahidazan,I. Ahidazan,CB,,,,,,3.0,,,5.0,,,,,,,,,,,,,,,,,,,,,
i-ajanah,I. Ajanah,DE,,,,,1.5,11.0,,,7.0,,,,,,,,,,,,,,,,,,,,,
i-alsina-virgili,I. Alsina Virgili,WR,,,,,,3.0,,,12.0,,,,,,,,,,,,,,,,2.0,,16.0,,,
i-cherideu,I. Cherideu,TE,,,,,,1.0,,,5.0,,,,,,,,,,,,,,,,,,,,,
i-diz-bravo,I. Diz Bravo,TE,,,,,,,,,11.0,,,,,,,,,,,,,,,,1.0,,18.0,,,
i-iordanov-rodriguez,I. Iordanov Rodriguez,WR,,,,,,,,,12.0,,,,,,,,,,,,,,,,14.0,2.0,88.0,1.0,,12.0
i-mbungu,I. Mbungu,RB,1.0,,,9.0,,1.0,,,7.0,,,,,,,,,,,4.0,,75.0,,,2.0,,11.0,20.0,,44.0
i-salem-ramky,I. Salem Ramky,WR,,,,,,,,,5.0,,,,,,,,,,,,,,,,18.0,1.0,213.0,,,
i-telijah-donadelle,I. Telijah Donadelle,WR,,2.0,,,,3.0,,,6.0,9.0,,200.0,,,,,,,,2.0,,22.0,,,32.0,2.0,310.0,5.0,,17.0
i-ukachu,I. Ukachu,CB,,,,1.0,,20.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
i-webb-iii,I. Webb III,CB,,,,2.0,,40.0,,,7.0,,,,,,,,,,,,,,,,,,,,,
i-weed,I. Weed,QB,,,,,,3.0,,,12.0,,,,359.0,221.0,14.0,17.0,2557.0,,,,,,,,,,,85.0,8.0,721.0
ian-gehrke,Ian Gehrke,QB,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,
j-adjetey,J. Adjetey,CB,,,,6.0,,10.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
j-aguado-vento,J. Aguado Vento,LB,,,,,,14.0,,,7.0,,,,,,,,,,,,,,,,,,,,,
j-alexandre,J. Alexandre,WR,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,
j-angulo,J. Angulo,WR,,,,,,,,,2.0,3.0,,120.0,,,,,,,,,,,,,4.0,,60.0,3.0,,5.0
j-ałdaś,J. Ałdaś,K,,,,,,1.0,11.0,6.0,12.0,,,,,,,,,39.0,36.0,,,,,,,,,,,
j-baidal-macias,J. Baidal Macias,QB,,,,,,,,,12.0,,,,1.0,,,,,,,,,,,,,,,,,
j-brooks,J. Brooks,DE,2.0,1.0,,2.0,7.5,41.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
j-carrasco-sanz,J. Carrasco Sanz,LB,1.0,,,1.0,,23.0,,,5.0,,,,,,,,,,,,,,,,1.0,,6.0,,,
j-ciurkot,J. Ciurkot,K,,,,,,2.0,,,10.0,,,,,,,,,8.0,6.0,,,,,,,,,,,
j-cole,J. Cole,WR,,,,,,2.0,,,4.0,5.0,,114.0,,,,,,,,8.0,,137.0,,,10.0,2.0,102.0,2.0,,10.0
j-conus,J. Conus,LB,,,,,,29.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
j-del-pozo-fernandez,J. Del Pozo Fernandez,LB,,,,,,5.0,,,3.0,,,,,,,,,,,,,,,,,,,,,
j-escobar-farrera,J. Escobar Farrera,OT,,,,,1.0,8.0,,,5.0,,,,,,,,,,,,,,,,,,,,,
j-evers,J. Evers,FB,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,1.0,,
j-falk,J. Falk,LB,1.0,1.0,1.0,1.0,2.0,146.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
j-flores-calderon,J. Flores-Calderon,WR,,,,,,1.0,,,12.0,,,,,,,,,,,,,,,,33.0,8.0,732.0,,,
j-flowers,J. Flowers,CB,,,,1.0,,19.0,,,5.0,,,,,,,,,,,,,,,,,,,,,
j-fuschelberger,J. Fuschelberger,CB,,,,,,3.0,,,5.0,,,,,,,,,,,,,,,,,,,,,
j-gacek,J. Gacek,CB,,1.0,1.0,8.0,,59.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
j-gebhardt,J. Gebhardt,LB,,,,,,2.0,,,3.0,,,,,,,,,,,,,,,,,,,,,
j-genmark-heath,J. Genmark Heath,LB,,,1.0,1.0,1.5,26.0,,,8.0,,,,,,,,,,,,,,,,2.0,1.0,35.0,25.0,1.0,110.0
j-gürntke,J. Gürntke,LB,,,3.0,2.0,,40.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
j-harms,J. Harms,DT,,,,1.0,1.0,12.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
j-hernandez-jimenez,J. Hernandez Jimenez,LB,1.0,1.0,,1.0,1.0,66.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
j-ipsen,J. Ipsen,DT,,1.0,,,,4.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
j-janota,J. Janota,WR,,,,,,7.0,,,12.0,19.0,,374.0,,,,,,,,1.0,1.0,,,,22.0,,186.0,3.0,,
j-ječný,J. Ječný,LB,,,,,1.0,6.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
j-kapellari,J. Kapellari,WR,,,,,,,,,4.0,1.0,,45.0,,,,,,,,,,,,,,,,,,
j-koerner,J. Koerner,LB,,,1.0,1.0,1.0,19.0,,,3.0,,,,,,,,,,,,,,,,,,,,,
j-krs,J. Krs,LB,,,,5.0,,91.0,,,12.0,,,,,,,,,,,,,,1.0,42.0,,,,,,
j-köhnlein,J. Köhnlein,DT,,,,,1.0,32.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
j-ladero-vera,J. Ladero Vera,P,,,,,,,1.0,,2.0,,,,,,,,,1.0,1.0,,,,12.0,316.0,,,,,,
j-lipták,J. Lipták,DT,,,,,,5.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
j-loew,J. Loew,DT,,,,1.0,1.0,26.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
j-malki,J. Malki,TE,,,,,,,,,12.0,,,,,,,,,,,,,,,,4.0,,30.0,,,
j-mangel,J. Mangel,QB,,1.0,,,,1.0,,,12.0,,,,417.0,237.0,8.0,17.0,2318.0,,,,,,,,,,,26.0,1.0,37.0
j-mcclam,J. McClam,WR,,,,,,,,,6.0,16.0,,263.0,,,,,,,,,,,,,27.0,1.0,428.0,3.0,,
j-mensah,J. Mensah,CB,,,1.0,1.0,,6.0,,,7.0,,,,,,,,,,,,,,,,,,,,,
j-müller,J. Müller,WR,,,,,,,,,5.0,,,,,,,,,,,,,,,,4.0,,38.0,,,
j-neugebauer,J. Neugebauer,WR,,,,,,3.0,,,10.0,,,,,,,,,,,,,,,,34.0,3.0,551.0,,,
j-norwood,J. Norwood,QB,,,,,,,,,7.0,1.0,,15.0,70.0,49.0,,7.0,538.0,,,,,,,,7.0,,61.0,44.0,4.0,323.0
j-pietsch,J. Pietsch,WR,,,,,,4.0,,,12.0,,,,,,,,,,,,,,,,22.0,4.0,335.0,,,
j-ramos-velasco,J. Ramos Velasco,WR,,,,,,2.0,,,4.0,,,,,,,,,,,,,,,,,,,,,
j-regan,J. Regan,DE,4.0,1.0,,,8.5,52.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
j-roca-sanchez,J. Roca Sanchez,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
j-ruiz-martínez,J. Ruiz Martínez,OT,,,,,,1.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
j-sanders,J. Sanders,WR,,,,,,7.0,,,6.0,,,,,,,,,,,,,,,,,,,,,
j-schneider,J. Schneider,WR,,,,,,,,,4.0,,,,,,,,,,,,,,,,1.0,,4.0,,,
j-schwaiger,J. Schwaiger,LB,,,,,,16.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
j-smith,J. Smith,QB,,,,,,,,,5.0,,,,161.0,84.0,2.0,6.0,1140.0,,,,,,,,,,,42.0,3.0,202.0
j-smutný,J. Smutný,DT,,,,4.0,2.0,51.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
j-starý,J. Starý,DE,,,,,2.0,24.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
j-stork,J. Stork,P,,,,,,1.0,4.0,2.0,12.0,,,,,,,,,6.0,4.0,,,,59.0,1953.0,,,,1.0,,
j-sueur,J. Sueur,LB,,,,2.0,,26.0,,,5.0,,,,,,,,,,,,,,,,,,,,,
j-telnar,J. Telnar,CB,,,,3.0,,13.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
j-varela-borges,J. Varela Borges,DE,,1.0,,,0.5,4.0,,,7.0,,,,,,,,,,,,,,,,,,,,,
j-vast,J. Vast,WR,,1.0,,,,2.0,,,5.0,8.0,,84.0,,,,,,,,,,,,,7.0,1.0,145.0,4.0,,12.0
j-zilai,J. Zilai,LB,,1.0,,2.0,2.0,100.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
j-zirngibl,J. Zirngibl,DE,2.0,1.0,,3.0,9.0,47.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
j-čermák,J. Čermák,OG,,,,,,,,,12.0,,,,,,,,,,,,,,,,1.0,,32.0,,,
j-śmigielski,J. Śmigielski,RB,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,,8.0
jadrian-alexander-clark,Jadrian Alexander Clark,QB,,,,,,,,,12.0,,,,252.0,171.0,8.0,27.0,2215.0,,,,,,,,1.0,,,14.0,1.0,64.0
jahn-jesus-lara-perez,Jahn Jesus Lara Perez,DE/LB,,,,,1.0,11.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
jai-albert-lloyd-jackson,Jai-Albert Lloyd Jackson,,,1.0,,,5.0,55.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
jakeb-sullivan,Jakeb Sullivan,QB,,,,,,2.0,,,12.0,,,,411.0,258.0,10.0,25.0,3216.0,,,,,,,,,,,48.0,3.0,161.0
jakub-mazan,Jakub Mazan,,,,,,,,,,9.0,,,,1.0,1.0,,1.0,7.0,,,,,,,,14.0,1.0,143.0,,,
jakub-zmaczyński,Jakub Zmaczyński,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,
jalen-embry,Jalen Embry,CB/DB/LB,,,4.0,4.0,,32.0,,,8.0,,,,,,,,,,,,,,,,,,,,,
jamal-okeke,Jamal Okeke,,,,,2.0,,10.0,,,6.0,,,,,,,,,,,,,,,,,,,,,
jamalcolm-liggins,Jamalcolm Liggins,CB/LB,1.0,,2.0,12.0,,30.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
jan-mayerhofer,Jan Mayerhofer,LB/S,,1.0,,4.0,1.0,51.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
jan-phillip-bombek,Jan-Phillip Bombek,LB,,,,1.0,2.5,15.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
janek-wenke,Janek Wenke,DE/LB,,,,,8.0,37.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
jannik-loercks,Jannik Loercks,WR,,,,,,3.0,,,12.0,20.0,,288.0,,,,,,,,,,,,,45.0,4.0,577.0,,,
jannik-nowak,Jannik Nowak,QB/WR,,,,,,,,,12.0,,,,1.0,1.0,,1.0,17.0,,,,,,,,4.0,,63.0,,,
jannik-seibel,Jannik Seibel,DB/LB,1.0,1.0,2.0,3.0,,28.0,,,11.0,,,,,,,,,1.0,,,,,,,,,,,,
jason-chikere,Jason Chikere,DL/LB,,,,1.0,0.5,12.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
jason-rilwann-aguemon,Jason Rilwann Aguemon,RB,,,,,,1.0,,,10.0,,,,,,,,,,,,,,,,,,,66.0,4.0,430.0
javier-barrena,Javier Barrena,,,,,,,1.0,,,12.0,,,,,,,,,,,,,,,,1.0,,14.0,,,
javier-carrasco-sanz,Javier Carrasco Sanz,,1.0,,,,,7.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
jean-charles-moukouri,Jean-Charles Moukouri,RB,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,50.0,,270.0
jean-claude-madin-cerezo,Jean-Claude Madin Cerezo,WR,1.0,,,,,4.0,,,12.0,3.0,,59.0,,,,,,,,,,,,,32.0,7.0,607.0,,,
jens-appelt,Jens Appelt,K,,,,,,3.0,13.0,12.0,12.0,,,,,,,,,39.0,25.0,,,,1.0,8.0,,,,,,
jens-walter,Jens Walter,TE,,,,,,3.0,,,12.0,,,,,,,,,,,,,,,,14.0,,138.0,1.0,,
jeremy-sarfo,Jeremy Sarfo,LB,,,,,,25.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
joan-carles-bartra,Joan Carles Bartra,,,,1.0,,,13.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
jocques-crawford,Jocques Crawford,RB,,,,,,2.0,,,8.0,,,,1.0,1.0,,,3.0,,,,,,,,22.0,3.0,276.0,132.0,4.0,608.0
johannes-schütz,Johannes Schütz,WR,,1.0,,,,2.0,,,12.0,,,,,,,,,,,1.0,,51.0,,,26.0,4.0,288.0,14.0,,82.0
john-levi-kruse,John Levi Kruse,FB/WR,,,,,,6.0,,,9.0,,,,,,,,,,,,,,,,9.0,1.0,100.0,,,
john-uribe,John Uribe,QB,,,,,,,,,3.0,,,,79.0,48.0,1.0,7.0,626.0,,,,,,,,,,,12.0,,52.0
jonas-schenderlein,Jonas Schenderlein,K,,,,,,1.0,4.0,3.0,5.0,,,,,,,,,11.0,9.0,,,,,,,,,,,
jonell-patrice-pelie,Jonell Patrice Pelie,LB,,,,2.0,1.0,22.0,,,7.0,,,,,,,,,,,,,,,,,,,,,
jordan-bouah,Jordan Bouah,RB/WR,,,,,,1.0,,,4.0,1.0,,12.0,,,,,,,,,,,,,17.0,5.0,337.0,2.0,,5.0
jordi-brugnani,Jordi Brugnani,CB/LB,1.0,,,4.0,,27.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
jorge-felix-velasco-velo,Jorge Felix Velasco Velo,LB,2.0,,,1.0,,16.0,,,5.0,,,,,,,,,,,,,,,,,,,,,
joshua-jacob,Joshua Jacob,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,2.0,,12.0
joshua-poznanski,Joshua Poznanski,LB/S,,,1.0,3.0,,46.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
julian-ampaw,Julian Ampaw,RB,,,,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,6.0,,3.0
julian-jakob,Julian Jakob,CB/LB,,,,,,4.0,,,5.0,,,,,,,,,,,,,,,,,,,,,
julian-ludwig-mayorga,Julian Ludwig-Mayorga,DB/LB,,,1.0,2.0,,4.0,,,3.0,,,,,,,,,,,,,,,,,,,,,
julian-perfler,Julian Perfler,LB,,1.0,,,,7.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
junior-nkembi,Junior Nkembi,DB/LB,,3.0,2.0,1.0,1.0,27.0,,,5.0,3.0,,98.0,,,,,,,,3.0,,41.0,,,,,,,,
justin-rodney,Justin Rodney,RB,,,,,,,,,11.0,,,,,,,,,,,,,,,,16.0,2.0,183.0,127.0,6.0,875.0
justin-schlesinger,Justin Schlesinger,WR,,,,2.0,,2.0,,,8.0,,,,,,,,,,,,,,,,21.0,2.0,269.0,1.0,,2.0
justus-sleiman,Justus Sleiman,DL,,,,,,10.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
k-abrokwa,K. Abrokwa,RB,,,,,,1.0,,,6.0,,,,,,,,,,,,,,,,,,,,,
k-adisa,K. Adisa,CB,,,,4.0,,22.0,,,7.0,,,,,,,,,,,,,,,,,,,,,
k-bentin,K. Bentin,LB,,,,,0.5,8.0,,,7.0,,,,,,,,,,,,,,,,,,,,,
k-binnemann,K. Binnemann,DE,,,,,,7.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
k-eltifi,K. Eltifi,,,,,,,1.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
k-floret,K. Floret,CB,,,,1.0,,28.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
k-gongarad,K. Gongarad,LB,,,,,,18.0,,,8.0,,,,,,,,,,,,,,,,,,,,,
k-hike-jr,K. Hike Jr.,CB/LB,1.0,3.0,2.0,11.0,,31.0,,,7.0,9.0,1.0,347.0,,,,,,,,3.0,,65.0,,,,,,,,
k-jaszewski,K. Jaszewski,WR,,,,,,5.0,,,12.0,,,,,,,,,,,,,,,,20.0,2.0,201.0,1.0,1.0,5.0
k-jazienicki,K. Jazienicki,CB,,,,,,3.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
k-kaya,K. Kaya,WR,,,,,,,,,12.0,,,,,,,,,,,,,,,,50.0,6.0,768.0,,,
k-khay,K. Khay,LB,,3.0,,3.0,1.5,86.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
k-lyles,K. Lyles,QB,,,,,,,,,5.0,,,,124.0,59.0,3.0,5.0,741.0,,,,,,,,,,,27.0,,61.0
k-martin,K. Martin,QB,,,,,,,,,1.0,,,,30.0,22.0,,5.0,327.0,,,,,,,,,,,6.0,,54.0
k-mcknight-jr,K. McKnight Jr.,WR,,,,,,,,,9.0,5.0,,124.0,,,,,,,,13.0,,235.0,,,49.0,6.0,691.0,3.0,,119.0
k-osseni,K. Osseni,CB,,,,,,8.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
k-pajarinen,K. Pajarinen,RB,,,,,,1.0,,,12.0,,,,,,,,,,,,,,,,19.0,1.0,146.0,196.0,13.0,1123.0
