player_id,player_name,positions,def_ff,def_fr,def_int,def_pd,def_sacks,def_tackles,fg_att,fg_made,gp,kr_no,kr_td,kr_yds,pass_att,pass_cmp,pass_int,pass_td,pass_yds,pat_att,pat_made,pr_no,pr_td,pr_yds,punt_no,punt_yds,recv_rec,recv_td,recv_yds,rush_att,rush_td,rush_yds
l-bassi,L. Bassi,WR,,,,,,3.0,,,6.0,,,,,,,,,,,,,,,,20.0,2.0,236.0,,,
l-benedek,L. Benedek,WR,,,,,,,,,10.0,,,,,,,,,,,,,,49.0,1720.0,10.0,,136.0,4.0,,
l-bianchi,L. Bianchi,WR,,,,,,,,,6.0,,,,,,,,,,,,,,,,2.0,,6.0,,,
l-boros,L. Boros,TE,,,,,,2.0,,,7.0,,,,,,,,,,,,,,,,4.0,,33.0,,,
l-crosby,L. Crosby,LB,,,1.0,,,35.0,,,5.0,,,,,,,,,,,,,,,,,,,9.0,,54.0
l-engel,L. Engel,LB,1.0,,1.0,1.0,,34.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
l-franchi,L. Franchi,TE,,,,,,2.0,,,9.0,,,,,,,,,,,,,,,,18.0,2.0,229.0,1.0,,13.0
l-gantar,L. Gantar,CB,,,,,,3.0,,,4.0,,,,,,,,,,,,,,,,,,,,,
l-gioco,L. Gioco,LB,,,,,,24.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
l-glenna,L. Glenna,LB,2.0,1.0,4.0,7.0,,137.0,,,12.0,1.0,,22.0,,,,,,,,2.0,,14.0,,,,,,,,
l-harting-candido,L. Harting Candido,RB,,,,,,1.0,,,8.0,,,,,,,,,,,,,,,,4.0,,64.0,16.0,1.0,32.0
l-heidrich,L. Heidrich,QB,,,,,,,,,11.0,,,,80.0,42.0,2.0,7.0,585.0,,,,,,,,,,,14.0,,
l-horák,L. Horák,CB,,,,,,6.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
l-jokiel,L. Jokiel,OT,,,,,,2.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
l-kadlec,L. Kadlec,WR,,,,,,,,,10.0,,,,,,,,,,,,,,,,19.0,1.0,245.0,,,
l-krieg,L. Krieg,K,,,,,,2.0,10.0,8.0,12.0,,,,,,,,,51.0,35.0,,,,1.0,48.0,,,,,,
l-liebenow,L. Liebenow,RB,,,,,,1.0,,,5.0,1.0,,21.0,,,,,,,,,,,,,,,,15.0,,63.0
l-maier,L. Maier,LB/OG,,,,,,1.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
l-misangumukini,L. Misangumukini,DE,,,,,0.5,5.0,,,2.0,,,,,,,,,,,,,,,,,,,,,
l-nawrocki,L. Nawrocki,WR,,,,,,,,,3.0,,,,,,,,,,,,,,,,5.0,,21.0,,,
l-nieper,L. Nieper,LB,,,,,,21.0,,,6.0,,,,,,,,,,,,,,,,,,,,,
l-pitts,L. Pitts,LB,,,3.0,3.0,,7.0,,,2.0,1.0,,22.0,,,,,,,,,,,,,,,,,,
l-rokošný,L. Rokošný,LB,,,1.0,1.0,,55.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
l-rovesti-ferrer,L. Rovesti Ferrer,DE,,,,,,3.0,,,9.0,,,,,,,,,1.0,,,,,,,,,,,,
l-růžek,L. Růžek,LB,,,,,,16.0,,,8.0,,,,,,,,,,,,,,,,,,,,,
l-sagué,L. Sagué,WR,,,,,,,,,6.0,,,,,,,,,,,,,,,,3.0,,23.0,,,
l-salvo,L. Salvo,WR,,,,,,2.0,,,12.0,,,,,,,,,,,,,,,,12.0,2.0,58.0,18.0,1.0,84.0
l-schmid,L. Schmid,DE,,,,,,1.0,,,4.0,,,,,,,,,,,,,,,,,,,,,
l-schnabl,L. Schnabl,LB,,,,,,5.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
l-siebert,L. Siebert,LB,,1.0,1.0,1.0,,23.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
l-steiner,L. Steiner,DE,,,,,,1.0,,,4.0,,,,,,,,,,,,,,,,,,,,,
l-storz,L. Storz,LB,,,,,,1.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
l-tóth,L. Tóth,,,,,,,,,,10.0,,,,,,,,,,,,,,,,1.0,,12.0,9.0,,29.0
l-von-stumpfeldt,L. Von Stumpfeldt,QB,,,,,,1.0,,,11.0,,,,7.0,5.0,1.0,1.0,74.0,,,,,,,,,,,2.0,1.0,1.0
l-weber,L. Weber,DE,,,,,,24.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
l-winter,L. Winter,WR,,,,,,1.0,,,5.0,,,,,,,,,,,,,,,,11.0,2.0,146.0,,,
l-zahradka,L. Zahradka,QB,,,,,,1.0,,,12.0,,,,498.0,293.0,14.0,25.0,3518.0,,,,,,1.0,35.0,,,,67.0,4.0,228.0
lance-leota,Lance Leota,DL/LB,,,,,,5.0,,,4.0,,,,,,,,,,,,,,,,,,,,,
lars-bardenhagen,Lars Bardenhagen,,,,,,,8.0,,,4.0,,,,,,,,,,,,,,,,,,,,,
lasse-meyer,Lasse Meyer,CB/LB,,,,,,4.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
laurin-richard-wiegand,Laurin Richard Wiegand,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
laurynas-orlovicius,Laurynas Orlovicius,DL/LB,1.0,1.0,,1.0,0.5,15.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
lautaro-frecha,Lautaro Frecha,LB/S,1.0,,1.0,10.0,,79.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
lawrence-cornwall-baptiste,Lawrence Cornwall-Baptiste,,,,,,,2.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
leander-carstensen,Leander Carstensen,RB,,,,,,,,,4.0,,,,,,,,,,,,,,,,2.0,,14.0,6.0,,3.0
leander-valentin-wiegand,Leander Valentin Wiegand,,,,,,,,,,10.0,,,,,,,,,,,,,,,,1.0,1.0,6.0,,,
lennart-weitz,Lennart Weitz,LB,,,,1.0,1.0,29.0,,,10.0,,,,,,,,,,,1.0,1.0,7.0,,,,,,,,
leon-balogh,Leon Balogh,DL/LB,1.0,,,2.0,5.0,31.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
leon-huber,Leon Huber,LB,,,,,,4.0,,,3.0,,,,,,,,,,,,,,,,,,,,,
leon-kusterer,Leon Kusterer,WR,,,,,,2.0,,,6.0,,,,,,,,,,,,,,,,6.0,,50.0,,,
leonhard-gerner,Leonhard Gerner,CB/LB,,,,3.0,,16.0,,,6.0,,,,,,,,,,,,,,,,,,,,,
leon-helm,León Helm,RB,,,,,1.0,2.0,,,10.0,,,,,,,,,,,,,,,,1.0,,4.0,17.0,3.0,72.0
lorenz-regler,Lorenz Regler,WR,,,,,,,,,11.0,,,,,,,,,,,,,,,,30.0,7.0,418.0,,,
lorenzo-deiana,Lorenzo Deiana,LB,,,,,2.0,20.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
louis-achaintre,Louis Achaintre,LB,,,1.0,,,42.0,,,7.0,,,,,,,,,,,,,,,,,,,1.0,,3.0
louis-benedikt-geyer,Louis Benedikt Geyer,WR,,,,,,,,,12.0,,,,2.0,1.0,,1.0,28.0,,,,,,,,47.0,7.0,863.0,,,
luca-faschian,Luca Faschian,WR,,,,,,,,,1.0,,,,,,,,,,,,,,,,2.0,1.0,1.0,,,
lucas-masero,Lucas Masero,CB/LB,,,3.0,5.0,,42.0,,,12.0,,,,,,,,,,,,,,,,1.0,,10.0,,,
lucas-maximilian-leander-richter,Lucas Maximilian Leander Richter,LB,,,1.0,2.0,,50.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
lucas-veluire,Lucas Veluire,,,,,,,3.0,,,7.0,2.0,,47.0,,,,,,,,,,,,,22.0,,233.0,1.0,,3.0
lucky-ogbevoen,Lucky Ogbevoen,LB,,2.0,,5.0,2.0,87.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
ludvig-myrén,Ludvig Myrén,LB,,2.0,,,6.0,115.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
luis-cereceda,Luis Cereceda,K,,,,,,,8.0,4.0,7.0,,,,,,,,,11.0,8.0,,,,6.0,203.0,,,,,,
luis-fiedler,Luis Fiedler,LB,,1.0,,,1.0,13.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
luis-horvath,Luis Horvath,LB/S,4.0,1.0,,3.0,,60.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
luis-moreno,Luis Moreno,WR,,,,1.0,,11.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
lukas-haslwanter,Lukas Haslwanter,RB,,,,,,2.0,,,11.0,,,,,,,,,,,,,,,,8.0,,45.0,72.0,2.0,355.0
lukas-rehder,Lukas Rehder,WR,,,,,,6.0,,,11.0,,,,,,,,,,,,,,,,13.0,,73.0,,,
m-baker,M. Baker,RB,,,,,,,,,4.0,,,,,,,,,,,,,,,,3.0,,11.0,11.0,,54.0
m-böhringer,M. Böhringer,WR,,,,,,,,,1.0,,,,,,,,,,,1.0,,8.0,,,6.0,,42.0,1.0,,9.0
m-castle,M. Castle,WR,,,,,,3.0,,,12.0,,,,1.0,,,,,,,,,,,,97.0,17.0,1580.0,3.0,,
m-cebotaru,M. Cebotaru,WR,,,,,,,,,11.0,,,,,,,,,,,,,,3.0,138.0,11.0,1.0,152.0,1.0,,
m-daník,M. Daník,LB,,1.0,,1.0,1.0,38.0,,,10.0,,,,,,,,,,,,,,,,,,,1.0,,
m-djeri,M. Djeri,DT,,1.0,,,3.0,30.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
m-dommermuth,M. Dommermuth,DT,1.0,,,,2.5,11.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
m-doukoure,M. Doukoure,WR,,,,,,1.0,,,7.0,,,,,,,,,,,,,,,,,,,,,
m-eriksson,M. Eriksson,LB,,,,,,21.0,,,4.0,,,,,,,,,,,,,,,,,,,,,
m-felli,M. Felli,K,,,,,,1.0,26.0,16.0,10.0,,,,1.0,1.0,,,24.0,31.0,26.0,,,,37.0,1417.0,,,,1.0,,11.0
m-fernández-ruiz,M. Fernández Ruiz,,,,,1.0,,2.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
m-fettig,M. Fettig,CB,,,4.0,8.0,1.5,56.0,,,12.0,,,,,,,,,,,2.0,,21.0,,,,,,,,
m-gaye,M. Gaye,OT,,,,,,1.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
m-gesellnsetter,M. Gesellnsetter,,,,,1.0,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,
m-gyarmati,M. Gyarmati,LB,1.0,,,2.0,,20.0,,,8.0,,,,,,,,,,,,,,,,,,,,,
m-havelka,M. Havelka,TE,,,,,,2.0,,,5.0,,,,,,,,,,,,,,,,5.0,,18.0,,,
m-hegedűs,M. Hegedűs,QB,,,,,,,,,7.0,,,,83.0,35.0,4.0,4.0,518.0,,,,,,,,,,,8.0,1.0,9.0
m-hernacki,M. Hernacki,P,,,,,,,,,8.0,,,,,,,,,,,,,,40.0,1613.0,,,,,,
m-hruboň,M. Hruboň,K,,,,,,1.0,6.0,5.0,10.0,,,,,,,,,14.0,9.0,,,,66.0,2379.0,,,,1.0,,
m-ilic,M. Ilic,CB/LB,,,,1.0,,9.0,,,7.0,,,,,,,,,,,,,,,,,,,,,
m-jabłoński,M. Jabłoński,CB,,,2.0,3.0,,8.0,,,5.0,,,,,,,,,,,,,,,,,,,,,
m-jovic,M. Jovic,DE,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,
m-ka-thiobane,M. Ka Thiobane,DE,,,,,3.5,17.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
m-knotek,M. Knotek,C,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,1.0,,
m-konate,M. Konate,RB,,,,,,1.0,,,5.0,1.0,,17.0,,,,,,,,,,,,,1.0,,5.0,25.0,,59.0
m-kovarik,M. Kovarik,DE,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,
m-kysilka,M. Kysilka,OT,,,,,,1.0,,,4.0,,,,,,,,,,,,,,,,,,,,,
m-körber,M. Körber,CB,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,
m-lekrinszki,M. Lekrinszki,DT,,,,,,1.0,,,6.0,,,,,,,,,,,,,,,,,,,1.0,,
m-manning,M. Manning,CB,1.0,,3.0,13.0,,41.0,,,8.0,13.0,,344.0,,,,,,,,1.0,,30.0,,,,,,,,
m-marcacci,M. Marcacci,CB,,1.0,1.0,4.0,,23.0,,,7.0,,,,,,,,,,,,,,,,,,,,,
m-mašek,M. Mašek,LB,,,,1.0,0.5,48.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
m-merwarth,M. Merwarth,FB,,,,,,1.0,,,6.0,,,,,,,,,,,,,,,,,,,,,
m-morawetz,M. Morawetz,CB,,,,,,4.0,,,2.0,,,,,,,,,,,,,,,,,,,,,
m-mozzanica,M. Mozzanica,OT,,,,,,,,,2.0,,,,,,,,,,,,,,,,3.0,1.0,52.0,,,
m-muntu,M. Muntu,LB,,,1.0,,,5.0,,,6.0,,,,,,,,,,,,,,,,,,,,,
m-mészáros,M. Mészáros,WR,,,,,,1.0,,,4.0,,,,,,,,,,,,,,,,3.0,,60.0,,,
m-nedzelszkij,M. Nedzelszkij,DT,,,,,,3.0,,,7.0,,,,,,,,,,,,,,,,,,,,,
m-németh,M. Németh,LB,,,,,,33.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
m-palin,M. Palin,WR,,,,,,,,,3.0,,,,,,,,,,,,,,,,3.0,1.0,51.0,,,
m-panic,M. Panic,DT,,,,,,3.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
m-patterson,M. Patterson,WR,,,,,,,,,3.0,,,,,,,,,,,,,,,,1.0,,5.0,,,
m-pryjma,M. Pryjma,DT,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
m-rebl,M. Rebl,LB,,,1.0,4.0,,49.0,,,12.0,1.0,,4.0,,,,,,,,,,,,,,,,,,
m-rothenburg,M. Rothenburg,WR,,,,,,1.0,,,8.0,,,,,,,,,,,,,,,,3.0,,29.0,,,
m-scherenberg,M. Scherenberg,CB,,,,,,10.0,,,2.0,,,,,,,,,,,,,,,,,,,,,
m-schlapbach,M. Schlapbach,WR,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,20.0,,,
m-sexton,M. Sexton,QB,,,,,,,,,2.0,,,,56.0,31.0,3.0,5.0,515.0,,,,,,,,,,,5.0,,11.0
m-sousa,M. Sousa,DT,,,,,,19.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
m-stadlmann,M. Stadlmann,LB,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,
m-stein,M. Stein,RB,,,,,,1.0,,,12.0,,,,,,,,,,,,,,,,3.0,,18.0,16.0,,21.0
m-suchý,M. Suchý,WR,,,,,,,,,10.0,1.0,,4.0,,,,,,,,,,,,,12.0,,80.0,,,
m-taddia,M. Taddia,DE/DT,,,,,1.5,11.0,,,5.0,,,,,,,,,,,,,,,,,,,,,
m-taylor-jr,M. Taylor Jr,LB,,,,1.0,1.0,13.0,,,2.0,,,,,,,,,,,,,,,,,,,,,
m-teuchert,M. Teuchert,LB,,,,1.0,,6.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
m-vitale,M. Vitale,QB,,,,,,1.0,,,9.0,,,,218.0,131.0,5.0,20.0,1773.0,,,,,,,,,,,41.0,,110.0
m-wild,M. Wild,DE,,,,,3.0,16.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
m-wright-jr,M. Wright Jr,LB,2.0,1.0,,3.0,2.5,45.0,,,7.0,,,,,,,,,,,,,,,,,,,,,
m-zero,M. Zero,RB,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,1.0,,4.0
m-zimmermann,M. Zimmermann,WR,,,,,,2.0,,,10.0,,,,,,,,,,,,,,,,45.0,3.0,432.0,24.0,1.0,64.0
maceo-beard,Maceo Beard,DB/LB,,,8.0,12.0,,40.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
maciej-krupa,Maciej Krupa,WR,,,,,,1.0,,,9.0,,,,,,,,,,,,,,,,14.0,1.0,158.0,,,
majan-jelvani,Majan Jelvani,LB,,,,,,27.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
maleka-japhet-mbala,Maleka Japhet Mbala,LB,1.0,,,1.0,1.0,16.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
malik-stanley,Malik Stanley,WR,,,,,,,,,12.0,3.0,,97.0,1.0,1.0,,,5.0,,,3.0,,34.0,,,67.0,9.0,924.0,1.0,,1.0
mamadou-sy,Mamadou Sy,DL/LB,,1.0,,1.0,0.5,24.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
marc-anthony-hor,Marc Anthony Hor,DL/LB,1.0,,,,2.0,52.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
marcel-ulbrich,Marcel Ulbrich,K,,,,,,,1.0,1.0,5.0,,,,,,,,,3.0,1.0,,,,,,,,,,,
marcin-osumek,Marcin Osumek,DB/LB,,,,2.0,,9.0,,,3.0,,,,,,,,,,,,,,,,,,,,,
marco-schneider,Marco Schneider,WR,,,,,,2.0,,,12.0,,,,,,,,,,,,,,20.0,777.0,43.0,4.0,524.0,1.0,,7.0
marcos-schlabitz,Marcos Schlabitz,LB/S,,,,1.0,,19.0,,,7.0,,,,,,,,,,,,,,,,,,,,,
marius-kensy,Marius Kensy,LB,1.0,,1.0,1.0,3.0,82.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
marius-markert,Marius Markert,LB,,,,1.0,,22.0,,,6.0,,,,,,,,,,,,,,,,,,,,,
marius-riepe,Marius Riepe,CB/LB,,,,,,2.0,,,8.0,,,,,,,,,,,,,,,,,,,,,
markus-hachenberg,Markus Hachenberg,WR,,,,,,,,,5.0,,,,,,,,,,,,,,,,2.0,,20.0,,,
markus-schaberl,Markus Schaberl,TE/WR,,,,,,,,,6.0,,,,,,,,,,,,,,,,2.0,,21.0,,,
martin-pinter,Martin Pinter,LB,,,,,0.5,14.0,,,4.0,,,,,,,,,,,,,,,,,,,,,
marvin-pludra,Marvin Pludra,TE/WR,,,,,,1.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
marvin-rutsch,Marvin Rutsch,RB/WR,,,,,,,,,12.0,14.0,1.0,401.0,,,,,,,,,,,,,76.0,3.0,708.0,34.0,1.0,194.0
marvin-wappl,Marvin Wappl,DL/LB,1.0,,,,2.0,14.0,,,7.0,,,,,,,,,,,,,,,,,,,,,
mateusz-dzioban,Mateusz Dzioban,LB/S,,,,,,12.0,,,4.0,,,,,,,,,,,,,,,,,,,,,
mateusz-samczuk,Mateusz Samczuk,,,,,,,1.0,,,5.0,,,,,,,,,,,,,,,,,,,,,
mateusz-wojakiewicz,Mateusz Wojakiewicz,TE,,,,,,,,,11.0,,,,,,,,,,,,,,,,3.0,,19.0,,,
matthew-daltrey,Matthew Daltrey,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,1.0,,
matthias-banjaqui,Matthias Banjaqui,LB,1.0,,,,,6.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
matthias-spiegel,Matthias Spiegel,LB,,1.0,,,,73.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
max-bähr,Max Bähr,,,,,,,2.0,,,7.0,,,,,,,,,,,,,,,,,,,,,
max-siemssen,Max Siemssen,WR,,,,,,,,,2.0,,,,,,,,,,,,,,,,9.0,,79.0,,,
maxime-roger,Maxime Roger,DB/LB,1.0,,1.0,3.0,,29.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
maximilian-eisenhut,Maximilian Eisenhut,LB,,,,,,,,,2.0,,,,,,,,,,,,,,4.0,178.0,,,,,,
maximilian-müllner,Maximilian Müllner,LB,,,,2.0,1.0,15.0,,,10.0,,,,,,,,,,,,,,1.0,14.0,,,,,,
maximilian-schmidt,Maximilian Schmidt,LB,,,,,,10.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
mete-konya,Mete Konya,DL/LB,,,1.0,,1.0,17.0,,,7.0,,,,,,,,,,,,,,,,,,,,,
michael-bausch,Michael Bausch,LB,,,,1.0,,20.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
michael-kimpiabi,Michael Kimpiabi,DL/LB,,,,,,18.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
michael-ofosuhene,Michael Ofosuhene,,,,1.0,4.0,,10.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
michael-schachermayr,Michael Schachermayr,WR,,,,,,,,,9.0,,,,,,,,,,,,,,,,14.0,,124.0,,,
michał-goszczyński,Michał Goszczyński,,,,,,,,,,6.0,,,,,,,,,,,,,,,,3.0,1.0,30.0,,,
modeste-pooda,Modeste Pooda,RB,,,,,,,,,12.0,,,,,,,,,,,,,,,,18.0,,193.0,85.0,1.0,305.0
moritz-maack,Moritz Maack,QB,,,,,,,,,11.0,,,,156.0,76.0,7.0,5.0,865.0,,,,,,,,,,,22.0,,106.0
moritz-riedinger,Moritz Riedinger,WR,,,,,,,,,11.0,,,,,,,,,,,,,,,,3.0,1.0,35.0,,,
moritz-scharr,Moritz Scharr,DB,,,,,,6.0,,,8.0,,,,,,,,,,,,,,,,,,,,,
moritz-schmahel,Moritz Schmahel,DL/LB,,,,,,1.0,,,5.0,,,,,,,,,,,,,,,,1.0,,13.0,,,
moritz-thiele,Moritz Thiele,CB/LB,,,1.0,7.0,,26.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
moriz-elmauthaler,Moriz Elmauthaler,,1.0,1.0,,1.0,,36.0,,,7.0,,,,,,,,,,,,,,,,,,,,,
n-adom,N. Adom,RB,,,,,,,,,9.0,,,,,,,,,,,,,,,,3.0,,,8.0,,9.0
n-badiane,N. Badiane,OG,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,
n-cox,N. Cox,QB,,,,,,,,,1.0,,,,30.0,11.0,2.0,,38.0,,,,,,2.0,72.0,,,,6.0,,33.0
n-dalmasso,N. Dalmasso,QB,,,,,,,,,12.0,,,,14.0,5.0,1.0,1.0,37.0,,,,,,,,,,,5.0,,
n-fonti,N. Fonti,LB,1.0,,,,,14.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
n-haritonenko,N. Haritonenko,LB,,,,1.0,,2.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
n-jonkmans,N. Jonkmans,K,,,,,,4.0,14.0,12.0,12.0,,,,,,,,,20.0,16.0,,,,69.0,2851.0,,,,,,
n-karnik,N. Karnik,WR,,,,,,,,,9.0,,,,,,,,,,,,,,,,10.0,,146.0,,,
n-khandar,N. Khandar,RB,,,,,,,,,4.0,,,,,,,,,,,,,,,,3.0,,35.0,45.0,3.0,253.0
n-koch,N. Koch,DT,,,,,,3.0,,,4.0,,,,,,,,,,,,,,,,,,,,,
n-köhler,N. Köhler,RB,,,,,,3.0,1.0,,7.0,,,,,,,,,,,,,,,,3.0,,17.0,37.0,2.0,162.0
n-ossohou,N. Ossohou,RB,,,,,,,,,3.0,,,,,,,,,,,,,,,,2.0,,8.0,35.0,,101.0
n-ritter,N. Ritter,FB,,,,,,2.0,,,6.0,,,,,,,,,,,,,,,,,,,,,
n-schroedter,N. Schroedter,LB,,,,1.0,,20.0,,,7.0,,,,,,,,,,,,,,,,,,,,,
n-schumm,N. Schumm,WR,,,,,,,,,11.0,3.0,,44.0,,,,,,,,4.0,,55.0,,,18.0,4.0,260.0,,,
n-swancar,N. Swancar,LB,,,,,,4.0,,,2.0,,,,,,,,,,,,,,,,,,,,,
n-tóth,N. Tóth,WR,,,,,,1.0,,,10.0,16.0,,277.0,,,,,,,,,,,,,26.0,2.0,329.0,,,
n-vučković,N. Vučković,LB,,,1.0,1.0,,22.0,,,3.0,,,,,,,,,,,,,,,,,,,,,
nathaniel-robitaille,Nathaniel Robitaille,WR,,,,,,,,,4.0,,,,,,,,,,,7.0,,84.0,,,25.0,4.0,487.0,,,
nelson-imasuen,Nelson Imasuen,DL/LB,,,,1.0,1.0,11.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
nick-kaufmann,Nick Kaufmann,,,,,,,,,,8.0,,,,,,,,,,,,,,,,4.0,2.0,47.0,28.0,,163.0
nick-wenzelburger,Nick Wenzelburger,LB/S,,,4.0,3.0,,64.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
nico-strahmann,Nico Strahmann,WR,,,,,,,,,12.0,,,,,,,,,,,,,,,,48.0,8.0,669.0,,,
nicolai-schumann,Nicolai Schumann,TE/WR,,,,,,2.0,,,10.0,,,,,,,,,,,,,,,,17.0,5.0,242.0,1.0,,7.0
nicolas-melcher,Nicolas Melcher,DL/LB,,,,,1.0,7.0,,,3.0,,,,,,,,,,,,,,,,,,,,,
niklas-gustav,Niklas Gustav,DB/DL/LB,3.0,,,,10.5,54.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
niklas-sanin,Niklas Sanin,K,,,,,,1.0,11.0,8.0,9.0,,,,,,,,,20.0,14.0,,,,,,,,,,,
niklas-schumm,Niklas Schumm,WR,,,,,,,,,12.0,2.0,,62.0,,,,,,,,,,,,,15.0,,131.0,1.0,,
nikolas-knoblauch,Nikolas Knoblauch,LB,,,,,,31.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
nikolaus-huszar,Nikolaus Huszar,CB/LB,,1.0,1.0,5.0,,36.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
nikolaus-rabitsch,Nikolaus Rabitsch,WR,,,,,,1.0,,,3.0,,,,,,,,,,,,,,,,1.0,,7.0,,,
nils-bäumer,Nils Bäumer,,,,,,,,,,5.0,,,,,,,,,,,,,,,,3.0,1.0,35.0,,,
noah-idir-aarass,Noah Idir Aarass,WR,,,,,,,,,3.0,,,,,,,,,,,,,,,,2.0,,15.0,,,
o-marty,O. Marty,LB,,,,,,7.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
o-romaniuk,O. Romaniuk,DE,,,,,1.0,20.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
oli-bahr,Oli Bahr,RB,,,,,,,,,5.0,,,,,,,,,,,,,,,,1.0,,1.0,14.0,1.0,76.0
omari-williams,Omari Williams,LB/S,1.0,1.0,4.0,7.0,,53.0,,,12.0,22.0,,619.0,,,,,,,,2.0,,38.0,,,,,,,,
osaruonamen-ogbevoen,Osaruonamen Ogbevoen,LB,,,,,0.5,55.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
oskar-herz,Oskar Herz,K,,,,,,,1.0,1.0,2.0,,,,,,,,,9.0,7.0,,,,,,,,,,,
oskar-kranich,Oskar Kranich,DL/LB,,,,,3.5,27.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
p-bakonyvári,P. Bakonyvári,WR,,,,1.0,1.0,12.0,,,5.0,,,,,,,,,,,,,,,,,,,,,
p-baranyai,P. Baranyai,LB,,,,1.0,,23.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
p-dayres,P. Dayres,WR,,,,,,2.0,,,6.0,,,,,,,,,,,,,,,,31.0,4.0,380.0,1.0,,
p-dubravec,P. Dubravec,WR,,,,,,,,,7.0,,,,,,,,,,,2.0,,9.0,,,1.0,,3.0,,,
p-engelhardt,P. Engelhardt,,,,,,,2.0,,,4.0,,,,,,,,,,,,,,,,,,,,,
p-fehér,P. Fehér,DT,,,,1.0,,2.0,,,3.0,,,,,,,,,,,,,,,,,,,,,
p-haire,P. Haire,QB,,,,,,,,,8.0,,,,220.0,135.0,6.0,12.0,1619.0,,,,,,,,,,,58.0,5.0,349.0
p-louda,P. Louda,CB,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
