player_id,player_name,positions,assisted_tackles,completion_pct,def_interceptions,defensive_bk,defensive_pd,defensive_tds,fg_attempts,field_goal_long,field_goal_pct,field_goals_made,forced_fumbles,fumble_recoveries,interceptions,kick_returns,kicking_deuce,kicking_pat,kicking_pat_att,kr_avg,kr_long,kr_tds,kr_yards,pass_attempts,pass_completions,pass_incompletions,pass_long,pass_yards_per_attempt,passing_rate,passing_sacks,passing_td_pass,passing_td_pass_pct,passing_yards,passing_yds_lost,rec_avg,rec_long,receiving_fum,receiving_tds,receiving_yards,receptions,rush_avg,rush_long,rushing_attempts,rushing_fum,rushing_tds,rushing_yards,sacks,safeties,tackles
aaron-aiken,Aaron Aiken,QB,0.0,1024.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,2.0,,,,,,,,,23.0,11.0,12.0,11.0,16.0,81.0,3.0,0.0,0.0,82.0,20.0,,,,,,,9.0,28.0,26.0,0.0,6.0,109.0,0.0,0.0,1.0
adrian-jefferson,Adrian Jefferson,RB,1.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
aj-davis,Aj Davis,RB,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,6.0,0.0,0.0,11.0,0.0,0.0,3.0
albert-curran-iv,Albert Curran IV,DB,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0
alexander-coleman,Alexander Coleman,WR,1.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,59.0,21.0,0.0,0.0,142.0,14.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
alexander-kekua,Alexander Kekua,OL,1.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0
alexis-rosario,Alexis Rosario,WR/RB,,250.0,,,,,,,,,,,1.0,,,,,,,,,4.0,1.0,3.0,0.0,19.0,7.0,0.0,0.0,0.0,19.0,0.0,43.0,47.0,0.0,3.0,110.0,10.0,13.0,52.0,46.0,2.0,6.0,158.0,,,
andre-sale,Andre Sale,QB,,1611.0,,,,,,,,,,,4.0,,,,,,,,,88.0,45.0,43.0,78.0,34.0,262.0,1.0,12.0,460.0,497.0,7.0,,,,,,,2.0,3.0,2.0,0.0,0.0,3.0,,,
anthony-jacobsen,Anthony Jacobsen,LB,6.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,14.0
anthony-lamar-dixon,Anthony Lamar Dixon,DB,9.0,,1.0,0.0,1.0,0.0,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,17.0
antonio-hill,Antonio Hill,DB,5.0,,2.0,0.0,2.0,0.0,,,,,0.0,0.0,,2.0,,,,27.0,27.0,0.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,13.0
asi-tupua,Asi Tupua,DL,4.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,1.0,,,,4.0,4.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,6.0
away-jefferson,Away Jefferson,DB,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,2.0
bemnet-morgan,Bemnet Morgan,DB,10.0,,1.0,0.0,0.0,0.0,,,,,0.0,0.0,,1.0,,,,2.0,2.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,12.0
ben-pister,Ben Pister,DL,3.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.0
ben-smiley,Ben Smiley,DB,6.0,,1.0,0.0,4.0,0.0,,,,,0.0,0.0,,9.0,,,,76.0,106.0,1.0,193.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,16.0
bizzet-woodley,Bizzet Woodley,WR,3.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,72.0,119.0,0.0,5.0,242.0,20.0,,,,,,,0.0,0.0,2.0
blake-erickson,Blake Erickson,K,,,,,,,0.0,0.0,0.0,0.0,,,,,0.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brandon-macgregor,Brandon MacGregor,DL,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0
brandon-munoz,Brandon Munoz,DL,13.0,,2.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,1.0,5.0,0.0,35.0
brandon-scott,Brandon Scott,DB,2.0,,2.0,0.0,1.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,15.0
brandon-sheperd,Brandon Sheperd,,1.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,120.0,134.0,0.0,4.0,155.0,8.0,9.0,9.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0
brandon-unangst-refused-to-report,Brandon Unangst (Refused to Report),OL,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0
