player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,fielding_runouts,match_played
a-mishra,A Mishra,,7.0,0.0,1.0,20.0,4.0,0.0,225.0,0.0,2.0,340.0,7.0,3.0,,,10.0
a-nehra,A Nehra,,,,,,,,90.0,0.0,0.0,142.0,8.0,3.0,,,4.0
ab-dinda,AB Dinda,,12.0,0.0,2.0,30.0,4.0,0.0,186.0,0.0,2.0,270.0,5.0,7.0,,,9.0
ab-de-villiers,AB de Villiers,,249.0,26.0,2.0,63.0,395.0,24.0,,,,,,,7.0,,13.0
ad-russell,AD Russell,,8.0,0.0,0.0,11.0,2.0,0.0,30.0,0.0,1.0,52.0,1.0,0.0,,,2.0
aj-finch,AJ Finch,,263.0,31.0,2.0,21.0,309.0,9.0,,,,,,,6.0,1.0,13.0
am-nayar,AM Nayar,,47.0,5.0,1.0,7.0,43.0,1.0,,,,,,,1.0,,4.0
am-rahane,AM Rahane,,291.0,38.0,0.0,18.0,339.0,3.0,,,,,,,6.0,1.0,12.0
an-ahmed,AN Ahmed,,1.0,1.0,1.0,7.0,4.0,0.0,86.0,0.0,2.0,113.0,3.0,1.0,,,4.0
ap-tare,AP Tare,,98.0,16.0,3.0,54.0,126.0,3.0,,,,,,,,3.0,12.0
ar-patel,AR Patel,,60.0,6.0,1.0,49.0,62.0,1.0,396.0,2.0,0.0,405.0,17.0,7.0,7.0,,17.0
at-rayudu,AT Rayudu,,287.0,31.0,0.0,55.0,361.0,8.0,,,,,,,6.0,1.0,15.0
av-wankhade,AV Wankhade,,,,,,,,,,,,,,1.0,,1.0
ankit-sharma,Ankit Sharma,,30.0,4.0,0.0,7.0,34.0,1.0,48.0,0.0,0.0,43.0,4.0,0.0,,,2.0
b-kumar,B Kumar,,4.0,0.0,1.0,22.0,1.0,0.0,319.0,0.0,0.0,354.0,20.0,8.0,,1.0,14.0
bb-mccullum,BB McCullum,,333.0,32.0,1.0,32.0,405.0,19.0,,,,,,,6.0,2.0,14.0
bcj-cutting,BCJ Cutting,,6.0,0.0,0.0,6.0,8.0,1.0,24.0,0.0,0.0,31.0,1.0,0.0,1.0,1.0,1.0
be-hendricks,BE Hendricks,,1.0,0.0,0.0,9.0,0.0,0.0,72.0,0.0,0.0,126.0,4.0,3.0,1.0,,3.0
bj-hodge,BJ Hodge,,72.0,4.0,1.0,25.0,101.0,6.0,,,,,,,2.0,,4.0
br-dunk,BR Dunk,,35.0,7.0,0.0,3.0,40.0,0.0,,,,,,,4.0,,4.0
bw-hilfenhaus,BW Hilfenhaus,,,,,,,,168.0,0.0,1.0,246.0,8.0,6.0,1.0,1.0,8.0
ca-lynn,CA Lynn,,49.0,5.0,0.0,8.0,58.0,3.0,,,,,,,2.0,,2.0
ca-pujara,CA Pujara,,124.0,17.0,1.0,6.0,125.0,0.0,,,,,,,,,6.0
ch-gayle,CH Gayle,,184.0,18.0,0.0,10.0,196.0,12.0,,,,,,,2.0,,9.0
cj-anderson,CJ Anderson,,181.0,21.0,2.0,49.0,265.0,15.0,108.0,0.0,0.0,184.0,4.0,6.0,5.0,,12.0
cm-gautam,CM Gautam,,111.0,13.0,2.0,40.0,121.0,5.0,,,,,,,3.0,5.0,9.0
da-miller,DA Miller,,299.0,34.0,6.0,76.0,446.0,21.0,,,,,,,14.0,,16.0
da-warner,DA Warner,,375.0,39.0,3.0,43.0,528.0,24.0,,,,,,,8.0,1.0,14.0
dh-yagnik,DH Yagnik,,6.0,0.0,1.0,8.0,4.0,0.0,,,,,,,1.0,,1.0
dj-bravo,DJ Bravo,,3.0,0.0,1.0,5.0,8.0,1.0,,,,,,,,,1.0
dj-hussey,DJ Hussey,,94.0,8.0,2.0,18.0,116.0,6.0,17.0,0.0,0.0,38.0,2.0,1.0,1.0,,4.0
djg-sammy,DJG Sammy,,91.0,4.0,2.0,50.0,108.0,8.0,84.0,0.0,1.0,157.0,3.0,3.0,5.0,2.0,10.0
dr-smith,DR Smith,,416.0,50.0,0.0,16.0,566.0,34.0,60.0,0.0,0.0,95.0,4.0,2.0,5.0,,16.0
