player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,fielding_runouts,match_played
a-zampa,A Zampa,,22.0,1.0,4.0,34.0,23.0,1.0,288.0,1.0,0.0,335.0,17.0,1.0,1.0,,14.0
ac-agar,AC Agar,,50.0,1.0,0.0,40.0,34.0,0.0,126.0,0.0,0.0,195.0,4.0,3.0,5.0,,7.0
ad-hales,AD Hales,,85.0,17.0,1.0,11.0,133.0,4.0,,,,,,,1.0,,5.0
ai-ross,AI Ross,,135.0,17.0,4.0,53.0,190.0,5.0,,,,,,,10.0,,13.0
aj-doolan,AJ Doolan,,24.0,4.0,0.0,6.0,26.0,0.0,,,,,,,2.0,,3.0
aj-finch,AJ Finch,,300.0,30.0,0.0,27.0,377.0,11.0,,,,,,,7.0,,12.0
aj-nair,AJ Nair,,29.0,2.0,2.0,23.0,24.0,0.0,120.0,0.0,0.0,136.0,9.0,1.0,3.0,,7.0
aj-turner,AJ Turner,,240.0,28.0,2.0,58.0,357.0,13.0,,,,,,,5.0,,14.0
aj-tye,AJ Tye,,20.0,2.0,0.0,25.0,29.0,2.0,220.0,1.0,0.0,304.0,15.0,10.0,2.0,,10.0
am-hardie,AM Hardie,,7.0,1.0,0.0,6.0,8.0,0.0,24.0,0.0,0.0,38.0,2.0,0.0,,,2.0
ap-devcich,AP Devcich,,87.0,10.0,0.0,19.0,91.0,1.0,12.0,0.0,0.0,17.0,1.0,0.0,1.0,,7.0
at-carey,AT Carey,,312.0,39.0,0.0,27.0,389.0,8.0,,,,,,,8.0,3.0,13.0
b-doggett,B Doggett,,14.0,0.0,1.0,37.0,12.0,0.0,141.0,0.0,0.0,195.0,10.0,10.0,1.0,,8.0
b-laughlin,B Laughlin,,22.0,2.0,1.0,37.0,21.0,0.0,242.0,0.0,0.0,356.0,12.0,8.0,3.0,,12.0
b-stanlake,B Stanlake,,6.0,0.0,1.0,22.0,4.0,0.0,240.0,0.0,1.0,354.0,8.0,6.0,,,12.0
bad-manenti,BAD Manenti,,30.0,0.0,1.0,20.0,24.0,1.0,180.0,0.0,0.0,230.0,8.0,2.0,,,10.0
