player_id,player_name,positions,assist_tackles,completions,fg_0_19,fg_20_29,fg_30_39,fg_40_49,fg_50plus,fg_att_game,fumble_rec_yards,fumbles_forced,fumbles_lost_game,fumbles_opp_rec,fumbles_own_rec,int_avg,int_long,int_tds,int_yards,interceptions_lost,interceptions_made,pass_attempts,passing_tds,passing_yards,pr_fc,punt_avg,punt_long,punt_tb,punt_yards,punts,punts_blocked,punts_in20,receiving_tds,receiving_yards,receptions,rush_attempts,rushing_tds,rushing_yards,solo_tackles,targets,xp_att_game
aj-tarpley,A.J. Tarpley,DB,11.0,,,,,,,,,,,,,27.0,27.0,1.0,27.0,,1.0,,,,,,,,,,,,,,,,,,24.0,,
aaron-adeoye,Aaron Adeoye,DE/DB/DL,6.0,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,14.0,,
aaron-green,Aaron Green,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,53.0,7.0,25.0,0.0,98.0,,9.0,
aaron-murray,Aaron Murray,QB,,103.0,,,,,,,0.0,0.0,3.0,1.0,0.0,,,,,7.0,,159.0,3.0,1048.0,,,,,,,,,,,,19.0,0.0,96.0,,,
adonis-jennings,Adonis Jennings,WR,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,0.0,210.0,17.0,,,,0.0,37.0,
adrien-robinson,Adrien Robinson,WR,0.0,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,0.0,40.0,7.0,,,,1.0,8.0,
akeem-hunt,Akeem Hunt,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,49.0,5.0,37.0,1.0,185.0,,10.0,
akrum-wadley,Akrum Wadley,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,99.0,11.0,7.0,0.0,21.0,,11.0,
alex-balducci,Alex Balducci,DB,2.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,1.0,,
alex-barrett,Alex Barrett,DE/DB,16.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,13.0,,
alex-ross-2,Alex Ross,RB,,8.0,,,,,,,0.0,2.0,3.0,0.0,0.0,,,,,1.0,,18.0,1.0,80.0,,,,,,,,,,,,6.0,0.0,33.0,,,
alonzo-moore,Alonzo Moore,WR,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,0.0,218.0,13.0,4.0,0.0,13.0,1.0,22.0,
alton-howard,Alton Howard,WR,,,,,,,,,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,1.0,,,,,,,,0.0,157.0,17.0,3.0,0.0,22.0,,33.0,
amba-etta-tawo,Amba Etta-Tawo,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,87.0,5.0,,,,,10.0,
amir-carlisle,Amir Carlisle,RB/WR,,,,,,,,,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,1.0,,,,,,,,0.0,25.0,3.0,1.0,0.0,5.0,,6.0,
andrew-ankrah,Andrew Ankrah,DE/DB/DL,2.0,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,14.0,,
andrew-jackson,Andrew Jackson,DB,14.0,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,38.0,,
andrew-stelter,Andrew Stelter,DB,11.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,2.0,,
anthony-denham,Anthony Denham,WR,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,1.0,179.0,18.0,,,,2.0,33.0,
anthony-johnson-jr,Anthony Johnson Jr.,DB/S/DL,3.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,11.0,,
anthony-manzo-lewis,Anthony Manzo-Lewis,RB,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,0.0,6.0,1.0,4.0,0.0,14.0,1.0,1.0,
anthony-moten,Anthony Moten,DB,6.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,6.0,,
anthony-williams,Anthony Williams,DB/LB,3.0,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,6.0,,
antonio-simmons,Antonio Simmons,DE/DB,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,5.0,,
arnold-tarpley,Arnold Tarpley,DB,9.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,35.0,,
arthur-miley,Arthur Miley,DB/DL,4.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,7.0,,
austin-allen,Austin Allen,RB/TE,,16.0,,,,,,,0.0,1.0,1.0,0.0,0.0,,,,,0.0,,34.0,0.0,120.0,,,,,,,,,,,,1.0,0.0,4.0,,,
austin-appleby,Austin Appleby,QB,,1.0,,,,,,,,,,,,,,,,0.0,,1.0,0.0,4.0,,,,,,,,,,,,2.0,0.0,0.0,,,
austin-larkin,Austin Larkin,DB,6.0,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,9.0,,
austin-macginnis,Austin MacGinnis,K,,,0.0,2.0,3.0,3.0,1.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
austin-rehkow,Austin Rehkow,,,0.0,,,,,,,0.0,0.0,0.0,1.0,0.0,,,,,0.0,,1.0,0.0,0.0,,363.59999999999997,430.0,2.0,1803.0,40.0,0.0,12.0,,,,,,,,,
austin-traylor,Austin Traylor,WR,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,0.0,12.0,2.0,,,,1.0,7.0,
ayodeji-olatoye,Ayodeji Olatoye,DB,0.0,,,,,,,,,,,,,65.0,65.0,1.0,65.0,,1.0,,,,,,,,,,,,,,,,,,11.0,,
azeem-victor,Azeem Victor,DB/OLB/DL,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,0.0,,
