player_id,player_name,positions,assists,blocks,def_rebounds,fg3_pct,fg3a,fg3m,fg_pct,fga,fgm,fouls,ft_pct,fta,ftm,minutes,off_rebounds,plus_minus,points,rebounds,steals,turnovers
aja-wilson,A'ja Wilson,,114.0,45.0,275.0,1.0,1.0,1.0,16.792,528.0,234.0,57.0,31.669999999999998,219.0,186.0,1181.4333333333332,69.0,158.0,655.0,344.0,33.0,57.0
aaliyah-wilson,Aaliyah Wilson,,8.0,2.0,7.0,1.0,7.0,1.0,3.4,26.0,6.0,17.0,1.0,4.0,2.0,119.38333333333334,5.0,-60.0,15.0,12.0,3.0,9.0
aari-mcdonald,Aari McDonald,G,59.0,5.0,40.0,7.577000000000001,104.0,32.0,8.482000000000001,174.0,56.0,53.0,16.167,51.0,45.0,493.2333333333334,9.0,-64.0,189.0,49.0,25.0,35.0
aerial-powers,Aerial Powers,,33.0,5.0,42.0,3.8169999999999997,41.0,14.0,6.194999999999999,164.0,71.0,33.0,13.264000000000001,61.0,56.0,340.9,14.0,38.0,212.0,56.0,7.0,47.0
alanna-smith,Alanna Smith,F,11.0,7.0,24.0,3.5330000000000004,26.0,6.0,5.194000000000001,49.0,14.0,12.0,1.5,6.0,3.0,143.06666666666666,10.0,-4.0,37.0,34.0,8.0,8.0
aleah-goodman,Aleah Goodman,,1.0,,,,,,,,,1.0,,,,3.2,,-8.0,,,,
allie-quigley,Allie Quigley,,78.0,10.0,75.0,15.763000000000002,193.0,81.0,15.309999999999999,390.0,171.0,56.0,23.55,74.0,72.0,962.0666666666668,23.0,189.0,495.0,98.0,19.0,44.0
allisha-gray,Allisha Gray,G,44.0,22.0,102.0,9.432,83.0,31.0,11.793,247.0,109.0,56.0,16.262,67.0,58.0,728.1833333333334,34.0,8.0,307.0,136.0,26.0,35.0
alyssa-thomas,Alyssa Thomas,F,19.0,2.0,23.0,,1.0,,2.086,64.0,24.0,13.0,3.5,15.0,10.0,130.18333333333334,11.0,29.0,58.0,34.0,7.0,8.0
amanda-zahui-b,Amanda Zahui B.,,29.0,35.0,130.0,7.498000000000001,107.0,30.0,12.997,247.0,106.0,99.0,11.917,43.0,33.0,714.1833333333333,24.0,-49.0,275.0,154.0,18.0,54.0
angel-mccoughtry,Angel McCoughtry,,,,,,,,,1.0,,,,,,0.11666666666666667,,,,,,
arella-guirantes,Arella Guirantes,,15.0,4.0,27.0,4.167,27.0,6.0,6.118,95.0,26.0,26.0,8.3,26.0,21.0,290.95000000000005,6.0,-8.0,79.0,33.0,8.0,12.0
ariel-atkins,Ariel Atkins,,79.0,16.0,49.0,10.597000000000001,184.0,66.0,12.151000000000002,396.0,161.0,96.0,20.252000000000002,118.0,98.0,918.1,34.0,-46.0,486.0,83.0,48.0,61.0
arike-ogunbowale,Arike Ogunbowale,W,106.0,,82.0,12.783000000000001,223.0,85.0,12.942000000000002,536.0,207.0,78.0,22.563000000000002,142.0,122.0,1038.5833333333335,23.0,-65.0,621.0,105.0,37.0,69.0
astou-ndour-fall,Astou Ndour-Fall,,8.0,22.0,76.0,3.165,39.0,9.0,9.390999999999998,135.0,54.0,51.0,13.3,40.0,36.0,411.7166666666666,33.0,-67.0,153.0,109.0,9.0,18.0
awak-kuier,Awak Kuier,,9.0,12.0,32.0,0.75,19.0,3.0,3.317,40.0,12.0,10.0,5.0,14.0,11.0,149.58333333333334,10.0,-24.0,38.0,42.0,5.0,17.0
azura-stevens-2,Azura Stevens,,31.0,28.0,131.0,10.316,64.0,20.0,19.371000000000006,266.0,131.0,85.0,12.875,46.0,37.0,840.3166666666665,75.0,84.0,319.0,206.0,31.0,37.0
beatrice-mompremier,Beatrice Mompremier,,8.0,8.0,51.0,,,,12.6,55.0,27.0,44.0,2.0,12.0,5.0,282.1666666666666,28.0,-13.0,59.0,79.0,12.0,19.0
bella-alarie,Bella Alarie,,17.0,20.0,60.0,,2.0,,12.217,64.0,32.0,42.0,7.75,20.0,17.0,411.45000000000005,45.0,45.0,81.0,105.0,18.0,19.0
bernadett-hatar,Bernadett Hatar,,2.0,3.0,11.0,,,,3.0,29.0,14.0,18.0,1.667,7.0,6.0,106.15,7.0,-57.0,34.0,18.0,3.0,11.0
betnijah-laney-hamilton,Betnijah Laney-Hamilton,,170.0,3.0,107.0,9.511000000000003,116.0,37.0,14.594000000000003,472.0,213.0,75.0,18.779000000000003,125.0,98.0,1106.05,29.0,-182.0,561.0,136.0,22.0,121.0
blake-dietrick,Blake Dietrick,,11.0,1.0,11.0,2.5,16.0,5.0,2.349,27.0,8.0,20.0,,,,141.0,3.0,-6.0,21.0,14.0,5.0,5.0
breanna-stewart,Breanna Stewart,W,76.0,48.0,234.0,8.798000000000002,143.0,48.0,12.399,442.0,194.0,51.0,22.944,157.0,133.0,933.7,34.0,211.0,569.0,268.0,33.0,46.0
bria-hartley,Bria Hartley,,18.0,,16.0,4.0,18.0,7.0,4.079,42.0,17.0,11.0,3.0,6.0,6.0,147.23333333333332,2.0,-46.0,47.0,18.0,2.0,12.0
bria-holmes,Bria Holmes,,20.0,6.0,29.0,2.417,33.0,8.0,5.6690000000000005,96.0,31.0,21.0,5.5,23.0,13.0,317.7,20.0,-76.0,83.0,49.0,15.0,21.0
briann-january,Briann January,,98.0,4.0,39.0,11.667,79.0,32.0,13.034,184.0,80.0,67.0,13.821,51.0,42.0,979.4833333333331,10.0,262.0,234.0,49.0,28.0,57.0
brianna-turner,Brianna Turner,,84.0,63.0,297.0,,1.0,,23.555000000000007,268.0,148.0,98.0,16.3,65.0,46.0,1340.1166666666663,114.0,140.0,342.0,411.0,38.0,60.0
bridget-carleton,Bridget Carleton,,49.0,6.0,51.0,10.966,74.0,27.0,13.181,139.0,55.0,48.0,7.25,20.0,16.0,632.7666666666669,23.0,-2.0,153.0,74.0,25.0,27.0
brionna-jones,Brionna Jones,,58.0,20.0,142.0,,3.0,,19.842,372.0,213.0,108.0,25.69,117.0,91.0,1082.4833333333336,108.0,279.0,517.0,250.0,50.0,76.0
brittany-boyd,Brittany Boyd,,4.0,,2.0,0.5,2.0,1.0,0.333,4.0,1.0,2.0,0.5,2.0,1.0,22.4,,-6.0,4.0,2.0,2.0,4.0
brittney-griner,Brittney Griner,F,113.0,76.0,287.0,4.0,13.0,4.0,22.991000000000003,609.0,348.0,92.0,30.726000000000003,186.0,155.0,1368.8833333333337,89.0,94.0,855.0,376.0,16.0,89.0
brittney-sykes,Brittney Sykes,W,70.0,15.0,109.0,3.667,42.0,11.0,12.431,284.0,115.0,79.0,17.037999999999997,79.0,61.0,939.4333333333335,37.0,-28.0,302.0,146.0,58.0,45.0
candace-parker,Candace Parker,,135.0,37.0,234.0,9.552,106.0,35.0,14.594999999999999,365.0,171.0,57.0,23.222,82.0,67.0,939.5999999999999,43.0,127.0,444.0,277.0,40.0,79.0
candice-dupree,Candice Dupree,,17.0,5.0,63.0,1.0,7.0,1.0,10.616,170.0,74.0,29.0,10.333,22.0,18.0,463.15000000000003,15.0,-79.0,167.0,78.0,12.0,22.0
charli-collier,Charli Collier,,6.0,5.0,71.0,,,,11.271999999999998,86.0,40.0,51.0,4.0,23.0,16.0,345.3333333333333,31.0,-98.0,96.0,102.0,4.0,13.0
chelsea-dungee,Chelsea Dungee,,1.0,1.0,2.0,1.333,10.0,2.0,1.4,17.0,3.0,7.0,,,,64.53333333333335,1.0,1.0,8.0,3.0,,2.0
chelsea-gray,Chelsea Gray,G,221.0,9.0,92.0,10.954,89.0,34.0,16.877000000000006,391.0,178.0,48.0,15.75,46.0,42.0,1067.9333333333334,16.0,180.0,432.0,108.0,42.0,94.0
chelsey-perry,Chelsey Perry,,2.0,,6.0,0.75,9.0,2.0,1.2670000000000001,18.0,5.0,7.0,0.5,2.0,1.0,40.1,,14.0,13.0,6.0,3.0,2.0
chennedy-carter,Chennedy Carter,,36.0,4.0,9.0,1.0,9.0,1.0,4.943,132.0,60.0,33.0,7.8,40.0,35.0,279.96666666666664,5.0,-10.0,156.0,14.0,8.0,23.0
cheyenne-parker-tyus,Cheyenne Parker-Tyus,,16.0,12.0,45.0,3.5,30.0,10.0,5.768000000000001,110.0,50.0,28.0,7.6339999999999995,28.0,22.0,270.08333333333337,13.0,-51.0,132.0,58.0,15.0,17.0
chiney-ogwumike,Chiney Ogwumike,,9.0,3.0,18.0,1.667,4.0,3.0,3.074,49.0,20.0,23.0,2.6,8.0,6.0,134.25,11.0,14.0,49.0,29.0,6.0,6.0
cierra-burdick,Cierra Burdick,,6.0,3.0,13.0,,,,2.667,11.0,5.0,6.0,1.167,5.0,3.0,63.93333333333334,7.0,-9.0,13.0,20.0,3.0,3.0
courtney-vandersloot,Courtney Vandersloot,,377.0,20.0,139.0,12.100000000000001,128.0,44.0,18.696000000000005,402.0,182.0,78.0,20.234,68.0,58.0,1321.266666666667,24.0,178.0,466.0,163.0,69.0,132.0
courtney-williams,Courtney Williams,G,128.0,16.0,172.0,9.949,102.0,39.0,13.104000000000001,546.0,228.0,53.0,11.638,53.0,34.0,1100.75,46.0,-113.0,529.0,218.0,34.0,58.0
crystal-bradford,Crystal Bradford,,36.0,9.0,60.0,7.6450000000000005,81.0,29.0,10.338000000000001,191.0,82.0,56.0,5.404,39.0,18.0,440.23333333333335,31.0,-53.0,211.0,91.0,28.0,23.0
crystal-dangerfield,Crystal Dangerfield,,90.0,2.0,54.0,9.266,80.0,28.0,11.192,229.0,88.0,59.0,12.05,42.0,36.0,646.2833333333333,8.0,-25.0,240.0,62.0,22.0,45.0
damiris-dantas,Damiris Dantas,,55.0,7.0,82.0,6.741,102.0,34.0,8.419,175.0,66.0,48.0,6.167,24.0,18.0,571.9499999999999,15.0,9.0,184.0,97.0,10.0,44.0
dana-evans,Dana Evans,G,32.0,1.0,15.0,11.933,57.0,23.0,10.537,95.0,32.0,27.0,9.5,26.0,23.0,284.7166666666667,1.0,-13.0,110.0,16.0,7.0,23.0
daniel-robinson,Daniel Robinson,P,89.0,2.0,77.0,2.667,25.0,5.0,9.773000000000001,211.0,88.0,50.0,15.440999999999999,63.0,56.0,658.8000000000001,8.0,-123.0,237.0,85.0,38.0,42.0
dewanna-bonner,DeWanna Bonner,,116.0,30.0,209.0,11.287,154.0,50.0,14.587999999999997,450.0,178.0,63.0,28.925000000000004,150.0,134.0,1161.5833333333335,24.0,249.0,540.0,233.0,44.0,80.0
dearica-hamby,Dearica Hamby,F,54.0,5.0,177.0,5.666,41.0,9.0,16.448000000000004,257.0,134.0,68.0,16.083999999999996,123.0,79.0,796.8166666666665,40.0,193.0,356.0,217.0,33.0,45.0
destiny-slocum,Destiny Slocum,,12.0,1.0,16.0,4.333,16.0,5.0,5.233,24.0,8.0,19.0,1.167,5.0,3.0,146.16666666666666,3.0,40.0,24.0,19.0,3.0,7.0
didi-richards,DiDi Richards,,25.0,6.0,26.0,5.55,23.0,11.0,10.72,66.0,29.0,27.0,3.0,10.0,6.0,358.05,9.0,-65.0,75.0,35.0,17.0,16.0
dijonai-carrington,DiJonai Carrington,,12.0,3.0,32.0,1.5,21.0,3.0,7.345000000000001,82.0,27.0,37.0,3.75,15.0,11.0,221.66666666666669,15.0,11.0,68.0,47.0,13.0,22.0
diamond-deshields,Diamond DeShields,,86.0,13.0,117.0,9.983,92.0,27.0,15.347000000000001,366.0,141.0,116.0,22.615,131.0,107.0,1017.55,22.0,-35.0,416.0,139.0,49.0,76.0
diana-taurasi,Diana Taurasi,,108.0,15.0,101.0,8.377,219.0,75.0,9.71,324.0,122.0,69.0,20.173,115.0,100.0,759.5166666666668,5.0,51.0,419.0,106.0,8.0,77.0
elena-delle-donne,Elena Delle Donne,,2.0,1.0,10.0,2.0,5.0,3.0,1.4400000000000002,27.0,13.0,2.0,2.0,12.0,12.0,52.099999999999994,3.0,29.0,41.0,13.0,,2.0
elizabeth-williams,Elizabeth Williams,,38.0,43.0,94.0,,,,16.278999999999996,155.0,80.0,60.0,10.833,53.0,27.0,761.0000000000001,63.0,-119.0,187.0,157.0,36.0,25.0
emma-cannon,Emma Cannon,,17.0,4.0,49.0,3.5,24.0,7.0,6.621,101.0,45.0,42.0,5.667,18.0,13.0,294.8,25.0,-60.0,110.0,74.0,5.0,32.0
epiphanny-prince,Epiphanny Prince,,49.0,7.0,37.0,10.917,51.0,25.0,12.006,135.0,58.0,34.0,10.5,29.0,26.0,424.9499999999999,10.0,35.0,167.0,47.0,20.0,27.0
erica-mccall,Erica McCall,,13.0,9.0,66.0,,1.0,,11.421,74.0,37.0,46.0,7.0,32.0,20.0,355.85,33.0,-30.0,94.0,99.0,7.0,20.0
erica-wheeler,Erica Wheeler,G,152.0,8.0,82.0,10.668000000000001,92.0,33.0,13.349,384.0,160.0,86.0,20.769000000000002,98.0,81.0,966.7666666666664,16.0,-146.0,434.0,98.0,43.0,87.0
ezi-magbegor,Ezi Magbegor,F,26.0,29.0,76.0,5.5,10.0,6.0,14.110999999999999,169.0,85.0,70.0,12.5,39.0,33.0,487.0166666666666,49.0,-3.0,209.0,125.0,18.0,27.0
haley-gorecki,Haley Gorecki,,,,2.0,,1.0,,,1.0,,,,,,6.316666666666666,,-6.0,,2.0,,1.0
isabelle-harrison,Isabelle Harrison,,32.0,19.0,129.0,,1.0,,13.988999999999999,253.0,133.0,72.0,13.853,62.0,48.0,694.1166666666667,46.0,87.0,314.0,175.0,31.0,43.0
jackie-young,Jackie Young,G,114.0,13.0,117.0,4.5,21.0,5.0,17.008999999999997,339.0,166.0,70.0,23.628000000000004,96.0,81.0,1145.6500000000003,29.0,287.0,418.0,146.0,41.0,50.0
