player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,fielding_runouts,match_played
ab-de-villiers,AB de Villiers,,147.0,18.0,2.0,22.0,247.0,17.0,,,,,,,3.0,,6.0
acr-birch,ACR Birch,,8.0,0.0,1.0,9.0,7.0,0.0,48.0,0.0,0.0,77.0,3.0,5.0,1.0,,2.0
ad-hales,AD Hales,,182.0,31.0,1.0,19.0,304.0,14.0,,,,,,,6.0,,8.0
ad-russell,AD Russell,,259.0,25.0,8.0,110.0,421.0,37.0,438.0,2.0,2.0,579.0,25.0,24.0,14.0,1.0,23.0
ads-fletcher,ADS Fletcher,,177.0,26.0,1.0,11.0,258.0,11.0,,,,,,,3.0,,8.0
abdul-mazid,Abdul Mazid,,13.0,1.0,0.0,4.0,10.0,0.0,,,,,,,1.0,,3.0
abu-hider,Abu Hider,,41.0,4.0,2.0,52.0,51.0,3.0,191.0,0.0,1.0,293.0,5.0,14.0,4.0,2.0,13.0
abu-jayed,Abu Jayed,,16.0,2.0,4.0,48.0,17.0,0.0,354.0,1.0,2.0,515.0,22.0,22.0,2.0,2.0,18.0
afif-hossain,Afif Hossain,,377.0,51.0,0.0,54.0,476.0,20.0,139.0,0.0,0.0,197.0,6.0,4.0,14.0,1.0,20.0
al-islam,Al Islam,,,,,,,,78.0,0.0,0.0,71.0,6.0,2.0,,,4.0
al-amin,Al-Amin,,72.0,9.0,1.0,30.0,87.0,3.0,12.0,0.0,0.0,33.0,0.0,1.0,4.0,,9.0
al-amin-hossain,Al-Amin Hossain,,9.0,1.0,3.0,42.0,9.0,0.0,263.0,0.0,1.0,432.0,11.0,15.0,2.0,1.0,13.0
alauddin-babu,Alauddin Babu,,13.0,0.0,0.0,8.0,7.0,0.0,18.0,0.0,1.0,53.0,0.0,1.0,,,1.0
ali-khan,Ali Khan,,,,,,,,42.0,1.0,0.0,61.0,2.0,3.0,1.0,,2.0
alok-kapali,Alok Kapali,,131.0,9.0,5.0,63.0,124.0,4.0,298.0,1.0,1.0,389.0,18.0,6.0,6.0,,20.0
aminul-islam-biplob,Aminul Islam Biplob,,,,,,,,36.0,0.0,0.0,55.0,1.0,0.0,,,2.0
anamul-haque,Anamul Haque,,337.0,34.0,0.0,52.0,357.0,7.0,,,,,,,14.0,7.0,22.0
arafat-sunny,Arafat Sunny,,65.0,5.0,4.0,74.0,65.0,2.0,297.0,2.0,0.0,388.0,17.0,5.0,4.0,,16.0
