player_id,player_name,positions,events_played,pdga_points,pdga_rating
j-tanghe,J. Tanghe,MPO,12.0,675.0,976.0
j-tapia,J. Tapia,MPO,7.0,607.0,921.0
j-taylor,J. Taylor,MPO,21.0,4389.0,1860.0
j-teller,J. Teller,MPO,9.0,2272.0,960.0
j-templeton,J. Templeton,MPO,2.0,1350.0,1012.0
j-tervonen,J. Tervonen,MPO,18.0,975.0,942.0
j-tesch,J. Tesch,MPO,2.0,562.0,929.0
j-thomas,J. Thomas,MPO,5.0,522.0,850.0
j-tiligadas,J. Tiligadas,MPO,4.0,4880.0,987.0
j-tinch,J. Tinch,MPO,9.0,1750.0,985.0
j-tobias,J. Tobias,MPO,9.0,4612.0,963.0
j-tomlinson,J. Tomlinson,MPO,7.0,695.0,946.0
j-trammell,J. Trammell,MPO,8.0,710.0,908.0
j-tribbett,J. Tribbett,MPO,9.0,486.0,914.0
j-tripp,J. Tripp,MPO,6.0,515.0,947.0
j-trontveit,J. Trontveit,MPO,6.0,790.0,956.0
j-tuitufu,J. Tu'Itufu,MPO,5.0,504.0,920.0
j-turner,J. Turner,MPO,7.0,1877.0,1937.0
j-tweed,J. Tweed,MPO,7.0,1002.0,957.0
j-tydingco,J. Tydingco,MPO,17.0,1480.0,1008.0
j-tyni,J. Tyni,MPO,20.0,18870.0,1020.0
j-underwood,J. Underwood,MPO,4.0,482.0,938.0
j-unferth,J. Unferth,MPO,9.0,5250.0,1002.0
j-uotila,J. Uotila,MPO,12.0,1210.0,949.0
j-upchurch,J. Upchurch,MPO,5.0,4055.0,998.0
j-vaiden,J. Vaiden,MPO,15.0,1540.0,1004.0
j-vainio,J. Vainio,MPO,15.0,1997.0,1003.0
j-van-proyen,J. Van Proyen,MPO,6.0,1037.0,944.0
j-vandemark,J. Vandemark,MPO,8.0,3195.0,1007.0
j-vartiainen,J. Vartiainen,MPO,1.0,944.0,919.0
j-velasco,J. Velasco,MPO,11.0,767.0,919.0
j-velediaz,J. Velediaz,MPO,15.0,4280.0,976.0
j-vesely-2,J. Vesely,MPO,11.0,4657.0,941.0
j-vesely,J. Veselý,MPO,2.0,1730.0,899.0
j-viksten,J. Viksten,MPO,7.0,592.0,922.0
j-visser,J. Visser,MPO,7.0,1914.0,902.0
j-vaisanen,J. Väisänen,MPO,7.0,3582.0,995.0
j-wade,J. Wade,MPO,52.0,21860.0,1024.0
j-wagner,J. Wagner,MPO,10.0,1683.0,1835.0
j-waite,J. Waite,MPO,5.0,880.0,900.0
j-walker,J. Walker,MPO,25.0,2900.0,1926.0
j-wallace,J. Wallace,MPO,13.0,780.0,936.0
j-walton,J. Walton,MPO,10.0,2930.0,944.0
j-waterbury,J. Waterbury,MPO,7.0,630.0,976.0
j-watson,J. Watson,MPO,3.0,1487.0,953.0
j-watts,J. Watts,MPO,14.0,845.0,965.0
j-weatherhogg,J. Weatherhogg,MPO,10.0,695.0,954.0
j-weaver,J. Weaver,MPO,24.0,2625.0,977.0
j-webster,J. Webster,MPO,4.0,572.0,955.0
j-weissleder,J. Weissleder,MPO,11.0,2887.0,975.0
j-weldon,J. Weldon,MPO,21.0,1697.0,977.0
j-westerqvist,J. Westerqvist,MPO,8.0,2094.0,928.0
j-westmoreland,J. Westmoreland,MPO,20.0,1332.0,989.0
j-wheeler,J. Wheeler,MPO,9.0,1310.0,952.0
j-whitaker,J. Whitaker,MPO,4.0,882.0,980.0
j-white,J. White,MPO,15.0,2570.0,1896.0
j-whitlock,J. Whitlock,MPO,8.0,595.0,989.0
j-whitney,J. Whitney,MPO,7.0,1355.0,970.0
j-wilder,J. Wilder,MPO,8.0,662.0,905.0
j-williams,J. Williams,MPO,33.0,2940.0,2813.0
j-willis-ii,J. Willis II,MPO,10.0,798.0,963.0
j-wilson,J. Wilson,MPO,8.0,582.0,975.0
j-winterhalter,J. Winterhalter,MPO,33.0,12997.0,1012.0
j-witte,J. Witte,MPO,10.0,512.0,957.0
j-wolfe,J. Wolfe,MPO,8.0,1336.0,919.0
j-wollberg,J. Wollberg,MPO,4.0,960.0,934.0
j-worrell,J. Worrell,MPO,8.0,775.0,981.0
j-wubbels,J. Wubbels,MPO,10.0,845.0,970.0
j-wylot,J. Wylot,MPO,7.0,757.0,988.0
j-yanda,J. Yanda,MPO,10.0,1147.0,943.0
j-yates,J. Yates,MPO,14.0,3147.0,937.0
j-york,J. York,MPO,10.0,1122.0,960.0
j-youngbar,J. Youngbar,MPO,13.0,2485.0,981.0
j-yunker,J. Yunker,MPO,1.0,1500.0,904.0
j-zacek,J. Zacek,MPO,7.0,805.0,962.0
j-zamora,J. Zamora,MPO,3.0,785.0,971.0
j-zekos,J. Zekos,MPO,7.0,657.0,956.0
j-alund,J. Ålund,MPO,16.0,628.0,895.0
j-ohman,J. Öhman,MPO,11.0,516.0,896.0
j-ostling,J. Östling,MPO,9.0,615.0,876.0
k-agten,K. Agten,MPO,13.0,765.0,910.0
k-allemann,K. Allemann,MPO,16.0,1832.0,939.0
k-allen,K. Allen,MPO,9.0,595.0,950.0
k-allison,K. Allison,MPO,7.0,1060.0,950.0
k-ambus,K. Ambus,MPO,5.0,672.0,975.0
k-amundsen,K. Amundsen,MPO,8.0,947.0,919.0
k-anderson,K. Anderson,MPO,21.0,1272.0,970.0
k-arndt,K. Arndt,MPO,5.0,587.0,944.0
k-babbit,K. Babbit,MPO,3.0,537.0,996.0
k-barnhouse,K. Barnhouse,MPO,6.0,822.0,934.0
k-bengtsson,K. Bengtsson,MPO,10.0,4750.0,1006.0
k-benhamo,K. Benhamo,MPO,9.0,1107.0,976.0
k-berrigan,K. Berrigan,MPO,8.0,737.0,932.0
k-blanchard,K. Blanchard,MPO,9.0,882.0,908.0
k-bodell,K. Bodell,MPO,8.0,852.0,905.0
k-bodova,K. Boďová,MPO,2.0,1175.0,914.0
k-breck,K. Breck,MPO,12.0,1802.0,952.0
k-caplin,K. Caplin,MPO,6.0,597.0,941.0
k-carter,K. Carter,MPO,9.0,530.0,915.0
k-cave,K. Cave,MPO,13.0,890.0,952.0
k-chambers,K. Chambers,MPO,8.0,930.0,927.0
k-chandler,K. Chandler,MPO,13.0,2447.0,974.0
k-chassie,K. Chassie,MPO,4.0,670.0,945.0
k-clark,K. Clark,MPO,8.0,537.0,963.0
k-coates,K. Coates,MPO,45.0,25820.0,2013.0
k-conrad,K. Conrad,MPO,10.0,630.0,985.0
k-cook,K. Cook,MPO,8.0,1234.0,1836.0
k-couch,K. Couch,MPO,5.0,708.0,978.0
k-crabtree,K. Crabtree,MPO,26.0,14225.0,1016.0
k-craig,K. Craig,MPO,3.0,854.0,917.0
k-cunningham,K. Cunningham,MPO,28.0,3277.0,919.0
k-dalton,K. Dalton,MPO,21.0,4137.0,971.0
k-divelbiss,K. Divelbiss,MPO,6.0,805.0,900.0
k-eckmann,K. Eckmann,MPO,7.0,1205.0,992.0
k-edwards,K. Edwards,MPO,5.0,600.0,834.0
k-eksyma,K. Eksymä,MPO,8.0,787.0,990.0
k-eldredge,K. Eldredge,MPO,18.0,3800.0,998.0
k-even,K. Even,MPO,5.0,505.0,927.0
k-filimoehala,K. Filimoehala,MPO,8.0,887.0,941.0
k-flannery,K. Flannery,MPO,36.0,1872.0,966.0
k-ford,K. Ford,MPO,1.0,1048.0,942.0
k-free,K. Free,MPO,6.0,565.0,941.0
k-fridenbergs,K. Fridenbergs,MPO,11.0,577.0,949.0
k-fukuta,K. Fukuta,MPO,3.0,770.0,908.0
k-furuli,K. Furuli,MPO,24.0,992.0,926.0
k-gallusser,K. Gallusser,MPO,19.0,1932.0,989.0
k-gaskins,K. Gaskins,MPO,6.0,486.0,972.0
k-geitner,K. Geitner,MPO,20.0,5797.0,1004.0
k-gilbert,K. Gilbert,MPO,4.0,550.0,946.0
k-giovannini,K. Giovannini,MPO,8.0,667.0,933.0
k-glaeser,K. Glaeser,MPO,2.0,534.0,917.0
k-gleason,K. Gleason,MPO,15.0,1110.0,978.0
k-goens,K. Goens,MPO,14.0,872.0,928.0
k-goldstein,K. Goldstein,MPO,26.0,7850.0,1003.0
k-gomez,K. Gomez,MPO,14.0,3412.0,1026.0
k-greenfield,K. Greenfield,MPO,9.0,785.0,969.0
k-griffin,K. Griffin,MPO,8.0,1187.0,935.0
k-groff,K. Groff,MPO,7.0,1302.0,948.0
k-hall,K. Hall,MPO,4.0,610.0,958.0
k-holt,K. Holt,MPO,1.0,1152.0,
k-hope,K. Hope,MPO,7.0,768.0,907.0
k-hopfensperger,K. Hopfensperger,MPO,10.0,607.0,970.0
k-hrubjak,K. Hrubják,MPO,5.0,654.0,913.0
k-hummelvoll,K. Hummelvoll,MPO,18.0,1112.0,948.0
k-hutchins,K. Hutchins,MPO,18.0,2072.0,902.0
k-hyche,K. Hyche,MPO,12.0,1922.0,986.0
k-johnson,K. Johnson,MPO,22.0,2042.0,1875.0
k-jones,K. Jones,MPO,21.0,4097.0,2876.0
k-kahala,K. Kahala,MPO,3.0,2730.0,958.0
k-kattwinkel,K. Kattwinkel,MPO,12.0,526.0,951.0
k-kelly,K. Kelly,MPO,34.0,7557.0,1900.0
k-kiefer-iii,K. Kiefer III,MPO,25.0,5375.0,975.0
k-kitse,K. Kitse,MPO,4.0,2137.0,944.0
k-klein,K. Klein,MPO,13.0,1204.0,907.0
k-kohltrain,K. Kohltrain,MPO,8.0,490.0,951.0
k-konsorr,K. Konsorr,MPO,7.0,1502.0,975.0
k-kraft,K. Kraft,MPO,4.0,1320.0,967.0
k-kukk,K. Kukk,MPO,6.0,1017.0,959.0
k-kuoksa,K. Kuoksa,MPO,4.0,552.0,935.0
k-lancaster,K. Lancaster,MPO,7.0,890.0,944.0
k-larsen,K. Larsen,MPO,19.0,2260.0,938.0
k-larsson,K. Larsson,MPO,11.0,1040.0,1911.0
k-leasau,K. Leasau,MPO,19.0,1397.0,962.0
k-lee,K. Lee,MPO,5.0,575.0,938.0
k-lehto,K. Lehto,MPO,25.0,2075.0,992.0
k-lehtonen,K. Lehtonen,MPO,15.0,2822.0,1908.0
k-lieberman,K. Lieberman,MPO,17.0,1302.0,926.0
k-liiv,K. Liiv,MPO,3.0,512.0,948.0
k-linscott,K. Linscott,MPO,29.0,882.0,941.0
k-lofton,K. Lofton,MPO,4.0,575.0,924.0
k-lohraff,K. Lohraff,MPO,5.0,512.0,932.0
k-lopez,K. Lopez,MPO,5.0,500.0,928.0
k-louhivuori,K. Louhivuori,MPO,8.0,580.0,898.0
k-lukosevicius,K. Lukosevicius,MPO,6.0,1640.0,963.0
k-lunkka,K. Lunkka,MPO,18.0,1692.0,963.0
k-latt,K. Lätt,MPO,12.0,515.0,961.0
k-mann,K. Mann,MPO,7.0,698.0,979.0
k-marrandi,K. Marrandi,MPO,21.0,2315.0,900.0
k-martin,K. Martin,MPO,42.0,2952.0,2811.0
k-mcandrew,K. McAndrew,MPO,2.0,484.0,939.0
k-mccaffrey,K. McCaffrey,MPO,6.0,817.0,974.0
k-mccann,K. McCann,MPO,13.0,1315.0,970.0
k-mccormack,K. McCormack,MPO,13.0,880.0,979.0
k-mclean,K. McLean,MPO,4.0,647.0,923.0
k-mcmillan,K. McMillan,MPO,6.0,692.0,959.0
k-merrill,K. Merrill,MPO,19.0,1985.0,968.0
k-mikkor,K. Mikkor,MPO,12.0,5095.0,999.0
k-miller,K. Miller,MPO,18.0,980.0,955.0
k-mills,K. Mills,MPO,14.0,1002.0,955.0
k-miskell,K. Miskell,MPO,11.0,820.0,928.0
k-modig,K. Modig,MPO,4.0,997.0,963.0
k-moffitt,K. Moffitt,MPO,7.0,1208.0,888.0
k-montgomery,K. Montgomery,MPO,24.0,8545.0,992.0
k-moriarty,K. Moriarty,MPO,16.0,2715.0,972.0
k-morita,K. Morita,MPO,7.0,1410.0,980.0
k-moua,K. Moua,MPO,5.0,775.0,984.0
k-nagaoka,K. Nagaoka,MPO,5.0,712.0,994.0
k-new,K. New,MPO,11.0,1450.0,981.0
k-nichols,K. Nichols,MPO,16.0,1685.0,986.0
k-normand,K. Normand,MPO,12.0,1522.0,961.0
k-novak,K. Novák,MPO,17.0,780.0,923.0
k-nybo,K. Nybo,MPO,15.0,795.0,939.0
k-odonnell,K. O'Donnell,MPO,15.0,594.0,919.0
k-olson,K. Olson,MPO,12.0,855.0,963.0
k-ooten,K. Ooten,MPO,4.0,665.0,932.0
k-opfer,K. Opfer,MPO,11.0,525.0,942.0
k-orrick,K. Orrick,MPO,4.0,600.0,978.0
k-parsley,K. Parsley,MPO,29.0,10412.0,1009.0
k-pauley,K. Pauley,MPO,12.0,1157.0,932.0
k-pawlosky,K. Pawlosky,MPO,22.0,1390.0,977.0
k-perakyla,K. Peräkylä,MPO,10.0,1440.0,993.0
k-peterson,K. Peterson,MPO,13.0,534.0,908.0
k-pfullmann,K. Pfullmann,MPO,9.0,957.0,933.0
k-phillips,K. Phillips,MPO,14.0,1352.0,934.0
k-potter,K. Potter,MPO,14.0,1282.0,957.0
k-prugger,K. Prugger,MPO,7.0,592.0,928.0
k-raik,K. Raik,MPO,25.0,2257.0,927.0
k-ralling,K. Ralling,MPO,6.0,3184.0,935.0
k-read,K. Read,MPO,8.0,667.0,946.0
k-reagan,K. Reagan,MPO,2.0,530.0,937.0
k-rebase,K. Rebase,MPO,9.0,2195.0,927.0
k-redington,K. Redington,MPO,7.0,537.0,905.0
k-reeves,K. Reeves,MPO,18.0,875.0,909.0
k-reid,K. Reid,MPO,6.0,615.0,958.0
k-reihmann,K. Reihmann,MPO,4.0,877.0,969.0
k-reiu,K. Reiu,MPO,7.0,1640.0,962.0
k-remsen,K. Remsen,MPO,21.0,1717.0,979.0
k-reynolds,K. Reynolds,MPO,6.0,855.0,934.0
k-riihinen,K. Riihinen,MPO,15.0,922.0,900.0
k-robertson,K. Robertson,MPO,13.0,4861.0,1903.0
k-roy,K. Roy,MPO,7.0,1175.0,956.0
k-russom,K. Russom,MPO,6.0,885.0,984.0
k-sabengsy,K. Sabengsy,MPO,5.0,960.0,946.0
k-sailler,K. Sailler,MPO,7.0,1460.0,933.0
k-sanjivi,K. Sanjivi,MPO,11.0,1242.0,930.0
k-saukel,K. Saukel,MPO,19.0,962.0,929.0
k-savonen,K. Savonen,MPO,3.0,620.0,961.0
k-schaar,K. Schaar,MPO,3.0,542.0,929.0
k-schubert,K. Schubert,MPO,8.0,952.0,967.0
k-schuette,K. Schuette,MPO,8.0,600.0,900.0
k-seuranen,K. Seuranen,MPO,15.0,3395.0,972.0
k-sheehan,K. Sheehan,MPO,7.0,527.0,954.0
k-shelton,K. Shelton,MPO,9.0,548.0,915.0
k-shirai,K. Shirai,MPO,9.0,1005.0,975.0
k-sirge,K. Sirge,MPO,7.0,1600.0,953.0
k-sjlstad,K. Sjølstad,MPO,2.0,720.0,915.0
k-skovly,K. Skovly,MPO,8.0,1227.0,966.0
k-slater,K. Slater,MPO,8.0,2547.0,936.0
k-smith,K. Smith,MPO,9.0,3330.0,935.0
k-solodov,K. Solodov,MPO,10.0,812.0,908.0
k-spliid,K. Spliid,MPO,10.0,717.0,958.0
k-stapleton,K. Stapleton,MPO,8.0,535.0,929.0
k-steed,K. Steed,MPO,9.0,755.0,936.0
k-sterwerf,K. Sterwerf,MPO,15.0,3417.0,964.0
k-sutliff,K. Sutliff,MPO,8.0,3380.0,956.0
k-sykes,K. Sykes,MPO,16.0,1230.0,969.0
k-tammjarv,K. Tammjärv,MPO,19.0,1560.0,960.0
k-taylor,K. Taylor,MPO,20.0,1822.0,923.0
k-tegenfeldt,K. Tegenfeldt,MPO,24.0,792.0,943.0
k-toomjoe,K. Toomjoe,MPO,10.0,776.0,883.0
k-trevena,K. Trevena,MPO,7.0,642.0,960.0
k-truett,K. Truett,MPO,5.0,1160.0,977.0
k-tyburski,K. Tyburski,MPO,1.0,2580.0,981.0
k-underwood,K. Underwood,MPO,9.0,1695.0,962.0
k-vaikmaa,K. Vaikmaa,MPO,8.0,528.0,936.0
k-valen-haland,K. Valen Håland,MPO,4.0,2345.0,988.0
k-vandyke,K. VanDyke,MPO,14.0,10060.0,1025.0
k-vernegaard,K. Vernegaard,MPO,8.0,1292.0,960.0
k-vesa,K. Vesa,MPO,9.0,492.0,930.0
k-vest,K. Vest,MPO,20.0,790.0,950.0
k-vilepill,K. Vilepill,MPO,27.0,706.0,909.0
k-wade,K. Wade,MPO,10.0,592.0,919.0
k-warren,K. Warren,MPO,7.0,902.0,924.0
k-webster,K. Webster,MPO,11.0,937.0,947.0
k-wedel,K. Wedel,MPO,9.0,628.0,903.0
k-weisbrod,K. Weisbrod,MPO,12.0,757.0,917.0
k-welch,K. Welch,MPO,4.0,615.0,945.0
k-wilhelm,K. Wilhelm,MPO,22.0,23612.0,1049.0
k-wilkes,K. Wilkes,MPO,12.0,800.0,928.0
k-williams,K. Williams,MPO,16.0,3762.0,2866.0
k-wilson,K. Wilson,MPO,12.0,2745.0,1906.0
k-witherwax,K. Witherwax,MPO,2.0,1660.0,966.0
k-wolter,K. Wolter,MPO,11.0,1647.0,930.0
k-wuscher,K. Wuscher,MPO,9.0,656.0,887.0
k-xiong,K. Xiong,MPO,4.0,5490.0,961.0
k-yeom,K. Yeom,MPO,7.0,2177.0,946.0
k-yoo,K. Yoo,MPO,12.0,530.0,907.0
k-uksvarav,K. Üksvärav,MPO,5.0,645.0,913.0
kj-mcdaniels,KJ McDaniels,P/MPO,8.0,1585.0,964.0
l-alexander,L. Alexander,MPO,5.0,752.0,967.0
l-allen,L. Allen,MPO,1.0,1296.0,943.0
l-annino,L. Annino,MPO,8.0,480.0,928.0
l-aspen,L. Aspén,MPO,7.0,682.0,897.0
l-bacon,L. Bacon,MPO,4.0,668.0,957.0
l-bitney,L. Bitney,MPO,15.0,725.0,944.0
l-bivins,L. Bivins,MPO,3.0,670.0,955.0
l-blanco,L. Blanco,MPO,15.0,940.0,967.0
l-bonnamy,L. Bonnamy,MPO,11.0,666.0,934.0
l-bottorff,L. Bottorff,MPO,2.0,555.0,903.0
l-bowers,L. Bowers,MPO,6.0,1712.0,1000.0
l-brown,L. Brown,MPO,10.0,640.0,929.0
l-butler,L. Butler,MPO,6.0,755.0,969.0
l-callaghan,L. Callaghan,MPO,7.0,860.0,884.0
l-carlsson,L. Carlsson,MPO,5.0,627.0,931.0
l-christensen,L. Christensen,MPO,8.0,892.0,990.0
l-clark,L. Clark,MPO,10.0,2582.0,1940.0
l-coombs,L. Coombs,MPO,6.0,567.0,971.0
l-costanzi,L. Costanzi,MPO,10.0,572.0,944.0
l-crisco-iii,L. Crisco III,MPO,20.0,502.0,939.0
l-doyle,L. Doyle,MPO,9.0,976.0,956.0
l-dragoun,L. Dragoun,MPO,11.0,895.0,952.0
l-drobelis,L. Drobelis,MPO,3.0,720.0,895.0
l-dumont,L. Dumont,MPO,7.0,585.0,965.0
l-dutzi,L. Dutzi,MPO,9.0,732.0,899.0
l-emmett,L. Emmett,MPO,7.0,3787.0,954.0
l-engdahl,L. Engdahl,MPO,14.0,1965.0,938.0
l-eriksson,L. Eriksson,MPO,5.0,792.0,938.0
l-esquivel,L. Esquivel,MPO,10.0,565.0,950.0
l-fagundes,L. Fagundes,MPO,10.0,620.0,924.0
l-fajkus,L. Fajkus,MPO,19.0,3445.0,993.0
l-filandr,L. Filandr,MPO,9.0,507.0,926.0
l-fish,L. Fish,MPO,3.0,1030.0,972.0
l-fiske,L. Fiske,MPO,18.0,3945.0,999.0
l-fledderjohn,L. Fledderjohn,MPO,7.0,1212.0,924.0
l-fleeman,L. Fleeman,MPO,7.0,767.0,938.0
l-force,L. Force,MPO,11.0,507.0,882.0
l-forsberg,L. Forsberg,MPO,6.0,794.0,887.0
l-froschauer,L. Froschauer,MPO,7.0,712.0,967.0
l-gardner,L. Gardner,MPO,23.0,5840.0,1006.0
l-gray,L. Gray,MPO,8.0,3175.0,964.0
l-hakulinen,L. Hakulinen,MPO,12.0,1360.0,968.0
l-hancock,L. Hancock,MPO,7.0,527.0,947.0
l-hanewall,L. Hanewall,MPO,4.0,502.0,964.0
l-hargrove,L. Hargrove,MPO,12.0,1416.0,912.0
l-harpool,L. Harpool,MPO,6.0,522.0,966.0
l-havlicek,L. Havlícek,MPO,19.0,1682.0,953.0
l-hegna,L. Hegna,MPO,2.0,610.0,960.0
l-hofbauer,L. Hofbauer,MPO,4.0,497.0,870.0
l-humphries,L. Humphries,MPO,8.0,580.0,950.0
l-hamalainen,L. Hämäläinen,MPO,26.0,6945.0,1017.0
l-impio,L. Impiö,MPO,1.0,1480.0,951.0
l-isotalo,L. Isotalo,MPO,9.0,1014.0,926.0
l-jackson,L. Jackson,MPO,13.0,527.0,965.0
l-jaeger,L. Jaeger,MPO,7.0,935.0,970.0
l-jansson,L. Jansson,MPO,12.0,797.0,973.0
l-johnson,L. Johnson,MPO,15.0,2325.0,1001.0
l-karlusas,L. Karlušas,MPO,11.0,778.0,862.0
l-kempen,L. Kempen,MPO,4.0,1355.0,977.0
l-kemppainen,L. Kemppainen,MPO,3.0,1735.0,951.0
l-keranen,L. Keränen,MPO,11.0,1717.0,991.0
l-knight,L. Knight,MPO,12.0,535.0,962.0
l-koci,L. Kocí,MPO,7.0,550.0,915.0
l-krastina,L. Krastina,MPO,4.0,638.0,932.0
l-krupp,L. Krupp,MPO,10.0,3145.0,972.0
l-laporta,L. LaPorta,MPO,1.0,1020.0,910.0
l-landa,L. Landa,MPO,3.0,580.0,901.0
l-landgren,L. Landgren,MPO,8.0,860.0,985.0
l-latta,L. Latta,MPO,7.0,615.0,888.0
l-le-pleux,L. Le Pleux,MPO,16.0,7097.0,1010.0
l-lehtinen,L. Lehtinen,MPO,7.0,1210.0,937.0
l-letts,L. Letts,MPO,13.0,1790.0,972.0
l-lewis,L. Lewis,MPO,9.0,4440.0,996.0
l-lipinski,L. Lipinski,MPO,7.0,1500.0,953.0
l-lysakowski,L. Lysakowski,MPO,32.0,4782.0,990.0
l-marshall,L. Marshall,MPO,8.0,480.0,899.0
l-mckinney,L. McKinney,MPO,9.0,1047.0,939.0
l-mclaughlin,L. McLaughlin,MPO,18.0,1742.0,937.0
l-mendez,L. Mendez,MPO,13.0,1815.0,902.0
l-metcalf,L. Metcalf,MPO,8.0,1475.0,957.0
l-metz,L. Metz,MPO,28.0,5492.0,979.0
l-miller,L. Miller,MPO,12.0,758.0,965.0
l-myers,L. Myers,MPO,11.0,587.0,953.0
l-nava,L. Nava,MPO,18.0,1337.0,977.0
l-noe,L. Noe,MPO,3.0,760.0,970.0
l-nusbaum,L. Nusbaum,MPO,5.0,964.0,990.0
l-oberhaus-iii,L. Oberhaus III,MPO,8.0,607.0,893.0
l-olesen,L. Olesen,MPO,5.0,482.0,951.0
l-phipps,L. Phipps,MPO,1.0,1150.0,919.0
l-piironen,L. Piironen,MPO,5.0,564.0,971.0
l-potts,L. Potts,MPO,28.0,1630.0,945.0
l-riding,L. Riding,MPO,3.0,520.0,886.0
l-roggenbeck,L. Roggenbeck,MPO,13.0,850.0,985.0
l-rokkanen,L. Rokkanen,MPO,3.0,2510.0,965.0
l-rooney,L. Rooney,MPO,8.0,1148.0,909.0
l-sabulsky,L. Sabulsky,MPO,9.0,615.0,936.0
l-samson,L. Samson,MPO,9.0,638.0,946.0
l-schaurhofer,L. Schaurhofer,MPO,12.0,555.0,934.0
l-schar,L. Schär,MPO,8.0,1160.0,944.0
l-seiler,L. Seiler,MPO,2.0,495.0,905.0
l-seipenbusch,L. Seipenbusch,MPO,7.0,1570.0,939.0
l-semke,L. Semke,MPO,10.0,726.0,969.0
l-smith,L. Smith,MPO,3.0,790.0,962.0
l-sneegas,L. Sneegas,MPO,17.0,7125.0,992.0
l-somby,L. Somby,MPO,12.0,1660.0,943.0
l-stott,L. Stott,MPO,6.0,527.0,964.0
l-strelkauskas,L. Strelkauskas,MPO,11.0,535.0,920.0
l-sularz,L. Sularz,MPO,8.0,1050.0,934.0
l-suominen,L. Suominen,MPO,7.0,662.0,903.0
l-swenson,L. Swenson,MPO,7.0,2540.0,983.0
l-taylor,L. Taylor,MPO,15.0,5380.0,1852.0
l-tran,L. Tran,MPO,19.0,702.0,940.0
l-trott,L. Trott,MPO,9.0,887.0,930.0
l-turner,L. Turner,MPO,12.0,610.0,959.0
l-utter,L. Utter,MPO,9.0,600.0,982.0
l-vehniainen,L. Vehniäinen,MPO,6.0,1750.0,981.0
l-veimann,L. Veimann,MPO,19.0,1002.0,916.0
l-wade,L. Wade,MPO,18.0,1392.0,958.0
l-warmerdam,L. Warmerdam,MPO,6.0,1342.0,927.0
l-weiss,L. Weiss,MPO,10.0,1832.0,1002.0
l-white,L. White,MPO,2.0,1128.0,909.0
l-wondergem,L. Wondergem,MPO,11.0,2565.0,963.0
l-z-volta,L. Z. Volta,MPO,36.0,5470.0,980.0
m-aal,M. Aal,MPO,15.0,1715.0,951.0
m-abildgaard,M. Abildgaard,MPO,12.0,1114.0,903.0
m-ahjoniemi,M. Ahjoniemi,MPO,22.0,1680.0,985.0
m-airaksinen,M. Airaksinen,MPO,14.0,1147.0,908.0
m-alho,M. Alho,MPO,12.0,842.0,930.0
m-allen,M. Allen,MPO,8.0,628.0,937.0
m-almeida-posada,M. Almeida Posada,MPO,16.0,4432.0,947.0
m-anastor,M. Anastor,MPO,26.0,2930.0,945.0
m-andersen-lindstad,M. Andersen Lindstad,MPO,3.0,514.0,914.0
m-anderson,M. Anderson,MPO,22.0,2307.0,2865.0
m-andrick,M. Andrick,MPO,15.0,7372.0,962.0
m-anthony,M. Anthony,MPO,8.0,2600.0,967.0
m-arauza,M. Arauza,MPO,11.0,552.0,905.0
m-aul,M. Aul,MPO,9.0,568.0,902.0
m-balch,M. Balch,MPO,26.0,1620.0,953.0
m-balogh,M. Balogh,MPO,11.0,2382.0,1010.0
m-barajas,M. Barajas,MPO,12.0,2545.0,964.0
m-barringer,M. Barringer,MPO,14.0,8017.0,1003.0
m-bealka,M. Bealka,MPO,9.0,692.0,934.0
m-bell,M. Bell,MPO,10.0,1052.0,979.0
m-bennett,M. Bennett,MPO,5.0,505.0,945.0
m-berberea,M. Berberea,MPO,14.0,7727.0,1008.0
m-bergin,M. Bergin,MPO,6.0,625.0,903.0
m-beshore,M. Beshore,MPO,15.0,1990.0,976.0
m-bjorck,M. Björck,MPO,8.0,2610.0,945.0
m-blakely,M. Blakely,MPO,8.0,662.0,971.0
m-blanks,M. Blanks,MPO,5.0,677.0,933.0
m-blindheim,M. Blindheim,MPO,6.0,1997.0,942.0
m-blodget,M. Blodget,MPO,11.0,877.0,945.0
m-bloomfield,M. Bloomfield,MPO,3.0,1039.0,902.0
m-boberg,M. Boberg,MPO,18.0,7627.0,967.0
m-bogen-brurok,M. Bogen Brurok,MPO,5.0,967.0,954.0
m-bohner,M. Bohner,MPO,8.0,565.0,956.0
m-boman,M. Boman,MPO,4.0,580.0,953.0
m-borowski,M. Borowski,MPO,22.0,4988.0,969.0
m-boruszewski,M. Boruszewski,MPO,8.0,2297.0,952.0
m-boukarabila,M. Boukarabila,MPO,1.0,1180.0,895.0
m-brandt,M. Brandt,MPO,1.0,1320.0,947.0
m-breen-mckay,M. Breen-McKay,MPO,5.0,512.0,926.0
m-brenna,M. Brenna,MPO,11.0,874.0,960.0
m-brimmer,M. Brimmer,MPO,11.0,1100.0,941.0
m-brown,M. Brown,MPO,38.0,1928.0,2854.0
m-brownstein,M. Brownstein,MPO,4.0,942.0,966.0
m-brynarsky,M. Brynarsky,MPO,15.0,707.0,934.0
m-brannstrom,M. Brännström,MPO,2.0,650.0,934.0
m-burnett,M. Burnett,MPO,23.0,4435.0,1849.0
m-burpo,M. Burpo,MPO,13.0,2337.0,989.0
m-cabe,M. Cabe,MPO,4.0,1905.0,980.0
m-cacala,M. Cacala,MPO,4.0,762.0,958.0
