game_id,date,season,week,league,away,home,assists,blocks,d_points,goals,o_points,plus_minus,touches,turnovers
PUL_2024_SEASON_TOTAL,,2024,1,PUL,,,8.0,6.0,21.0,16.0,55.0,22.0,62.0,8.0
PUL_2026_SEASON_TOTAL,,2026,1,PUL,,,1.0,3.0,2.0,1.0,12.0,5.0,8.0,
